geoid,total_16plus,total_16to19,total_20to24,total_25to54,total_55to64,total_65plus,inLaborForce_16to19,inLaborForce_20to24,inLaborForce_25to54,inLaborForce_55to64,inLaborForce_65plus,outLaborForce_16to19,outLaborForce_20to24,outLaborForce_25to54,outLaborForce_55to64,outLaborForce_65plus,Employed_16to19,Employed_20to24,Employed_25to54,Employed_55to64,EmployedMilitary_16to19,EmployedMilitary_20to24,EmployedMilitary_25to54,EmployedMilitary_55to64,Unemployed_16to19,Unemployed_20to24,Unemployed_25to54,Unemployed_55to64
01001,42801.0,3060.0,3422.0,22613.0,6228.0,7478.0,1121.0,2711.0,17602.0,4037.0,944.0,1939.0,711.0,5011.0,2191.0,6534.0,651.0,2421.0,16187.0,3875.0,0.0,0.0,445.0,0.0,470.0,290.0,970.0,162.0
01003,156379.0,9200.0,10178.0,74569.0,27056.0,35376.0,3977.0,8205.0,59936.0,15851.0,5198.0,5223.0,1973.0,14633.0,11205.0,30178.0,3328.0,7408.0,55350.0,14912.0,0.0,3.0,239.0,0.0,649.0,794.0,4347.0,939.0
01005,21785.0,1144.0,1833.0,11013.0,3470.0,4325.0,227.0,1143.0,6640.0,1767.0,662.0,917.0,690.0,4373.0,1703.0,3663.0,152.0,786.0,5441.0,1624.0,0.0,0.0,0.0,0.0,75.0,357.0,1199.0,143.0
01007,18339.0,1349.0,1361.0,9662.0,2712.0,3255.0,262.0,777.0,6147.0,1330.0,533.0,1087.0,584.0,3515.0,1382.0,2722.0,197.0,632.0,5669.0,1306.0,0.0,0.0,3.0,0.0,65.0,145.0,475.0,24.0
01009,45839.0,3291.0,3140.0,22459.0,7437.0,9512.0,921.0,2240.0,15584.0,3953.0,1367.0,2370.0,900.0,6875.0,3484.0,8145.0,773.0,1941.0,14353.0,3799.0,0.0,14.0,19.0,0.0,148.0,285.0,1212.0,154.0
01011,8653.0,341.0,874.0,4428.0,1452.0,1558.0,69.0,683.0,2913.0,844.0,203.0,272.0,191.0,1515.0,608.0,1355.0,49.0,419.0,2399.0,817.0,0.0,0.0,0.0,0.0,20.0,264.0,514.0,27.0
01013,16215.0,947.0,1272.0,7482.0,2890.0,3624.0,282.0,917.0,5734.0,1459.0,410.0,665.0,355.0,1748.0,1431.0,3214.0,148.0,750.0,5164.0,1345.0,0.0,0.0,32.0,0.0,134.0,167.0,538.0,114.0
01015,93346.0,6e3,8646.0,44817.0,15816.0,18067.0,2160.0,6607.0,34987.0,8319.0,2265.0,3840.0,2039.0,9830.0,7497.0,15802.0,1229.0,5504.0,30718.0,7773.0,0.0,27.0,234.0,41.0,931.0,1076.0,4035.0,505.0
01017,27492.0,1498.0,2180.0,12901.0,4791.0,6122.0,535.0,1592.0,9501.0,2629.0,796.0,963.0,588.0,3400.0,2162.0,5326.0,349.0,1289.0,8796.0,2517.0,0.0,0.0,25.0,0.0,186.0,303.0,680.0,112.0
01019,21242.0,1084.0,1424.0,9420.0,4158.0,5156.0,467.0,1091.0,7305.0,1669.0,494.0,617.0,333.0,2115.0,2489.0,4662.0,394.0,959.0,6767.0,1562.0,0.0,0.0,0.0,0.0,73.0,132.0,538.0,107.0
01021,34348.0,2070.0,2806.0,17288.0,5642.0,6542.0,794.0,2135.0,12699.0,3094.0,987.0,1276.0,671.0,4589.0,2548.0,5555.0,545.0,1745.0,11716.0,2918.0,0.0,0.0,12.0,0.0,249.0,390.0,971.0,176.0
01023,10900.0,604.0,762.0,4851.0,1970.0,2713.0,133.0,555.0,3330.0,796.0,283.0,471.0,207.0,1521.0,1174.0,2430.0,83.0,198.0,3070.0,776.0,0.0,0.0,0.0,0.0,50.0,357.0,260.0,20.0
01025,20128.0,1400.0,1600.0,9389.0,3348.0,4391.0,409.0,1225.0,6481.0,1432.0,575.0,991.0,375.0,2908.0,1916.0,3816.0,229.0,724.0,5435.0,1230.0,0.0,0.0,0.0,0.0,180.0,501.0,1046.0,202.0
01027,10933.0,766.0,632.0,5069.0,1909.0,2557.0,363.0,446.0,3633.0,944.0,334.0,403.0,186.0,1436.0,965.0,2223.0,208.0,391.0,3320.0,932.0,0.0,0.0,5.0,0.0,155.0,55.0,308.0,12.0
01029,11860.0,636.0,804.0,5789.0,1976.0,2655.0,260.0,571.0,4286.0,1136.0,361.0,376.0,233.0,1503.0,840.0,2294.0,177.0,471.0,3986.0,1070.0,0.0,0.0,0.0,0.0,83.0,100.0,300.0,66.0
01031,40161.0,2601.0,3096.0,20336.0,6280.0,7848.0,882.0,2373.0,16072.0,3469.0,1090.0,1719.0,723.0,4264.0,2811.0,6758.0,635.0,1835.0,14010.0,3348.0,0.0,271.0,1086.0,21.0,247.0,267.0,976.0,100.0
01033,44172.0,2909.0,3255.0,20543.0,7632.0,9833.0,675.0,2413.0,15400.0,3867.0,1077.0,2234.0,842.0,5143.0,3765.0,8756.0,526.0,1928.0,14121.0,3680.0,0.0,0.0,30.0,0.0,149.0,485.0,1249.0,187.0
01035,10280.0,552.0,823.0,4467.0,1921.0,2517.0,185.0,667.0,2955.0,733.0,262.0,367.0,156.0,1512.0,1188.0,2255.0,101.0,417.0,2256.0,697.0,0.0,0.0,0.0,0.0,84.0,250.0,699.0,36.0
01037,9230.0,541.0,667.0,4215.0,1838.0,1969.0,299.0,488.0,2851.0,784.0,220.0,242.0,179.0,1364.0,1054.0,1749.0,261.0,407.0,2287.0,701.0,0.0,0.0,0.0,0.0,38.0,81.0,564.0,83.0
01039,30519.0,1775.0,2274.0,13777.0,5274.0,7419.0,612.0,1739.0,10033.0,2866.0,782.0,1163.0,535.0,3744.0,2408.0,6637.0,397.0,1234.0,9159.0,2651.0,0.0,0.0,36.0,0.0,215.0,505.0,838.0,215.0
01041,11111.0,839.0,724.0,5254.0,1917.0,2377.0,310.0,606.0,4028.0,957.0,354.0,529.0,118.0,1226.0,960.0,2023.0,194.0,468.0,3751.0,876.0,0.0,0.0,29.0,0.0,116.0,138.0,248.0,81.0
01043,64915.0,4112.0,5030.0,31027.0,10713.0,14033.0,1340.0,3255.0,22713.0,5878.0,1661.0,2772.0,1775.0,8314.0,4835.0,12372.0,886.0,2945.0,21125.0,5681.0,0.0,0.0,40.0,0.0,454.0,310.0,1548.0,197.0
01045,39297.0,2675.0,3377.0,19665.0,6151.0,7429.0,942.0,2805.0,15329.0,3321.0,896.0,1733.0,572.0,4336.0,2830.0,6533.0,445.0,1693.0,12550.0,3157.0,74.0,706.0,1483.0,0.0,423.0,406.0,1296.0,164.0
01047,32414.0,2125.0,2836.0,15253.0,5772.0,6428.0,723.0,1997.0,10422.0,2975.0,766.0,1402.0,839.0,4831.0,2797.0,5662.0,423.0,1069.0,9126.0,2755.0,0.0,11.0,16.0,0.0,300.0,917.0,1280.0,220.0
01049,55469.0,3866.0,4376.0,27461.0,9162.0,10604.0,868.0,3117.0,20462.0,4307.0,1348.0,2998.0,1259.0,6999.0,4855.0,9256.0,681.0,2653.0,19085.0,4071.0,0.0,0.0,2.0,0.0,187.0,464.0,1375.0,236.0
01051,64498.0,4368.0,5678.0,33696.0,9993.0,10763.0,1656.0,3852.0,23986.0,5847.0,1774.0,2712.0,1826.0,9710.0,4146.0,8989.0,1069.0,3186.0,22136.0,5577.0,0.0,73.0,367.0,10.0,587.0,593.0,1483.0,260.0
01053,30527.0,2094.0,2426.0,15041.0,4843.0,6123.0,628.0,1683.0,9509.0,2192.0,560.0,1466.0,743.0,5532.0,2651.0,5563.0,206.0,1076.0,8361.0,2112.0,0.0,0.0,0.0,0.0,422.0,607.0,1148.0,80.0
01055,83390.0,5164.0,6635.0,39760.0,14315.0,17516.0,1575.0,4986.0,29116.0,7427.0,2315.0,3589.0,1649.0,10644.0,6888.0,15201.0,1258.0,4240.0,26418.0,7085.0,11.0,0.0,81.0,0.0,306.0,746.0,2617.0,342.0
01057,13666.0,826.0,960.0,6234.0,2435.0,3211.0,383.0,728.0,4343.0,1158.0,200.0,443.0,232.0,1891.0,1277.0,3011.0,235.0,588.0,3990.0,1118.0,0.0,0.0,8.0,0.0,148.0,140.0,345.0,40.0
01059,24804.0,1618.0,2111.0,12290.0,3734.0,5051.0,567.0,1614.0,8789.0,1976.0,629.0,1051.0,497.0,3501.0,1758.0,4422.0,473.0,1357.0,8023.0,1866.0,0.0,0.0,1.0,0.0,94.0,257.0,765.0,110.0
01061,21558.0,1286.0,1510.0,10030.0,3758.0,4974.0,423.0,1143.0,7671.0,2022.0,577.0,863.0,367.0,2359.0,1736.0,4397.0,317.0,864.0,6712.0,1965.0,0.0,0.0,104.0,0.0,106.0,279.0,855.0,57.0
01063,6858.0,424.0,511.0,2973.0,1434.0,1516.0,86.0,265.0,1804.0,637.0,238.0,338.0,246.0,1169.0,797.0,1278.0,7.0,152.0,1506.0,517.0,0.0,0.0,0.0,0.0,79.0,113.0,298.0,120.0
01065,12104.0,889.0,944.0,5528.0,2153.0,2590.0,279.0,553.0,3926.0,891.0,445.0,610.0,391.0,1602.0,1262.0,2145.0,189.0,346.0,3506.0,822.0,0.0,0.0,0.0,0.0,90.0,207.0,420.0,69.0
01067,13935.0,632.0,1090.0,6188.0,2605.0,3420.0,160.0,893.0,4757.0,1280.0,446.0,472.0,197.0,1431.0,1325.0,2974.0,127.0,758.0,4400.0,1204.0,0.0,0.0,0.0,0.0,33.0,135.0,357.0,76.0
01069,81625.0,5058.0,6293.0,40770.0,13290.0,16214.0,1659.0,4770.0,31714.0,7431.0,2644.0,3399.0,1523.0,9056.0,5859.0,13570.0,1232.0,4052.0,29140.0,7124.0,0.0,1.0,163.0,4.0,427.0,717.0,2411.0,303.0
01071,42738.0,2585.0,2963.0,20076.0,7671.0,9443.0,811.0,2256.0,14598.0,4327.0,1242.0,1774.0,707.0,5478.0,3344.0,8201.0,551.0,1729.0,13338.0,4110.0,0.0,0.0,0.0,0.0,260.0,527.0,1260.0,217.0
01073,523210.0,33538.0,44703.0,266754.0,86403.0,91812.0,11412.0,32558.0,213792.0,50127.0,15156.0,22126.0,12145.0,52962.0,36276.0,76656.0,8209.0,27169.0,195925.0,47332.0,14.0,18.0,379.0,2.0,3189.0,5371.0,17488.0,2793.0
01075,11462.0,630.0,815.0,5137.0,2108.0,2772.0,134.0,571.0,3859.0,1139.0,320.0,496.0,244.0,1278.0,969.0,2452.0,93.0,469.0,3428.0,1081.0,0.0,22.0,0.0,0.0,41.0,80.0,431.0,58.0
01077,75897.0,5105.0,7922.0,33772.0,12588.0,16510.0,1845.0,5895.0,25922.0,7181.0,1963.0,3260.0,2027.0,7850.0,5407.0,14547.0,1487.0,5379.0,24173.0,6850.0,0.0,17.0,25.0,0.0,358.0,499.0,1724.0,331.0
01079,27054.0,1665.0,2097.0,13277.0,4709.0,5306.0,527.0,1574.0,9244.0,2235.0,511.0,1138.0,523.0,4033.0,2474.0,4795.0,331.0,1217.0,8543.0,2128.0,0.0,0.0,14.0,0.0,196.0,357.0,687.0,107.0
01081,121893.0,11459.0,22487.0,57900.0,15038.0,15009.0,2947.0,13446.0,46916.0,8607.0,2994.0,8512.0,9041.0,10984.0,6431.0,12015.0,2227.0,11830.0,43345.0,8360.0,0.0,152.0,768.0,0.0,720.0,1464.0,2803.0,247.0
01083,70549.0,4590.0,4955.0,38080.0,11068.0,11856.0,1689.0,3862.0,27402.0,6154.0,1826.0,2901.0,1093.0,10678.0,4914.0,10030.0,1263.0,3288.0,25512.0,5813.0,0.0,29.0,73.0,0.0,426.0,545.0,1817.0,341.0
01085,8487.0,537.0,745.0,3965.0,1467.0,1773.0,87.0,515.0,2552.0,765.0,124.0,450.0,230.0,1413.0,702.0,1649.0,71.0,286.0,2283.0,707.0,0.0,3.0,0.0,42.0,16.0,226.0,269.0,16.0
01087,16746.0,1968.0,2396.0,6419.0,2736.0,3227.0,773.0,1579.0,5011.0,1294.0,475.0,1195.0,817.0,1408.0,1442.0,2752.0,453.0,1161.0,4304.0,1231.0,0.0,0.0,0.0,0.0,320.0,418.0,707.0,63.0
01089,277343.0,19505.0,24562.0,144423.0,42855.0,45998.0,6661.0,18607.0,119375.0,27410.0,8024.0,12844.0,5955.0,25048.0,15445.0,37974.0,4709.0,15383.0,110163.0,26014.0,232.0,349.0,460.0,14.0,1720.0,2875.0,8752.0,1382.0
01091,16162.0,1119.0,1260.0,7241.0,2812.0,3730.0,232.0,784.0,5275.0,1225.0,244.0,887.0,476.0,1966.0,1587.0,3486.0,185.0,470.0,4767.0,1203.0,0.0,0.0,13.0,0.0,47.0,314.0,495.0,22.0
01093,24723.0,1381.0,1692.0,11499.0,4188.0,5963.0,338.0,1219.0,8523.0,2160.0,613.0,1043.0,473.0,2976.0,2028.0,5350.0,236.0,975.0,7665.0,2075.0,0.0,0.0,24.0,0.0,102.0,244.0,834.0,85.0
01095,73513.0,4727.0,5751.0,36323.0,11624.0,15088.0,1861.0,4464.0,27578.0,5882.0,1876.0,2866.0,1287.0,8745.0,5742.0,13212.0,1325.0,3708.0,25787.0,5517.0,0.0,0.0,5.0,0.0,536.0,756.0,1786.0,365.0
01097,325152.0,21956.0,29997.0,161747.0,53046.0,58406.0,7319.0,20953.0,124028.0,29513.0,8602.0,14637.0,9044.0,37719.0,23533.0,49804.0,5030.0,17259.0,112664.0,27729.0,34.0,48.0,789.0,0.0,2255.0,3646.0,10575.0,1784.0
01099,17572.0,1347.0,1312.0,7954.0,3136.0,3823.0,274.0,886.0,5322.0,1326.0,453.0,1073.0,426.0,2632.0,1810.0,3370.0,213.0,532.0,4142.0,1258.0,0.0,0.0,0.0,0.0,61.0,354.0,1180.0,68.0
01101,179061.0,13410.0,18115.0,90781.0,27369.0,29386.0,4050.0,13267.0,71057.0,16765.0,5546.0,9360.0,4848.0,19724.0,10604.0,23840.0,2950.0,10733.0,64134.0,16011.0,123.0,485.0,1271.0,31.0,977.0,2049.0,5652.0,723.0
01103,95186.0,5922.0,7287.0,47976.0,15669.0,18332.0,2436.0,5684.0,37669.0,8618.0,2788.0,3486.0,1603.0,10307.0,7051.0,15544.0,1740.0,4624.0,34192.0,8265.0,0.0,0.0,39.0,0.0,696.0,1060.0,3438.0,353.0
01105,8053.0,902.0,1036.0,3066.0,1287.0,1762.0,80.0,672.0,1608.0,612.0,255.0,822.0,364.0,1458.0,675.0,1507.0,67.0,484.0,1498.0,609.0,0.0,0.0,0.0,0.0,13.0,188.0,110.0,3.0
01107,16113.0,992.0,1282.0,7546.0,2769.0,3524.0,226.0,873.0,5127.0,1229.0,329.0,766.0,409.0,2419.0,1540.0,3195.0,118.0,732.0,4367.0,1166.0,0.0,0.0,0.0,0.0,108.0,141.0,760.0,63.0
01109,27455.0,2569.0,5380.0,11278.0,3669.0,4559.0,811.0,3594.0,9032.0,1976.0,708.0,1758.0,1786.0,2246.0,1693.0,3851.0,563.0,3153.0,8167.0,1892.0,0.0,0.0,21.0,0.0,248.0,441.0,844.0,84.0
01111,18124.0,1137.0,1438.0,8084.0,3187.0,4278.0,339.0,1085.0,6307.0,1431.0,459.0,798.0,353.0,1777.0,1756.0,3819.0,222.0,867.0,5729.0,1365.0,0.0,0.0,0.0,0.0,117.0,218.0,578.0,66.0
01113,45173.0,2955.0,4046.0,24155.0,6770.0,7247.0,854.0,3061.0,18748.0,3351.0,1174.0,2101.0,985.0,5407.0,3419.0,6073.0,560.0,2115.0,16062.0,3165.0,0.0,186.0,1212.0,11.0,294.0,760.0,1474.0,175.0
01115,68190.0,3817.0,5127.0,35510.0,11121.0,12615.0,1331.0,4068.0,27469.0,5709.0,1826.0,2486.0,1059.0,8041.0,5412.0,10789.0,991.0,3394.0,25510.0,5342.0,0.0,0.0,53.0,0.0,340.0,674.0,1906.0,367.0
01117,159063.0,10429.0,11508.0,86451.0,25458.0,25217.0,4103.0,8946.0,72591.0,16581.0,5153.0,6326.0,2562.0,13860.0,8877.0,20064.0,3244.0,7797.0,69542.0,15828.0,0.0,8.0,161.0,0.0,859.0,1141.0,2888.0,753.0
01119,10958.0,1018.0,1812.0,4168.0,1851.0,2109.0,448.0,952.0,2814.0,918.0,185.0,570.0,860.0,1354.0,933.0,1924.0,264.0,720.0,2438.0,809.0,0.0,0.0,7.0,0.0,184.0,232.0,369.0,109.0
01121,65264.0,3856.0,5294.0,32135.0,11268.0,12711.0,996.0,3919.0,23049.0,5556.0,1994.0,2860.0,1375.0,9086.0,5712.0,10717.0,591.0,2650.0,20251.0,5218.0,0.0,0.0,12.0,0.0,405.0,1269.0,2786.0,338.0
01123,33154.0,1823.0,2423.0,15020.0,6109.0,7779.0,590.0,1768.0,10731.0,3257.0,1062.0,1233.0,655.0,4289.0,2852.0,6717.0,196.0,1543.0,9931.0,3164.0,0.0,0.0,0.0,0.0,394.0,225.0,800.0,93.0
01125,162778.0,14767.0,27051.0,75241.0,22772.0,22947.0,3223.0,17092.0,58289.0,12786.0,3555.0,11544.0,9959.0,16952.0,9986.0,19392.0,2321.0,14621.0,55040.0,12318.0,0.0,2.0,63.0,0.0,902.0,2469.0,3186.0,468.0
01127,52945.0,3054.0,4105.0,24842.0,9285.0,11659.0,1062.0,3124.0,17394.0,4218.0,1344.0,1992.0,981.0,7448.0,5067.0,10315.0,759.0,2229.0,15686.0,4078.0,0.0,0.0,10.0,0.0,303.0,895.0,1698.0,140.0
01129,13538.0,1088.0,942.0,6342.0,2463.0,2703.0,326.0,608.0,4927.0,959.0,249.0,762.0,334.0,1415.0,1504.0,2454.0,155.0,349.0,4025.0,918.0,0.0,0.0,1.0,0.0,171.0,259.0,901.0,41.0
01131,8851.0,767.0,685.0,3884.0,1591.0,1924.0,123.0,337.0,2143.0,722.0,287.0,644.0,348.0,1741.0,869.0,1637.0,93.0,143.0,1694.0,647.0,0.0,0.0,19.0,11.0,30.0,194.0,430.0,64.0
01133,19645.0,1088.0,1306.0,9075.0,3484.0,4692.0,334.0,757.0,6463.0,1636.0,653.0,754.0,549.0,2612.0,1848.0,4039.0,277.0,670.0,5812.0,1510.0,0.0,0.0,0.0,0.0,57.0,87.0,651.0,126.0
02013,2940.0,107.0,313.0,1840.0,487.0,193.0,60.0,293.0,1701.0,448.0,96.0,47.0,20.0,139.0,39.0,97.0,55.0,269.0,1658.0,441.0,0.0,4.0,1.0,0.0,5.0,20.0,42.0,7.0
02016,4730.0,350.0,472.0,2846.0,762.0,300.0,110.0,412.0,2603.0,616.0,195.0,240.0,60.0,243.0,146.0,105.0,101.0,386.0,2508.0,597.0,6.0,18.0,34.0,8.0,3.0,8.0,61.0,11.0
02020,231795.0,15676.0,26819.0,128886.0,34931.0,25483.0,7364.0,22653.0,110299.0,25179.0,6149.0,8312.0,4166.0,18587.0,9752.0,19334.0,5662.0,17823.0,98980.0,24080.0,438.0,2999.0,4913.0,0.0,1264.0,1831.0,6406.0,1099.0
02050,12044.0,1165.0,1435.0,6666.0,1627.0,1151.0,262.0,955.0,5015.0,1125.0,214.0,903.0,480.0,1651.0,502.0,937.0,214.0,638.0,4153.0,1013.0,0.0,4.0,0.0,0.0,48.0,313.0,862.0,112.0
02060,766.0,55.0,62.0,436.0,144.0,69.0,17.0,52.0,382.0,102.0,29.0,38.0,10.0,54.0,42.0,40.0,17.0,41.0,356.0,101.0,0.0,6.0,4.0,0.0,0.0,5.0,22.0,1.0
02068,1678.0,85.0,210.0,961.0,279.0,143.0,41.0,200.0,847.0,170.0,42.0,44.0,10.0,114.0,109.0,101.0,29.0,185.0,784.0,170.0,7.0,15.0,39.0,0.0,5.0,0.0,24.0,0.0
02070,3569.0,320.0,420.0,1806.0,636.0,387.0,60.0,291.0,1252.0,421.0,94.0,260.0,129.0,554.0,215.0,293.0,52.0,226.0,1089.0,393.0,0.0,0.0,0.0,0.0,8.0,65.0,163.0,28.0
02090,77480.0,5361.0,11382.0,42024.0,11191.0,7522.0,2596.0,9684.0,35452.0,7247.0,1753.0,2765.0,1698.0,6572.0,3944.0,5769.0,1712.0,6545.0,30062.0,6725.0,304.0,2365.0,3358.0,17.0,580.0,774.0,2032.0,505.0
02100,2200.0,140.0,126.0,996.0,515.0,423.0,89.0,124.0,780.0,359.0,164.0,51.0,2.0,216.0,156.0,259.0,88.0,124.0,766.0,328.0,0.0,0.0,0.0,0.0,1.0,0.0,14.0,31.0
02105,1785.0,80.0,90.0,840.0,480.0,295.0,38.0,76.0,733.0,341.0,65.0,42.0,14.0,107.0,139.0,230.0,25.0,58.0,635.0,303.0,0.0,0.0,3.0,0.0,13.0,18.0,95.0,38.0
02110,26087.0,1749.0,2069.0,14366.0,4742.0,3161.0,776.0,1588.0,12352.0,3443.0,797.0,973.0,481.0,2014.0,1299.0,2364.0,660.0,1354.0,11743.0,3308.0,0.0,16.0,122.0,0.0,116.0,218.0,487.0,135.0
02122,45542.0,2931.0,3574.0,21940.0,9446.0,7651.0,1361.0,2840.0,16914.0,5785.0,1527.0,1570.0,734.0,5026.0,3661.0,6124.0,1047.0,2442.0,15417.0,5350.0,0.0,58.0,79.0,0.0,314.0,340.0,1418.0,435.0
02130,10880.0,670.0,890.0,5609.0,2130.0,1581.0,204.0,656.0,4669.0,1540.0,374.0,466.0,234.0,940.0,590.0,1207.0,167.0,461.0,4221.0,1461.0,5.0,71.0,140.0,0.0,32.0,124.0,308.0,79.0
02150,10549.0,880.0,1133.0,5751.0,1683.0,1102.0,474.0,1034.0,4960.0,1297.0,380.0,406.0,99.0,791.0,386.0,722.0,382.0,800.0,4218.0,1257.0,18.0,168.0,457.0,0.0,74.0,66.0,285.0,40.0
02158,5050.0,611.0,741.0,2685.0,597.0,416.0,109.0,460.0,1919.0,360.0,56.0,502.0,281.0,766.0,237.0,360.0,59.0,274.0,1383.0,298.0,0.0,6.0,4.0,0.0,50.0,180.0,532.0,62.0
02164,1080.0,100.0,122.0,573.0,191.0,94.0,29.0,88.0,459.0,133.0,19.0,71.0,34.0,114.0,58.0,75.0,24.0,69.0,424.0,121.0,0.0,0.0,0.0,0.0,5.0,19.0,35.0,12.0
02170,72382.0,5407.0,6281.0,39541.0,12408.0,8745.0,1865.0,4882.0,29908.0,7251.0,1824.0,3542.0,1399.0,9633.0,5157.0,6921.0,1351.0,3692.0,27337.0,6760.0,0.0,65.0,377.0,7.0,514.0,1125.0,2194.0,484.0
02180,6840.0,641.0,808.0,3699.0,985.0,707.0,200.0,599.0,2820.0,607.0,193.0,441.0,209.0,879.0,378.0,514.0,142.0,414.0,2403.0,516.0,0.0,32.0,8.0,4.0,58.0,153.0,409.0,87.0
02185,7491.0,468.0,740.0,4487.0,1340.0,456.0,210.0,631.0,3978.0,1119.0,193.0,258.0,109.0,509.0,221.0,263.0,122.0,519.0,3593.0,1083.0,13.0,30.0,22.0,0.0,75.0,82.0,363.0,36.0
02188,5247.0,485.0,737.0,2828.0,680.0,517.0,137.0,504.0,2152.0,439.0,88.0,348.0,233.0,676.0,241.0,429.0,77.0,352.0,1702.0,380.0,0.0,0.0,0.0,0.0,60.0,152.0,450.0,59.0
02195,2565.0,206.0,187.0,1262.0,515.0,395.0,125.0,167.0,1092.0,381.0,69.0,81.0,20.0,170.0,134.0,326.0,70.0,138.0,1020.0,369.0,0.0,5.0,12.0,0.0,55.0,24.0,60.0,12.0
02198,4993.0,337.0,356.0,2540.0,1057.0,703.0,145.0,310.0,1905.0,715.0,205.0,192.0,46.0,635.0,342.0,498.0,113.0,239.0,1626.0,638.0,0.0,0.0,7.0,0.0,32.0,71.0,272.0,77.0
02220,7156.0,495.0,488.0,3721.0,1333.0,1119.0,154.0,421.0,3258.0,885.0,309.0,341.0,67.0,463.0,448.0,810.0,123.0,399.0,3065.0,875.0,0.0,6.0,75.0,1.0,31.0,16.0,118.0,9.0
02230,862.0,16.0,54.0,494.0,213.0,85.0,9.0,46.0,453.0,183.0,42.0,7.0,8.0,41.0,30.0,43.0,6.0,39.0,422.0,169.0,0.0,0.0,0.0,0.0,3.0,7.0,31.0,14.0
02240,5292.0,431.0,411.0,2723.0,968.0,759.0,160.0,308.0,2189.0,627.0,235.0,271.0,103.0,534.0,341.0,524.0,137.0,250.0,1841.0,589.0,5.0,36.0,126.0,0.0,18.0,22.0,222.0,38.0
02261,7444.0,384.0,736.0,3861.0,1526.0,937.0,165.0,516.0,3162.0,1029.0,223.0,219.0,220.0,699.0,497.0,714.0,140.0,383.0,2672.0,997.0,2.0,15.0,134.0,0.0,23.0,118.0,356.0,32.0
02275,2033.0,115.0,100.0,801.0,501.0,516.0,49.0,84.0,668.0,351.0,24.0,66.0,16.0,133.0,150.0,492.0,34.0,73.0,611.0,348.0,0.0,0.0,0.0,0.0,15.0,11.0,57.0,3.0
02282,509.0,32.0,39.0,268.0,101.0,69.0,13.0,37.0,238.0,80.0,39.0,19.0,2.0,30.0,21.0,30.0,11.0,30.0,217.0,78.0,0.0,0.0,0.0,0.0,2.0,7.0,21.0,2.0
02290,4223.0,309.0,371.0,2018.0,798.0,727.0,96.0,278.0,1521.0,500.0,158.0,213.0,93.0,497.0,298.0,569.0,62.0,179.0,1238.0,456.0,1.0,5.0,9.0,0.0,33.0,94.0,274.0,44.0
04001,53129.0,4963.0,4972.0,25544.0,8343.0,9307.0,853.0,2098.0,14786.0,3705.0,965.0,4110.0,2874.0,10758.0,4638.0,8342.0,462.0,1380.0,12092.0,3462.0,0.0,0.0,3.0,0.0,391.0,718.0,2691.0,243.0
04003,103453.0,6727.0,8177.0,46601.0,17304.0,24644.0,3062.0,6164.0,30831.0,9228.0,3103.0,3665.0,2013.0,15770.0,8076.0,21541.0,1644.0,4248.0,26465.0,8466.0,837.0,1377.0,2210.0,0.0,581.0,539.0,2156.0,762.0
04005,110047.0,13056.0,17429.0,49353.0,16034.0,14175.0,5062.0,12621.0,40081.0,10446.0,2987.0,7994.0,4808.0,9272.0,5588.0,11188.0,3462.0,11272.0,37337.0,9887.0,1.0,20.0,67.0,26.0,1599.0,1329.0,2677.0,533.0
04007,43427.0,2183.0,2847.0,16193.0,8614.0,13590.0,865.0,2134.0,11614.0,4264.0,1730.0,1318.0,713.0,4579.0,4350.0,11860.0,644.0,1644.0,10005.0,4035.0,0.0,0.0,0.0,0.0,221.0,490.0,1609.0,229.0
04009,28204.0,2330.0,3088.0,14425.0,3860.0,4501.0,666.0,1814.0,8740.0,2139.0,560.0,1664.0,1274.0,5685.0,1721.0,3941.0,545.0,1195.0,7630.0,2024.0,0.0,0.0,6.0,0.0,121.0,619.0,1104.0,115.0
04011,6734.0,561.0,525.0,3551.0,1056.0,1041.0,158.0,381.0,2517.0,581.0,81.0,403.0,144.0,1034.0,475.0,960.0,116.0,350.0,2239.0,560.0,0.0,0.0,0.0,0.0,42.0,31.0,278.0,21.0
04012,17244.0,868.0,868.0,5399.0,2957.0,7152.0,376.0,694.0,3942.0,1441.0,736.0,492.0,174.0,1457.0,1516.0,6416.0,264.0,625.0,3448.0,1321.0,0.0,0.0,0.0,0.0,112.0,69.0,494.0,120.0
04013,3115673.0,220286.0,283042.0,1632162.0,441729.0,538454.0,82397.0,211083.0,1319087.0,280764.0,84163.0,137889.0,71959.0,313075.0,160965.0,454291.0,62507.0,184719.0,1231987.0,262757.0,163.0,1023.0,2804.0,5.0,19727.0,25341.0,84296.0,18002.0
04015,169445.0,8856.0,10091.0,65555.0,32314.0,52629.0,3744.0,7181.0,45539.0,15416.0,5198.0,5112.0,2910.0,20016.0,16898.0,47431.0,2826.0,5756.0,39819.0,13797.0,0.0,13.0,15.0,0.0,918.0,1412.0,5705.0,1619.0
04017,80446.0,6297.0,6989.0,37259.0,13584.0,16317.0,1805.0,4322.0,24970.0,6867.0,1882.0,4492.0,2667.0,12289.0,6717.0,14435.0,894.0,2615.0,20359.0,6306.0,0.0,8.0,0.0,0.0,911.0,1699.0,4611.0,561.0
