geoid,total_16plus,total_16to19,total_20to24,total_25to54,total_55to64,total_65plus,inLaborForce_16to19,inLaborForce_20to24,inLaborForce_25to54,inLaborForce_55to64,inLaborForce_65plus,outLaborForce_16to19,outLaborForce_20to24,outLaborForce_25to54,outLaborForce_55to64,outLaborForce_65plus,Employed_16to19,Employed_20to24,Employed_25to54,Employed_55to64,EmployedMilitary_16to19,EmployedMilitary_20to24,EmployedMilitary_25to54,EmployedMilitary_55to64,Unemployed_16to19,Unemployed_20to24,Unemployed_25to54,Unemployed_55to64
18099,36265.0,2610.0,2772.0,17296.0,6203.0,7384.0,1263.0,2340.0,14358.0,4297.0,1145.0,1347.0,432.0,2938.0,1906.0,6239.0,1014.0,1950.0,13350.0,4050.0,0.0,0.0,0.0,0.0,249.0,390.0,1008.0,247.0
18101,8164.0,501.0,532.0,3879.0,1549.0,1703.0,246.0,364.0,3227.0,885.0,345.0,255.0,168.0,652.0,664.0,1358.0,185.0,326.0,3015.0,861.0,18.0,15.0,11.0,0.0,43.0,23.0,201.0,24.0
18103,29251.0,1934.0,2402.0,14581.0,4800.0,5534.0,643.0,1512.0,10540.0,2867.0,771.0,1291.0,890.0,4041.0,1933.0,4763.0,446.0,1243.0,9585.0,2757.0,0.0,6.0,51.0,0.0,197.0,263.0,904.0,110.0
18105,121950.0,13941.0,28593.0,49533.0,14263.0,15620.0,4301.0,16573.0,40916.0,9840.0,3459.0,9640.0,12020.0,8617.0,4423.0,12161.0,3300.0,15012.0,38646.0,9565.0,0.0,0.0,33.0,0.0,1001.0,1561.0,2237.0,275.0
18107,30222.0,2042.0,2715.0,14211.0,4985.0,6269.0,844.0,1961.0,11545.0,3487.0,962.0,1198.0,754.0,2666.0,1498.0,5307.0,600.0,1714.0,10864.0,3380.0,0.0,0.0,0.0,0.0,244.0,247.0,681.0,107.0
18109,54971.0,3837.0,4008.0,27385.0,9690.0,10051.0,1819.0,3199.0,22575.0,6036.0,1744.0,2018.0,809.0,4810.0,3654.0,8307.0,1521.0,2772.0,20957.0,5850.0,0.0,7.0,66.0,0.0,298.0,420.0,1552.0,186.0
18111,11331.0,711.0,777.0,5296.0,2124.0,2423.0,254.0,543.0,4291.0,1310.0,352.0,457.0,234.0,1005.0,814.0,2071.0,201.0,450.0,3970.0,1183.0,0.0,0.0,0.0,0.0,53.0,93.0,321.0,127.0
18113,36863.0,2697.0,2900.0,18331.0,6319.0,6616.0,1463.0,2206.0,15375.0,3926.0,1004.0,1234.0,694.0,2956.0,2393.0,5612.0,1014.0,1839.0,14242.0,3740.0,0.0,0.0,81.0,0.0,449.0,367.0,1052.0,186.0
18115,4972.0,315.0,260.0,2331.0,927.0,1139.0,143.0,252.0,1986.0,615.0,156.0,172.0,8.0,345.0,312.0,983.0,140.0,200.0,1861.0,589.0,0.0,0.0,0.0,0.0,3.0,52.0,125.0,26.0
18117,15658.0,1136.0,1085.0,7288.0,2773.0,3376.0,483.0,808.0,5650.0,1603.0,394.0,653.0,277.0,1638.0,1170.0,2982.0,427.0,742.0,5238.0,1540.0,0.0,0.0,0.0,0.0,56.0,66.0,412.0,63.0
18119,17109.0,1051.0,1126.0,8131.0,3287.0,3514.0,432.0,797.0,6444.0,1863.0,543.0,619.0,329.0,1687.0,1424.0,2971.0,324.0,701.0,5982.0,1746.0,0.0,0.0,0.0,0.0,108.0,96.0,462.0,117.0
18121,13844.0,753.0,1025.0,6777.0,2408.0,2881.0,326.0,644.0,4457.0,1489.0,387.0,427.0,381.0,2320.0,919.0,2494.0,294.0,491.0,4166.0,1392.0,0.0,0.0,0.0,0.0,32.0,153.0,291.0,97.0
18123,15795.0,828.0,1310.0,7782.0,2699.0,3176.0,407.0,1007.0,5483.0,1592.0,412.0,421.0,303.0,2299.0,1107.0,2764.0,332.0,901.0,5227.0,1543.0,0.0,0.0,0.0,0.0,75.0,106.0,256.0,49.0
18125,10171.0,531.0,663.0,4760.0,1887.0,2330.0,277.0,492.0,3986.0,1178.0,296.0,254.0,171.0,774.0,709.0,2034.0,235.0,421.0,3818.0,1132.0,11.0,0.0,0.0,0.0,31.0,71.0,168.0,46.0
18127,132709.0,9163.0,11257.0,65953.0,23249.0,23087.0,3079.0,8044.0,54172.0,15379.0,3697.0,6084.0,3213.0,11781.0,7870.0,19390.0,2331.0,6829.0,50826.0,14619.0,0.0,0.0,31.0,0.0,748.0,1215.0,3315.0,760.0
18129,20495.0,1332.0,1530.0,9672.0,3936.0,4025.0,481.0,1219.0,8157.0,2418.0,520.0,851.0,311.0,1515.0,1518.0,3505.0,416.0,1119.0,7727.0,2347.0,0.0,0.0,20.0,0.0,65.0,100.0,410.0,71.0
18131,10470.0,748.0,691.0,4839.0,1866.0,2326.0,261.0,524.0,3893.0,1230.0,362.0,487.0,167.0,946.0,636.0,1964.0,238.0,433.0,3647.0,1194.0,0.0,0.0,0.0,0.0,23.0,91.0,246.0,36.0
18133,30999.0,2599.0,3695.0,14478.0,4715.0,5512.0,1031.0,1863.0,10375.0,2682.0,788.0,1568.0,1832.0,4103.0,2033.0,4724.0,769.0,1726.0,9659.0,2628.0,0.0,2.0,0.0,0.0,262.0,135.0,716.0,54.0
18135,20273.0,1340.0,1350.0,9490.0,3454.0,4639.0,507.0,1079.0,7832.0,2329.0,528.0,833.0,271.0,1658.0,1125.0,4111.0,412.0,887.0,7267.0,2247.0,0.0,5.0,0.0,0.0,95.0,187.0,565.0,82.0
18137,22521.0,1569.0,1631.0,10883.0,3714.0,4724.0,782.0,1345.0,8992.0,2301.0,719.0,787.0,286.0,1891.0,1413.0,4005.0,573.0,1153.0,8507.0,2166.0,0.0,0.0,4.0,0.0,209.0,192.0,481.0,135.0
18139,13484.0,843.0,971.0,6385.0,2323.0,2962.0,353.0,756.0,5341.0,1470.0,447.0,490.0,215.0,1044.0,853.0,2515.0,316.0,591.0,5042.0,1391.0,0.0,0.0,0.0,0.0,37.0,165.0,299.0,79.0
18141,209921.0,16377.0,20690.0,101196.0,34134.0,37524.0,6135.0,14651.0,84334.0,23259.0,6369.0,10242.0,6039.0,16862.0,10875.0,31155.0,4803.0,12495.0,77728.0,22092.0,3.0,0.0,109.0,0.0,1329.0,2156.0,6497.0,1167.0
18143,18886.0,1184.0,1448.0,9403.0,3181.0,3670.0,359.0,1204.0,7491.0,1589.0,369.0,825.0,244.0,1912.0,1592.0,3301.0,297.0,922.0,6724.0,1491.0,0.0,0.0,0.0,0.0,62.0,282.0,767.0,98.0
18145,35215.0,2257.0,2502.0,17672.0,6045.0,6739.0,941.0,1962.0,14857.0,4323.0,1285.0,1316.0,540.0,2815.0,1722.0,5454.0,700.0,1687.0,13588.0,4172.0,0.0,0.0,61.0,0.0,241.0,275.0,1208.0,151.0
18147,16640.0,1134.0,1035.0,7872.0,3015.0,3584.0,448.0,890.0,6591.0,1989.0,744.0,686.0,145.0,1281.0,1026.0,2840.0,336.0,748.0,6321.0,1928.0,0.0,0.0,0.0,0.0,112.0,142.0,270.0,61.0
18149,18411.0,1255.0,1356.0,8575.0,3446.0,3779.0,423.0,1117.0,6685.0,2028.0,580.0,832.0,239.0,1890.0,1418.0,3199.0,269.0,943.0,5959.0,1865.0,0.0,0.0,5.0,0.0,154.0,174.0,721.0,163.0
18151,27901.0,2286.0,2474.0,12425.0,5025.0,5691.0,976.0,1904.0,10492.0,3369.0,861.0,1310.0,570.0,1933.0,1656.0,4830.0,791.0,1701.0,9785.0,3261.0,0.0,0.0,11.0,0.0,185.0,203.0,696.0,108.0
18153,17363.0,971.0,1368.0,8864.0,2798.0,3362.0,377.0,870.0,5629.0,1478.0,447.0,594.0,498.0,3235.0,1320.0,2915.0,311.0,755.0,5273.0,1446.0,0.0,0.0,0.0,0.0,66.0,115.0,356.0,32.0
18155,8178.0,585.0,538.0,4052.0,1359.0,1644.0,184.0,459.0,3088.0,798.0,243.0,401.0,79.0,964.0,561.0,1401.0,104.0,409.0,2834.0,727.0,0.0,0.0,0.0,0.0,80.0,50.0,254.0,71.0
18157,147529.0,15211.0,32991.0,63759.0,17433.0,18135.0,5187.0,19380.0,53151.0,11921.0,3160.0,10024.0,13611.0,10608.0,5512.0,14975.0,4265.0,17561.0,50244.0,11532.0,0.0,0.0,92.0,14.0,922.0,1819.0,2815.0,375.0
18159,12630.0,821.0,828.0,5762.0,2263.0,2956.0,361.0,622.0,4807.0,1487.0,397.0,460.0,206.0,955.0,776.0,2559.0,317.0,592.0,4553.0,1356.0,0.0,5.0,0.0,0.0,44.0,25.0,254.0,131.0
18161,5843.0,484.0,396.0,2755.0,1016.0,1192.0,241.0,296.0,2314.0,653.0,164.0,243.0,100.0,441.0,363.0,1028.0,205.0,243.0,2125.0,647.0,0.0,0.0,0.0,0.0,36.0,53.0,189.0,6.0
18163,145391.0,9315.0,14343.0,70494.0,24132.0,27107.0,3501.0,10638.0,57491.0,15783.0,4353.0,5814.0,3705.0,13003.0,8349.0,22754.0,2853.0,9770.0,54067.0,15144.0,0.0,0.0,33.0,0.0,648.0,868.0,3391.0,639.0
18165,12761.0,788.0,876.0,5861.0,2353.0,2883.0,355.0,503.0,4718.0,1260.0,326.0,433.0,373.0,1143.0,1093.0,2557.0,315.0,455.0,4424.0,1178.0,11.0,0.0,0.0,0.0,29.0,48.0,294.0,82.0
18167,88246.0,7291.0,11574.0,40707.0,13322.0,15352.0,3038.0,8060.0,30395.0,8182.0,2343.0,4253.0,3514.0,10312.0,5140.0,13009.0,2249.0,7066.0,28030.0,7780.0,0.0,0.0,80.0,0.0,789.0,994.0,2285.0,402.0
18169,26320.0,2108.0,2151.0,11429.0,4436.0,6196.0,864.0,1614.0,9560.0,3115.0,875.0,1244.0,537.0,1869.0,1321.0,5321.0,650.0,1378.0,8990.0,3018.0,0.0,0.0,7.0,0.0,214.0,236.0,563.0,97.0
18171,6755.0,390.0,432.0,3174.0,1199.0,1560.0,162.0,287.0,2710.0,853.0,255.0,228.0,145.0,464.0,346.0,1305.0,152.0,244.0,2563.0,827.0,0.0,0.0,0.0,0.0,10.0,43.0,147.0,26.0
18173,47422.0,2937.0,2993.0,23711.0,8380.0,9401.0,1190.0,2418.0,20626.0,5768.0,1529.0,1747.0,575.0,3085.0,2612.0,7872.0,1054.0,2155.0,19675.0,5550.0,0.0,0.0,34.0,0.0,136.0,263.0,917.0,218.0
18175,21949.0,1479.0,1562.0,10894.0,3838.0,4176.0,492.0,1188.0,8594.0,2117.0,731.0,987.0,374.0,2300.0,1721.0,3445.0,357.0,968.0,7879.0,1917.0,0.0,0.0,10.0,0.0,135.0,220.0,705.0,200.0
18177,54492.0,3909.0,4230.0,25335.0,9133.0,11885.0,1484.0,2898.0,19738.0,5428.0,1717.0,2425.0,1332.0,5597.0,3705.0,10168.0,1054.0,2420.0,18143.0,5161.0,0.0,0.0,25.0,0.0,430.0,478.0,1570.0,267.0
18179,21841.0,1536.0,1559.0,10226.0,3814.0,4706.0,708.0,1272.0,8850.0,2613.0,712.0,828.0,287.0,1376.0,1201.0,3994.0,563.0,1215.0,8472.0,2559.0,0.0,16.0,50.0,0.0,145.0,41.0,328.0,54.0
18181,19267.0,1179.0,1296.0,8769.0,3620.0,4403.0,484.0,1085.0,7405.0,2322.0,862.0,695.0,211.0,1364.0,1298.0,3541.0,385.0,934.0,7047.0,2234.0,0.0,0.0,0.0,0.0,99.0,151.0,358.0,88.0
18183,26420.0,1747.0,1855.0,12752.0,4862.0,5204.0,817.0,1702.0,10975.0,3077.0,856.0,930.0,153.0,1777.0,1785.0,4348.0,593.0,1604.0,10541.0,2933.0,0.0,0.0,0.0,0.0,224.0,98.0,434.0,144.0
19001,6039.0,363.0,339.0,2611.0,1054.0,1672.0,195.0,302.0,2334.0,784.0,285.0,168.0,37.0,277.0,270.0,1387.0,173.0,290.0,2273.0,767.0,0.0,0.0,0.0,0.0,22.0,12.0,61.0,17.0
19003,3164.0,136.0,220.0,1386.0,565.0,857.0,55.0,176.0,1246.0,431.0,151.0,81.0,44.0,140.0,134.0,706.0,48.0,175.0,1198.0,426.0,0.0,0.0,0.0,0.0,7.0,1.0,48.0,5.0
19005,11245.0,631.0,686.0,4868.0,2138.0,2922.0,384.0,627.0,4294.0,1505.0,534.0,247.0,59.0,574.0,633.0,2388.0,325.0,606.0,4061.0,1412.0,0.0,0.0,0.0,0.0,59.0,21.0,233.0,93.0
19007,10149.0,501.0,644.0,4440.0,1890.0,2674.0,287.0,548.0,3585.0,1371.0,421.0,214.0,96.0,855.0,519.0,2253.0,281.0,445.0,3374.0,1317.0,0.0,0.0,4.0,0.0,6.0,103.0,207.0,54.0
19009,4828.0,320.0,257.0,1973.0,876.0,1402.0,226.0,237.0,1702.0,643.0,287.0,94.0,20.0,271.0,233.0,1115.0,201.0,234.0,1648.0,638.0,0.0,0.0,8.0,0.0,25.0,3.0,46.0,5.0
19011,20089.0,1326.0,1293.0,9810.0,3435.0,4225.0,702.0,1120.0,8655.0,2427.0,826.0,624.0,173.0,1155.0,1008.0,3399.0,568.0,956.0,8410.0,2364.0,0.0,0.0,0.0,0.0,134.0,164.0,245.0,63.0
19013,106859.0,8060.0,15762.0,47144.0,16682.0,19211.0,4166.0,13110.0,40787.0,10898.0,2979.0,3894.0,2652.0,6357.0,5784.0,16232.0,3257.0,11862.0,38631.0,10552.0,0.0,0.0,26.0,0.0,909.0,1248.0,2130.0,346.0
19015,21311.0,1552.0,1442.0,10015.0,3870.0,4432.0,761.0,1204.0,8557.0,2838.0,744.0,791.0,238.0,1458.0,1032.0,3688.0,630.0,1044.0,8231.0,2757.0,23.0,0.0,15.0,0.0,108.0,160.0,311.0,81.0
19017,19846.0,1766.0,1969.0,8595.0,3088.0,4428.0,932.0,1639.0,7696.0,2386.0,712.0,834.0,330.0,899.0,702.0,3716.0,839.0,1470.0,7460.0,2365.0,0.0,0.0,0.0,0.0,93.0,169.0,236.0,21.0
19019,15992.0,1019.0,1029.0,7810.0,2722.0,3412.0,460.0,965.0,6852.0,1959.0,561.0,559.0,64.0,958.0,763.0,2851.0,354.0,869.0,6688.0,1921.0,0.0,0.0,1.0,0.0,106.0,96.0,163.0,38.0
19021,15861.0,1299.0,1616.0,7361.0,2591.0,2994.0,692.0,1428.0,6316.0,2032.0,674.0,607.0,188.0,1045.0,559.0,2320.0,621.0,1342.0,6126.0,1982.0,4.0,0.0,0.0,0.0,67.0,86.0,190.0,50.0
19023,11807.0,667.0,680.0,5213.0,2162.0,3085.0,322.0,631.0,4720.0,1535.0,535.0,345.0,49.0,493.0,627.0,2550.0,260.0,596.0,4543.0,1495.0,0.0,0.0,17.0,0.0,62.0,35.0,160.0,40.0
19025,8105.0,445.0,560.0,3350.0,1515.0,2235.0,245.0,434.0,2665.0,1140.0,332.0,200.0,126.0,685.0,375.0,1903.0,191.0,401.0,2560.0,1134.0,0.0,0.0,12.0,0.0,54.0,33.0,93.0,6.0
19027,16132.0,988.0,1039.0,7350.0,2866.0,3889.0,649.0,953.0,6715.0,2155.0,638.0,339.0,86.0,635.0,711.0,3251.0,595.0,837.0,6522.0,2135.0,0.0,0.0,20.0,0.0,54.0,116.0,173.0,20.0
19029,10852.0,597.0,653.0,4740.0,1966.0,2896.0,324.0,565.0,3998.0,1461.0,584.0,273.0,88.0,742.0,505.0,2312.0,286.0,536.0,3865.0,1453.0,0.0,0.0,0.0,0.0,38.0,29.0,133.0,8.0
19031,14535.0,870.0,828.0,6903.0,2635.0,3299.0,362.0,719.0,6265.0,1900.0,833.0,508.0,109.0,638.0,735.0,2466.0,316.0,696.0,6088.0,1830.0,0.0,0.0,13.0,0.0,46.0,23.0,164.0,70.0
19033,35633.0,2191.0,2581.0,15856.0,6684.0,8321.0,1105.0,2168.0,14157.0,4769.0,1492.0,1086.0,413.0,1699.0,1915.0,6829.0,1017.0,2008.0,13501.0,4607.0,0.0,0.0,38.0,0.0,88.0,160.0,618.0,162.0
19035,9611.0,475.0,642.0,3994.0,1864.0,2636.0,252.0,555.0,3581.0,1437.0,429.0,223.0,87.0,413.0,427.0,2207.0,243.0,473.0,3469.0,1406.0,0.0,0.0,6.0,0.0,9.0,82.0,106.0,31.0
19037,9667.0,623.0,630.0,4241.0,1836.0,2337.0,379.0,601.0,3713.0,1363.0,332.0,244.0,29.0,528.0,473.0,2005.0,360.0,547.0,3575.0,1345.0,0.0,0.0,0.0,0.0,19.0,54.0,138.0,18.0
19039,7249.0,471.0,606.0,3259.0,1275.0,1638.0,260.0,517.0,2827.0,864.0,274.0,211.0,89.0,432.0,411.0,1364.0,233.0,490.0,2691.0,816.0,0.0,0.0,0.0,0.0,27.0,27.0,136.0,48.0
19041,13113.0,671.0,901.0,5955.0,2426.0,3160.0,421.0,807.0,5241.0,1873.0,529.0,250.0,94.0,714.0,553.0,2631.0,373.0,731.0,5084.0,1827.0,0.0,30.0,0.0,0.0,48.0,46.0,157.0,46.0
19043,14300.0,860.0,880.0,6120.0,2805.0,3635.0,485.0,765.0,5363.0,2131.0,651.0,375.0,115.0,757.0,674.0,2984.0,423.0,697.0,5171.0,2070.0,0.0,0.0,0.0,0.0,62.0,68.0,192.0,61.0
19045,38584.0,2430.0,2832.0,17938.0,6787.0,8597.0,1056.0,2286.0,15437.0,4516.0,1474.0,1374.0,546.0,2501.0,2271.0,7123.0,922.0,2125.0,14622.0,4428.0,0.0,0.0,24.0,0.0,134.0,161.0,791.0,88.0
19047,13220.0,1004.0,980.0,6147.0,2137.0,2952.0,494.0,842.0,5136.0,1573.0,566.0,510.0,138.0,1011.0,564.0,2386.0,461.0,751.0,4899.0,1529.0,0.0,0.0,7.0,0.0,33.0,91.0,230.0,44.0
19049,55653.0,3643.0,3156.0,33107.0,7633.0,8114.0,2003.0,2675.0,29669.0,5483.0,1707.0,1640.0,481.0,3438.0,2150.0,6407.0,1899.0,2569.0,28927.0,5356.0,0.0,0.0,61.0,0.0,104.0,106.0,681.0,127.0
19051,6441.0,430.0,463.0,2914.0,1118.0,1516.0,258.0,354.0,2266.0,748.0,363.0,172.0,109.0,648.0,370.0,1153.0,251.0,306.0,2188.0,719.0,0.0,0.0,0.0,0.0,7.0,48.0,78.0,29.0
19053,6706.0,730.0,933.0,2485.0,1051.0,1507.0,382.0,731.0,1926.0,655.0,265.0,348.0,202.0,559.0,396.0,1242.0,318.0,642.0,1804.0,634.0,0.0,0.0,3.0,0.0,64.0,89.0,119.0,21.0
19055,13839.0,1032.0,857.0,6370.0,2503.0,3077.0,602.0,665.0,5807.0,1987.0,737.0,430.0,192.0,563.0,516.0,2340.0,532.0,613.0,5688.0,1902.0,0.0,0.0,0.0,0.0,70.0,52.0,119.0,85.0
19057,31962.0,1878.0,2120.0,14845.0,5677.0,7442.0,936.0,1710.0,12328.0,3809.0,1310.0,942.0,410.0,2517.0,1868.0,6132.0,767.0,1534.0,11518.0,3709.0,0.0,0.0,23.0,0.0,169.0,176.0,787.0,100.0
19059,14077.0,655.0,775.0,5795.0,2848.0,4004.0,388.0,743.0,5337.0,2048.0,748.0,267.0,32.0,458.0,800.0,3256.0,356.0,666.0,5118.0,2016.0,0.0,0.0,15.0,0.0,32.0,77.0,204.0,32.0
19061,76221.0,5773.0,6734.0,35845.0,12741.0,15128.0,3240.0,5509.0,31854.0,9194.0,2590.0,2533.0,1225.0,3991.0,3547.0,12538.0,2825.0,5173.0,30623.0,9001.0,2.0,3.0,43.0,0.0,413.0,333.0,1188.0,193.0
19063,8002.0,704.0,608.0,3366.0,1422.0,1902.0,392.0,504.0,2964.0,1037.0,298.0,312.0,104.0,402.0,385.0,1604.0,348.0,466.0,2856.0,997.0,0.0,0.0,0.0,0.0,44.0,38.0,108.0,40.0
19065,16676.0,1242.0,1419.0,6958.0,2932.0,4125.0,755.0,1135.0,5920.0,2010.0,768.0,487.0,284.0,1038.0,922.0,3357.0,629.0,1036.0,5676.0,1951.0,0.0,0.0,0.0,0.0,126.0,99.0,244.0,59.0
19067,12779.0,820.0,841.0,5559.0,2252.0,3307.0,412.0,676.0,4813.0,1716.0,667.0,408.0,165.0,746.0,536.0,2640.0,386.0,634.0,4620.0,1695.0,0.0,0.0,0.0,0.0,26.0,42.0,193.0,21.0
19069,8360.0,500.0,523.0,3744.0,1551.0,2042.0,237.0,451.0,3117.0,1114.0,315.0,263.0,72.0,627.0,437.0,1727.0,217.0,406.0,2973.0,1103.0,0.0,0.0,0.0,0.0,20.0,45.0,144.0,11.0
19071,5729.0,331.0,339.0,2413.0,1160.0,1486.0,126.0,235.0,2084.0,833.0,319.0,205.0,104.0,329.0,327.0,1167.0,108.0,221.0,2027.0,816.0,0.0,0.0,0.0,0.0,18.0,14.0,57.0,17.0
19073,7293.0,418.0,463.0,3106.0,1374.0,1932.0,187.0,380.0,2747.0,960.0,446.0,231.0,83.0,359.0,414.0,1486.0,144.0,329.0,2609.0,938.0,0.0,6.0,0.0,0.0,43.0,45.0,138.0,22.0
19075,9768.0,614.0,577.0,4445.0,1722.0,2410.0,323.0,509.0,3988.0,1283.0,319.0,291.0,68.0,457.0,439.0,2091.0,235.0,474.0,3866.0,1270.0,0.0,0.0,10.0,0.0,88.0,35.0,112.0,13.0
19077,8610.0,504.0,456.0,3762.0,1630.0,2258.0,287.0,378.0,3309.0,1192.0,462.0,217.0,78.0,453.0,438.0,1796.0,252.0,355.0,3103.0,1144.0,0.0,0.0,14.0,0.0,35.0,23.0,192.0,48.0
19079,12198.0,765.0,716.0,5640.0,2133.0,2944.0,346.0,541.0,4918.0,1511.0,459.0,419.0,175.0,722.0,622.0,2485.0,330.0,499.0,4748.0,1455.0,0.0,0.0,0.0,0.0,16.0,42.0,170.0,56.0
19081,8853.0,553.0,447.0,3962.0,1692.0,2199.0,217.0,400.0,3445.0,1272.0,392.0,336.0,47.0,517.0,420.0,1807.0,203.0,397.0,3390.0,1260.0,0.0,0.0,0.0,0.0,14.0,3.0,55.0,12.0
19083,14105.0,1001.0,864.0,5988.0,2561.0,3691.0,439.0,674.0,5201.0,1863.0,548.0,562.0,190.0,787.0,698.0,3143.0,333.0,617.0,4988.0,1811.0,0.0,0.0,2.0,0.0,106.0,57.0,211.0,52.0
19085,11628.0,810.0,736.0,5295.0,2109.0,2678.0,388.0,599.0,4528.0,1614.0,504.0,422.0,137.0,767.0,495.0,2174.0,344.0,560.0,4375.0,1583.0,0.0,0.0,8.0,0.0,44.0,39.0,145.0,31.0
19087,16037.0,998.0,1303.0,7582.0,2719.0,3435.0,352.0,864.0,5893.0,1821.0,552.0,646.0,439.0,1689.0,898.0,2883.0,305.0,762.0,5606.0,1776.0,0.0,0.0,4.0,0.0,47.0,102.0,283.0,45.0
19089,7347.0,452.0,446.0,3326.0,1252.0,1871.0,328.0,346.0,2865.0,945.0,351.0,124.0,100.0,461.0,307.0,1520.0,308.0,331.0,2773.0,929.0,0.0,0.0,4.0,0.0,20.0,15.0,88.0,16.0
19091,7672.0,444.0,475.0,3397.0,1370.0,1986.0,241.0,423.0,2919.0,1008.0,301.0,203.0,52.0,478.0,362.0,1685.0,229.0,355.0,2770.0,998.0,0.0,0.0,4.0,0.0,12.0,68.0,145.0,10.0
19093,5634.0,346.0,299.0,2386.0,1089.0,1514.0,191.0,290.0,2133.0,825.0,277.0,155.0,9.0,253.0,264.0,1237.0,151.0,268.0,2078.0,815.0,0.0,0.0,0.0,0.0,40.0,22.0,55.0,10.0
19095,13043.0,908.0,767.0,6175.0,2290.0,2903.0,384.0,701.0,5550.0,1802.0,546.0,524.0,66.0,625.0,488.0,2357.0,360.0,686.0,5464.0,1783.0,0.0,0.0,0.0,0.0,24.0,15.0,86.0,19.0
19097,15833.0,1116.0,960.0,7089.0,2840.0,3828.0,498.0,787.0,6121.0,2072.0,655.0,618.0,173.0,968.0,768.0,3173.0,429.0,737.0,5891.0,2018.0,0.0,0.0,0.0,0.0,69.0,50.0,230.0,54.0
19099,29582.0,1776.0,2038.0,14236.0,5046.0,6486.0,895.0,1358.0,11580.0,3276.0,1135.0,881.0,680.0,2656.0,1770.0,5351.0,742.0,1199.0,11099.0,3086.0,0.0,0.0,14.0,0.0,153.0,159.0,467.0,190.0
19101,14564.0,756.0,1641.0,6e3,3168.0,2999.0,314.0,611.0,4586.0,2046.0,720.0,442.0,1030.0,1414.0,1122.0,2279.0,275.0,571.0,4196.0,2020.0,0.0,0.0,0.0,0.0,39.0,40.0,390.0,26.0
19103,114221.0,10476.0,22046.0,54001.0,14482.0,13216.0,4363.0,15835.0,47488.0,11018.0,3057.0,6113.0,6211.0,6513.0,3464.0,10159.0,3758.0,15008.0,46263.0,10787.0,0.0,0.0,80.0,0.0,605.0,827.0,1145.0,231.0
19105,16580.0,972.0,1034.0,7940.0,2921.0,3713.0,467.0,748.0,6306.0,2171.0,641.0,505.0,286.0,1634.0,750.0,3072.0,412.0,708.0,5941.0,2122.0,0.0,0.0,0.0,0.0,55.0,40.0,365.0,49.0
19107,8182.0,489.0,505.0,3628.0,1497.0,2063.0,255.0,403.0,3063.0,1e3,463.0,234.0,102.0,565.0,497.0,1600.0,187.0,337.0,2966.0,989.0,0.0,0.0,0.0,0.0,68.0,66.0,97.0,11.0
19109,12263.0,734.0,700.0,5100.0,2347.0,3382.0,385.0,599.0,4640.0,1762.0,573.0,349.0,101.0,460.0,585.0,2809.0,354.0,590.0,4548.0,1726.0,0.0,0.0,0.0,0.0,31.0,9.0,92.0,36.0
19111,28700.0,1780.0,2060.0,13153.0,5232.0,6475.0,1116.0,1654.0,10859.0,3433.0,958.0,664.0,406.0,2294.0,1799.0,5517.0,808.0,1354.0,10065.0,3262.0,0.0,30.0,9.0,0.0,308.0,270.0,785.0,171.0
19113,170386.0,11510.0,15436.0,86696.0,26510.0,30234.0,6239.0,13196.0,76475.0,18863.0,5135.0,5271.0,2240.0,10221.0,7647.0,25099.0,5361.0,12060.0,73326.0,18406.0,0.0,0.0,41.0,0.0,878.0,1136.0,3108.0,457.0
19115,8902.0,660.0,575.0,4336.0,1510.0,1821.0,347.0,443.0,3747.0,1012.0,346.0,313.0,132.0,589.0,498.0,1475.0,272.0,426.0,3596.0,979.0,0.0,0.0,0.0,0.0,75.0,17.0,151.0,33.0
19117,7048.0,527.0,416.0,2931.0,1298.0,1876.0,307.0,317.0,2535.0,881.0,347.0,220.0,99.0,396.0,417.0,1529.0,273.0,286.0,2373.0,863.0,0.0,0.0,12.0,0.0,34.0,31.0,150.0,18.0
19119,8754.0,573.0,570.0,4110.0,1530.0,1971.0,311.0,541.0,3674.0,1216.0,379.0,262.0,29.0,436.0,314.0,1592.0,268.0,518.0,3613.0,1203.0,0.0,0.0,7.0,0.0,43.0,23.0,54.0,13.0
19121,11966.0,760.0,626.0,6023.0,2114.0,2443.0,281.0,537.0,5307.0,1648.0,411.0,479.0,89.0,716.0,466.0,2032.0,253.0,458.0,5054.0,1563.0,0.0,0.0,5.0,0.0,28.0,79.0,248.0,85.0
19123,17574.0,1205.0,1395.0,8182.0,3011.0,3781.0,804.0,1200.0,6926.0,2099.0,784.0,401.0,195.0,1256.0,912.0,2997.0,596.0,992.0,6462.0,2069.0,0.0,0.0,6.0,0.0,208.0,208.0,458.0,30.0
19125,26076.0,2117.0,2360.0,12014.0,4203.0,5382.0,1148.0,2030.0,10681.0,2916.0,950.0,969.0,330.0,1333.0,1287.0,4432.0,997.0,1921.0,10329.0,2839.0,0.0,0.0,0.0,0.0,151.0,109.0,352.0,77.0
19127,31845.0,2071.0,2515.0,14794.0,5531.0,6934.0,1157.0,2123.0,12638.0,3832.0,980.0,914.0,392.0,2156.0,1699.0,5954.0,1007.0,1908.0,11841.0,3742.0,0.0,0.0,8.0,0.0,150.0,215.0,789.0,90.0
