geoid,nhwa_under18,nhwa_votingAge,aian_under18,aian_votingAge,asian_under18,asian_votingAge,black_under18,black_votingAge,hisp_under18,hisp_votingAge,multi_under18,multi_votingAge,nhpi_under18,nhpi_votingAge,sor_under18,sor_votingAge,white_under18,white_votingAge
13129,9929.0,33916.0,19.0,162.0,169.0,436.0,722.0,1807.0,3271.0,5016.0,325.0,375.0,0.0,18.0,560.0,853.0,12607.0,37836.0
13131,3074.0,11845.0,0.0,22.0,22.0,66.0,2057.0,5197.0,1126.0,1528.0,228.0,253.0,0.0,31.0,401.0,627.0,3690.0,12649.0
13133,1145.0,7989.0,0.0,7.0,67.0,49.0,1602.0,4333.0,361.0,651.0,77.0,75.0,0.0,0.0,263.0,191.0,1223.0,8444.0
13135,76954.0,277327.0,1182.0,2228.0,22737.0,71965.0,68072.0,149918.0,64171.0,110672.0,12518.0,11570.0,101.0,281.0,25190.0,44600.0,111967.0,336905.0
13137,6540.0,27419.0,0.0,95.0,220.0,736.0,313.0,1362.0,2477.0,3407.0,296.0,340.0,42.0,27.0,889.0,980.0,8306.0,29921.0
13139,23925.0,93168.0,44.0,407.0,776.0,2507.0,3931.0,10250.0,20511.0,30402.0,1791.0,1426.0,0.0,63.0,4438.0,6823.0,39510.0,115950.0
13141,202.0,1928.0,0.0,0.0,26.0,9.0,1237.0,5266.0,0.0,173.0,15.0,25.0,0.0,0.0,0.0,124.0,202.0,1977.0
13143,6081.0,19900.0,0.0,42.0,88.0,133.0,315.0,1087.0,189.0,188.0,318.0,173.0,0.0,0.0,164.0,135.0,6194.0,19916.0
13145,5502.0,19750.0,6.0,28.0,67.0,226.0,964.0,4380.0,309.0,726.0,539.0,695.0,0.0,0.0,8.0,133.0,5702.0,20028.0
13147,3652.0,15613.0,4.0,8.0,0.0,101.0,1369.0,3724.0,382.0,537.0,130.0,11.0,0.0,6.0,184.0,245.0,3836.0,15880.0
13149,2267.0,7596.0,0.0,6.0,2.0,2.0,199.0,943.0,76.0,195.0,250.0,96.0,0.0,0.0,0.0,3.0,2332.0,7784.0
13151,24439.0,80205.0,44.0,130.0,1626.0,4792.0,24800.0,58216.0,4927.0,8297.0,3722.0,2986.0,0.0,35.0,1228.0,2440.0,26755.0,84738.0
13153,19228.0,67040.0,130.0,216.0,892.0,3282.0,12875.0,30391.0,3511.0,6052.0,2385.0,2243.0,8.0,44.0,1239.0,3062.0,20810.0,69993.0
13155,1321.0,5099.0,0.0,0.0,0.0,8.0,680.0,1999.0,10.0,85.0,142.0,75.0,0.0,0.0,0.0,53.0,1321.0,5130.0
13157,12213.0,38555.0,0.0,143.0,348.0,770.0,1226.0,3208.0,1556.0,2570.0,597.0,357.0,0.0,25.0,154.0,279.0,13596.0,40717.0
13159,2218.0,7637.0,143.0,112.0,10.0,46.0,676.0,2215.0,212.0,329.0,205.0,61.0,0.0,0.0,13.0,69.0,2264.0,7779.0
13161,2573.0,8240.0,0.0,11.0,0.0,0.0,726.0,1713.0,748.0,909.0,192.0,71.0,0.0,0.0,404.0,473.0,2798.0,8602.0
13163,1361.0,5491.0,9.0,8.0,0.0,20.0,2415.0,6510.0,201.0,342.0,95.0,78.0,0.0,0.0,47.0,91.0,1418.0,5683.0
13165,968.0,4061.0,0.0,0.0,5.0,15.0,897.0,2095.0,223.0,471.0,173.0,25.0,0.0,0.0,41.0,82.0,1150.0,4439.0
13167,1104.0,4988.0,0.0,0.0,102.0,79.0,684.0,2700.0,26.0,13.0,39.0,59.0,0.0,0.0,0.0,2.0,1130.0,4999.0
13169,5010.0,15746.0,0.0,7.0,62.0,151.0,1871.0,5517.0,25.0,143.0,148.0,90.0,0.0,0.0,19.0,14.0,5010.0,15849.0
13171,2330.0,9379.0,0.0,40.0,28.0,89.0,1166.0,4368.0,157.0,247.0,276.0,270.0,0.0,0.0,3.0,16.0,2330.0,9528.0
13173,1660.0,5427.0,0.0,0.0,32.0,52.0,662.0,1913.0,203.0,347.0,74.0,33.0,0.0,0.0,95.0,7.0,1768.0,5767.0
13175,6122.0,22320.0,0.0,54.0,146.0,358.0,5079.0,12224.0,434.0,765.0,142.0,360.0,0.0,0.0,98.0,58.0,6420.0,22947.0
13177,5528.0,15749.0,7.0,11.0,206.0,465.0,1541.0,4219.0,229.0,479.0,328.0,237.0,0.0,0.0,73.0,138.0,5658.0,16063.0
13179,7106.0,20242.0,78.0,215.0,230.0,1195.0,7537.0,18552.0,2555.0,4959.0,1609.0,1037.0,76.0,232.0,773.0,1915.0,8361.0,22617.0
13181,862.0,4199.0,0.0,0.0,21.0,0.0,561.0,1953.0,23.0,32.0,24.0,45.0,0.0,0.0,0.0,6.0,885.0,4225.0
13183,2635.0,7188.0,28.0,42.0,36.0,184.0,1124.0,2754.0,685.0,1259.0,379.0,338.0,0.0,37.0,360.0,567.0,2922.0,7817.0
13185,12806.0,49174.0,5.0,81.0,446.0,1525.0,11448.0,29450.0,2102.0,3959.0,1560.0,1375.0,11.0,37.0,604.0,1239.0,13835.0,51587.0
13187,5161.0,22961.0,0.0,197.0,0.0,86.0,247.0,453.0,447.0,981.0,178.0,366.0,0.0,0.0,21.0,108.0,5555.0,23710.0
13189,2434.0,9401.0,0.0,0.0,0.0,12.0,2828.0,6196.0,243.0,322.0,59.0,128.0,0.0,0.0,119.0,87.0,2557.0,9596.0
13191,1413.0,7169.0,14.0,31.0,0.0,29.0,1091.0,3794.0,0.0,239.0,150.0,68.0,0.0,23.0,0.0,188.0,1413.0,7206.0
13193,855.0,3916.0,22.0,49.0,55.0,167.0,1725.0,6631.0,86.0,475.0,64.0,43.0,0.0,2.0,0.0,116.0,905.0,4266.0
13195,5135.0,18563.0,0.0,102.0,85.0,260.0,624.0,1912.0,576.0,696.0,149.0,133.0,0.0,0.0,402.0,543.0,5319.0,18703.0
13197,1005.0,4118.0,0.0,0.0,0.0,11.0,613.0,2143.0,245.0,388.0,112.0,55.0,106.0,67.0,170.0,326.0,1005.0,4131.0
13199,2258.0,9819.0,0.0,6.0,26.0,97.0,2040.0,6119.0,117.0,315.0,258.0,160.0,0.0,0.0,123.0,208.0,2312.0,9948.0
13201,838.0,3238.0,0.0,3.0,0.0,0.0,546.0,1298.0,0.0,6.0,0.0,7.0,0.0,0.0,0.0,6.0,838.0,3238.0
13205,2142.0,8524.0,0.0,30.0,20.0,43.0,2807.0,8103.0,340.0,661.0,226.0,174.0,0.0,5.0,51.0,204.0,2407.0,8912.0
13207,4026.0,15394.0,0.0,31.0,58.0,166.0,1462.0,5039.0,188.0,417.0,147.0,120.0,0.0,0.0,8.0,139.0,4132.0,15613.0
13209,1206.0,4736.0,6.0,23.0,8.0,30.0,542.0,1827.0,184.0,354.0,30.0,45.0,0.0,0.0,44.0,56.0,1330.0,5027.0
13211,2798.0,10044.0,0.0,10.0,44.0,35.0,1074.0,3075.0,187.0,337.0,197.0,143.0,0.0,0.0,7.0,94.0,2926.0,10295.0
13213,7420.0,25513.0,0.0,11.0,48.0,122.0,84.0,277.0,2357.0,3136.0,294.0,248.0,0.0,0.0,454.0,401.0,9261.0,28201.0
13215,16771.0,68245.0,94.0,502.0,1033.0,3789.0,23511.0,66152.0,4798.0,9754.0,4078.0,3536.0,143.0,233.0,1840.0,3607.0,18775.0,72992.0
13217,11861.0,39917.0,147.0,247.0,182.0,895.0,13053.0,29784.0,2023.0,3e3,1258.0,1239.0,0.0,3.0,59.0,443.0,13505.0,41830.0
13219,7591.0,21732.0,0.0,18.0,387.0,964.0,643.0,1386.0,645.0,960.0,262.0,94.0,0.0,0.0,5.0,47.0,8038.0,22556.0
13221,2311.0,8895.0,0.0,57.0,0.0,46.0,393.0,1986.0,208.0,370.0,370.0,131.0,0.0,0.0,151.0,107.0,2360.0,9087.0
13223,28802.0,80548.0,16.0,346.0,331.0,1155.0,8245.0,17618.0,3023.0,5060.0,1802.0,1034.0,0.0,33.0,654.0,1178.0,30845.0,84143.0
13225,2491.0,9824.0,0.0,9.0,42.0,246.0,2727.0,9653.0,651.0,1299.0,122.0,87.0,0.0,8.0,412.0,905.0,2693.0,10182.0
13227,5631.0,22172.0,9.0,65.0,21.0,184.0,175.0,255.0,54.0,860.0,164.0,190.0,1.0,12.0,0.0,308.0,5685.0,22671.0
13229,3786.0,12078.0,0.0,39.0,0.0,92.0,379.0,1102.0,415.0,555.0,328.0,238.0,0.0,0.0,151.0,241.0,3982.0,12382.0
13231,3868.0,11486.0,0.0,0.0,32.0,36.0,516.0,1492.0,82.0,168.0,71.0,80.0,0.0,0.0,2.0,30.0,3931.0,11622.0
13233,6508.0,23140.0,0.0,31.0,132.0,215.0,1759.0,3767.0,2161.0,3090.0,141.0,221.0,0.0,9.0,1542.0,2067.0,7244.0,24087.0
13235,1126.0,5725.0,0.0,0.0,7.0,10.0,649.0,3242.0,282.0,259.0,82.0,187.0,0.0,0.0,81.0,44.0,1353.0,5935.0
13237,2272.0,11599.0,0.0,2.0,28.0,88.0,1535.0,4115.0,70.0,1341.0,162.0,75.0,0.0,0.0,70.0,524.0,2272.0,12376.0
13239,174.0,980.0,0.0,6.0,0.0,9.0,296.0,849.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,174.0,980.0
13241,2279.0,11861.0,0.0,81.0,58.0,68.0,32.0,275.0,466.0,852.0,92.0,173.0,0.0,0.0,151.0,278.0,2631.0,12427.0
13243,503.0,1963.0,0.0,0.0,0.0,152.0,1175.0,3352.0,5.0,85.0,37.0,45.0,0.0,0.0,0.0,11.0,508.0,2035.0
13245,12786.0,61164.0,179.0,443.0,436.0,3e3,30035.0,80334.0,2713.0,6434.0,2693.0,2712.0,371.0,112.0,469.0,1856.0,14019.0,64632.0
13247,5557.0,27098.0,22.0,82.0,386.0,1322.0,12710.0,30123.0,3375.0,5242.0,859.0,835.0,83.0,104.0,728.0,1195.0,7795.0,30657.0
13249,933.0,2668.0,0.0,0.0,0.0,8.0,365.0,850.0,124.0,102.0,19.0,5.0,0.0,0.0,15.0,75.0,1042.0,2695.0
13251,1524.0,6285.0,0.0,16.0,0.0,6.0,1531.0,4435.0,107.0,124.0,192.0,72.0,0.0,0.0,0.0,8.0,1569.0,6377.0
13253,1018.0,4471.0,0.0,0.0,19.0,29.0,803.0,2134.0,102.0,150.0,43.0,65.0,0.0,0.0,13.0,37.0,1068.0,4558.0
13255,7712.0,30641.0,77.0,178.0,177.0,410.0,6156.0,14856.0,976.0,1732.0,633.0,387.0,0.0,12.0,191.0,510.0,8472.0,31814.0
13257,4315.0,16958.0,0.0,82.0,38.0,75.0,952.0,2173.0,310.0,434.0,118.0,175.0,0.0,0.0,215.0,261.0,4410.0,17121.0
13259,210.0,1395.0,0.0,8.0,0.0,97.0,649.0,2208.0,0.0,1277.0,12.0,118.0,0.0,0.0,0.0,1029.0,210.0,1537.0
13261,2057.0,10585.0,25.0,34.0,190.0,234.0,4610.0,11627.0,642.0,1009.0,297.0,285.0,0.0,0.0,440.0,306.0,2199.0,11182.0
13263,374.0,2207.0,0.0,4.0,2.0,10.0,797.0,2937.0,11.0,115.0,35.0,9.0,0.0,0.0,0.0,7.0,385.0,2304.0
13265,73.0,587.0,0.0,0.0,0.0,9.0,143.0,870.0,24.0,14.0,5.0,0.0,0.0,0.0,0.0,5.0,97.0,592.0
13267,2935.0,11915.0,0.0,65.0,0.0,87.0,1255.0,6080.0,986.0,1719.0,495.0,202.0,0.0,0.0,504.0,1170.0,3094.0,12350.0
13269,1006.0,3897.0,0.0,0.0,0.0,0.0,795.0,2502.0,47.0,144.0,6.0,18.0,0.0,0.0,35.0,114.0,1012.0,3919.0
13271,1564.0,6650.0,0.0,31.0,0.0,10.0,1236.0,5390.0,122.0,2149.0,0.0,56.0,0.0,0.0,25.0,167.0,1661.0,7840.0
13273,507.0,2824.0,0.0,4.0,17.0,26.0,1654.0,4039.0,145.0,77.0,38.0,5.0,0.0,0.0,22.0,13.0,535.0,2860.0
13275,5451.0,20466.0,0.0,21.0,54.0,334.0,4575.0,11775.0,569.0,927.0,272.0,469.0,0.0,0.0,153.0,334.0,5877.0,20960.0
13277,4584.0,18488.0,0.0,48.0,144.0,416.0,3545.0,8588.0,1799.0,2615.0,180.0,349.0,0.0,19.0,572.0,720.0,5788.0,20418.0
13279,3689.0,12950.0,0.0,11.0,115.0,134.0,2335.0,4656.0,1264.0,1836.0,436.0,280.0,0.0,0.0,386.0,789.0,4220.0,13848.0
13281,1401.0,8870.0,19.0,77.0,0.0,25.0,0.0,94.0,96.0,164.0,147.0,73.0,0.0,0.0,0.0,19.0,1401.0,8945.0
13283,822.0,3870.0,0.0,0.0,0.0,0.0,559.0,1410.0,3.0,76.0,9.0,20.0,0.0,0.0,3.0,18.0,822.0,3921.0
13285,8892.0,31348.0,20.0,31.0,339.0,870.0,6698.0,17002.0,915.0,1570.0,901.0,496.0,0.0,10.0,182.0,777.0,9511.0,32030.0
13287,956.0,3602.0,0.0,8.0,0.0,96.0,1083.0,2334.0,124.0,232.0,49.0,26.0,0.0,0.0,14.0,91.0,972.0,3665.0
13289,840.0,3908.0,0.0,11.0,0.0,0.0,723.0,2853.0,0.0,5.0,84.0,85.0,0.0,0.0,0.0,0.0,840.0,3913.0
13291,3295.0,17200.0,0.0,54.0,62.0,102.0,8.0,93.0,212.0,409.0,57.0,233.0,0.0,0.0,188.0,37.0,3319.0,17572.0
13293,3664.0,14356.0,0.0,43.0,9.0,45.0,1932.0,5603.0,314.0,317.0,169.0,76.0,0.0,0.0,0.0,0.0,3978.0,14673.0
13295,13703.0,48810.0,90.0,156.0,20.0,237.0,829.0,2301.0,452.0,798.0,650.0,507.0,0.0,0.0,228.0,188.0,13809.0,49270.0
13297,15596.0,50545.0,20.0,87.0,264.0,816.0,4161.0,9618.0,1368.0,1901.0,1218.0,794.0,0.0,55.0,214.0,321.0,16541.0,52092.0
13299,4669.0,18334.0,74.0,109.0,87.0,298.0,2870.0,7711.0,498.0,802.0,186.0,82.0,0.0,13.0,360.0,419.0,4840.0,18674.0
13301,321.0,1768.0,0.0,0.0,0.0,71.0,845.0,2426.0,3.0,40.0,46.0,48.0,0.0,5.0,0.0,31.0,321.0,1768.0
13303,1724.0,7394.0,0.0,0.0,23.0,85.0,2682.0,8253.0,195.0,255.0,119.0,89.0,0.0,0.0,15.0,43.0,1904.0,7572.0
13305,4860.0,16492.0,0.0,79.0,0.0,31.0,1705.0,4574.0,633.0,1214.0,341.0,346.0,0.0,0.0,31.0,597.0,5311.0,17031.0
13307,241.0,934.0,0.0,0.0,0.0,0.0,379.0,1140.0,21.0,5.0,0.0,0.0,0.0,0.0,21.0,5.0,241.0,934.0
13309,812.0,3687.0,0.0,9.0,0.0,0.0,340.0,2974.0,0.0,173.0,0.0,10.0,0.0,0.0,0.0,0.0,812.0,3811.0
13311,5297.0,20445.0,0.0,22.0,39.0,45.0,96.0,662.0,320.0,474.0,128.0,139.0,0.0,0.0,275.0,182.0,5479.0,20724.0
13313,12671.0,49875.0,46.0,235.0,454.0,975.0,1116.0,3003.0,13559.0,20639.0,1088.0,785.0,0.0,0.0,1584.0,2786.0,23948.0,67436.0
13315,1013.0,4254.0,0.0,2.0,15.0,32.0,612.0,2770.0,34.0,156.0,19.0,39.0,0.0,0.0,40.0,101.0,1032.0,4310.0
13317,874.0,4293.0,0.0,0.0,9.0,65.0,1043.0,3189.0,165.0,228.0,76.0,29.0,0.0,1.0,126.0,138.0,913.0,4402.0
13319,1103.0,4272.0,0.0,10.0,0.0,1.0,817.0,2732.0,95.0,148.0,186.0,23.0,0.0,0.0,0.0,26.0,1198.0,4393.0
13321,3011.0,11262.0,12.0,27.0,0.0,57.0,1717.0,4563.0,151.0,292.0,39.0,60.0,0.0,0.0,31.0,7.0,3119.0,11524.0
15001,5944.0,52954.0,146.0,697.0,6044.0,36027.0,202.0,1122.0,9275.0,14169.0,20877.0,33829.0,7099.0,17524.0,975.0,3013.0,7264.0,56663.0
15003,28069.0,163404.0,168.0,1517.0,61902.0,357549.0,5626.0,20275.0,33540.0,57496.0,84111.0,139403.0,26323.0,64417.0,1318.0,7691.0,34312.0,179566.0
15005,0.0,32.0,0.0,0.0,1.0,19.0,0.0,0.0,0.0,4.0,0.0,1.0,0.0,30.0,0.0,2.0,0.0,32.0
15007,2586.0,18361.0,0.0,214.0,4402.0,20436.0,51.0,416.0,2844.0,4506.0,5933.0,7673.0,1886.0,5017.0,48.0,416.0,3225.0,19974.0
15009,5787.0,44695.0,5.0,265.0,6865.0,37306.0,153.0,843.0,6450.0,10967.0,16626.0,24666.0,5095.0,11510.0,221.0,1180.0,7319.0,48809.0
16001,84905.0,272257.0,543.0,1834.0,2600.0,8527.0,1649.0,3092.0,11642.0,20188.0,5711.0,5883.0,201.0,493.0,1571.0,3791.0,93841.0,287765.0
16003,617.0,3012.0,32.0,33.0,5.0,0.0,0.0,0.0,68.0,52.0,20.0,31.0,0.0,0.0,0.0,16.0,685.0,3058.0
16005,18205.0,53079.0,875.0,1775.0,207.0,886.0,126.0,499.0,2501.0,3941.0,1141.0,1265.0,28.0,130.0,308.0,755.0,19883.0,55726.0
16007,1494.0,4078.0,0.0,7.0,22.0,40.0,3.0,25.0,68.0,177.0,9.0,20.0,0.0,3.0,38.0,78.0,1524.0,4170.0
16009,1532.0,6160.0,294.0,566.0,5.0,44.0,13.0,30.0,123.0,168.0,115.0,117.0,0.0,5.0,0.0,12.0,1614.0,6273.0
16011,10020.0,23814.0,679.0,1806.0,63.0,258.0,89.0,44.0,3275.0,4759.0,787.0,463.0,6.0,11.0,668.0,1276.0,12244.0,27013.0
16013,3189.0,13279.0,0.0,5.0,24.0,241.0,6.0,13.0,1651.0,2711.0,164.0,94.0,0.0,58.0,527.0,1041.0,4276.0,14860.0
16015,1164.0,5201.0,31.0,88.0,0.0,24.0,6.0,31.0,88.0,157.0,31.0,91.0,0.0,22.0,0.0,6.0,1251.0,5304.0
16017,7603.0,30909.0,25.0,204.0,62.0,138.0,0.0,72.0,391.0,711.0,429.0,667.0,47.0,18.0,51.0,128.0,7840.0,31385.0
16019,26318.0,64335.0,118.0,352.0,132.0,771.0,160.0,331.0,5871.0,7445.0,1615.0,1151.0,22.0,64.0,2477.0,3345.0,29207.0,68043.0
16021,2282.0,7732.0,24.0,182.0,0.0,20.0,11.0,15.0,156.0,301.0,158.0,158.0,0.0,0.0,34.0,51.0,2369.0,7939.0
16023,520.0,1803.0,0.0,7.0,0.0,13.0,0.0,53.0,63.0,99.0,77.0,18.0,0.0,0.0,0.0,20.0,583.0,1882.0
16025,201.0,719.0,0.0,10.0,0.0,0.0,0.0,0.0,63.0,56.0,15.0,12.0,0.0,0.0,16.0,16.0,233.0,750.0
16027,37122.0,105215.0,637.0,1197.0,227.0,1351.0,239.0,639.0,20272.0,28368.0,3184.0,2753.0,21.0,279.0,2577.0,5568.0,53371.0,126878.0
16029,1818.0,4596.0,0.0,3.0,3.0,8.0,7.0,0.0,117.0,246.0,0.0,15.0,0.0,0.0,19.0,55.0,1915.0,4783.0
16031,4885.0,11804.0,21.0,103.0,0.0,80.0,0.0,44.0,2526.0,3603.0,215.0,129.0,0.0,7.0,484.0,713.0,6911.0,14662.0
16033,151.0,373.0,0.0,0.0,0.0,0.0,0.0,0.0,115.0,258.0,8.0,4.0,0.0,0.0,0.0,34.0,258.0,597.0
16035,1210.0,6619.0,40.0,151.0,0.0,38.0,0.0,14.0,23.0,287.0,63.0,128.0,0.0,11.0,0.0,65.0,1231.0,6819.0
16037,768.0,3263.0,0.0,24.0,0.0,1.0,0.0,0.0,0.0,113.0,0.0,47.0,0.0,18.0,0.0,17.0,768.0,3359.0
16039,4558.0,14833.0,84.0,305.0,110.0,718.0,108.0,525.0,1674.0,2535.0,439.0,335.0,31.0,25.0,502.0,783.0,5709.0,16501.0
16041,3943.0,7846.0,27.0,23.0,0.0,10.0,0.0,10.0,378.0,505.0,134.0,64.0,0.0,23.0,55.0,121.0,4223.0,8224.0
16043,2962.0,8077.0,1.0,79.0,0.0,11.0,0.0,46.0,687.0,911.0,142.0,174.0,0.0,0.0,103.0,261.0,3467.0,8661.0
16045,3184.0,11605.0,30.0,195.0,0.0,127.0,0.0,0.0,554.0,787.0,122.0,211.0,0.0,27.0,17.0,224.0,3629.0,12149.0
16047,2416.0,8003.0,45.0,151.0,44.0,47.0,0.0,11.0,1790.0,2591.0,162.0,168.0,0.0,0.0,355.0,1083.0,3769.0,9398.0
16049,2876.0,12089.0,122.0,279.0,19.0,26.0,3.0,21.0,191.0,315.0,188.0,297.0,0.0,8.0,13.0,25.0,2977.0,12334.0
16051,7858.0,15514.0,12.0,107.0,0.0,2.0,20.0,32.0,1201.0,1570.0,500.0,171.0,19.0,46.0,245.0,626.0,8607.0,16405.0
16053,3567.0,10963.0,82.0,109.0,50.0,77.0,0.0,19.0,3249.0,4309.0,401.0,142.0,0.0,0.0,355.0,632.0,6239.0,14547.0
16055,29914.0,102521.0,583.0,1546.0,287.0,987.0,211.0,318.0,2316.0,3745.0,1575.0,1987.0,28.0,93.0,139.0,405.0,31760.0,105127.0
16057,6176.0,28301.0,102.0,161.0,129.0,735.0,51.0,200.0,359.0,1161.0,343.0,734.0,5.0,12.0,44.0,167.0,6440.0,29216.0
16059,1276.0,6021.0,0.0,64.0,14.0,18.0,0.0,27.0,55.0,171.0,76.0,97.0,0.0,0.0,11.0,21.0,1317.0,6145.0
16061,687.0,2638.0,73.0,100.0,0.0,22.0,3.0,0.0,46.0,109.0,42.0,143.0,0.0,13.0,0.0,16.0,714.0,2686.0
16063,935.0,2616.0,59.0,20.0,0.0,12.0,0.0,0.0,652.0,905.0,39.0,65.0,0.0,0.0,149.0,255.0,1412.0,3249.0
16065,8961.0,25093.0,0.0,3.0,83.0,334.0,70.0,193.0,838.0,1677.0,327.0,304.0,0.0,95.0,117.0,250.0,9646.0,26494.0
16067,3110.0,9860.0,4.0,191.0,0.0,75.0,15.0,44.0,2533.0,4242.0,173.0,230.0,0.0,12.0,491.0,923.0,5059.0,13062.0
16069,6941.0,27956.0,711.0,1495.0,24.0,377.0,39.0,117.0,515.0,856.0,597.0,601.0,8.0,6.0,0.0,101.0,7133.0,28570.0
16071,1118.0,2889.0,0.0,6.0,0.0,0.0,0.0,0.0,62.0,87.0,17.0,92.0,0.0,0.0,0.0,16.0,1174.0,2940.0
16073,1824.0,5966.0,121.0,284.0,0.0,19.0,9.0,0.0,1118.0,1837.0,93.0,257.0,0.0,0.0,210.0,312.0,2668.0,7391.0
16075,4385.0,13677.0,30.0,191.0,15.0,74.0,75.0,23.0,1517.0,2178.0,178.0,524.0,0.0,7.0,91.0,315.0,5719.0,15458.0
16077,1215.0,3726.0,160.0,156.0,1.0,0.0,0.0,25.0,1038.0,1397.0,26.0,40.0,0.0,2.0,317.0,419.0,1874.0,4711.0
16079,2224.0,9394.0,52.0,174.0,16.0,56.0,19.0,21.0,145.0,274.0,71.0,159.0,0.0,0.0,0.0,25.0,2362.0,9616.0
16081,2140.0,6172.0,0.0,19.0,0.0,15.0,0.0,24.0,714.0,1078.0,139.0,48.0,0.0,0.0,167.0,375.0,2645.0,6853.0
16083,16192.0,48761.0,255.0,562.0,466.0,812.0,182.0,224.0,4765.0,7149.0,804.0,636.0,0.0,17.0,423.0,1290.0,20004.0,54329.0
16085,1717.0,7712.0,1.0,1.0,0.0,16.0,1.0,3.0,59.0,74.0,16.0,123.0,0.0,0.0,0.0,5.0,1776.0,7778.0
16087,1628.0,6270.0,23.0,40.0,23.0,70.0,0.0,0.0,656.0,1086.0,74.0,158.0,0.0,0.0,35.0,125.0,2232.0,7245.0
17001,13332.0,48683.0,42.0,128.0,174.0,386.0,771.0,1768.0,362.0,581.0,682.0,271.0,0.0,38.0,99.0,260.0,13480.0,48982.0
17003,841.0,3640.0,21.0,17.0,3.0,20.0,723.0,1812.0,50.0,68.0,144.0,64.0,0.0,0.0,19.0,3.0,857.0,3681.0
17005,3121.0,12120.0,0.0,19.0,16.0,124.0,8.0,954.0,101.0,486.0,253.0,137.0,0.0,0.0,0.0,90.0,3187.0,12525.0
17007,9062.0,31165.0,66.0,61.0,151.0,552.0,403.0,788.0,4402.0,6572.0,587.0,619.0,0.0,0.0,1188.0,2364.0,12058.0,35014.0
17009,993.0,4100.0,0.0,0.0,19.0,60.0,7.0,1138.0,0.0,286.0,24.0,258.0,0.0,0.0,2.0,0.0,993.0,4358.0
17011,6134.0,24224.0,2.0,74.0,40.0,221.0,63.0,140.0,1140.0,1741.0,272.0,174.0,0.0,5.0,282.0,480.0,6931.0,25431.0
17013,998.0,3893.0,0.0,4.0,0.0,1.0,0.0,6.0,8.0,7.0,37.0,47.0,0.0,0.0,0.0,0.0,1005.0,3899.0
17015,2608.0,11405.0,0.0,14.0,23.0,40.0,68.0,115.0,176.0,318.0,132.0,113.0,0.0,3.0,55.0,72.0,2676.0,11615.0
17017,2038.0,8166.0,0.0,6.0,8.0,25.0,117.0,347.0,981.0,1452.0,174.0,63.0,32.0,30.0,198.0,398.0,2716.0,9140.0
17019,23120.0,119366.0,26.0,299.0,2991.0,17555.0,7365.0,18537.0,3463.0,7940.0,2888.0,3004.0,0.0,89.0,455.0,1558.0,25677.0,125322.0
17021,6861.0,25690.0,1.0,48.0,99.0,81.0,107.0,469.0,161.0,364.0,142.0,223.0,5.0,3.0,0.0,62.0,7010.0,25950.0
17023,3508.0,12148.0,0.0,6.0,19.0,51.0,4.0,47.0,83.0,138.0,182.0,38.0,0.0,6.0,0.0,87.0,3527.0,12192.0
17025,2912.0,10177.0,18.0,7.0,0.0,22.0,0.0,74.0,54.0,133.0,120.0,65.0,0.0,0.0,0.0,0.0,2966.0,10310.0
17027,7474.0,27303.0,0.0,51.0,21.0,185.0,57.0,1250.0,385.0,749.0,292.0,269.0,0.0,0.0,51.0,145.0,7774.0,27834.0
17029,8470.0,39956.0,16.0,64.0,29.0,504.0,243.0,1592.0,355.0,854.0,571.0,561.0,0.0,71.0,12.0,85.0,8710.0,40579.0
17031,366505.0,1889497.0,3009.0,10214.0,66890.0,287762.0,314684.0,941139.0,420357.0,874669.0,53476.0,65744.0,288.0,1020.0,167178.0,348488.0,592549.0,2383952.0
17033,3639.0,14189.0,4.0,22.0,9.0,70.0,32.0,664.0,34.0,378.0,130.0,404.0,0.0,5.0,2.0,38.0,3663.0,14498.0
17035,2413.0,8210.0,0.0,21.0,54.0,39.0,2.0,21.0,56.0,58.0,19.0,35.0,4.0,11.0,0.0,0.0,2469.0,8268.0
17037,15940.0,65833.0,87.0,150.0,258.0,2293.0,1913.0,5302.0,4055.0,7056.0,1305.0,1087.0,0.0,8.0,1432.0,3140.0,17977.0,69393.0
17039,3314.0,12299.0,0.0,10.0,6.0,6.0,25.0,57.0,140.0,230.0,136.0,188.0,0.0,13.0,62.0,122.0,3367.0,12396.0
17041,4393.0,13654.0,25.0,22.0,28.0,99.0,46.0,50.0,528.0,843.0,103.0,105.0,0.0,0.0,41.0,186.0,4830.0,14291.0
17043,129448.0,508562.0,615.0,1403.0,23916.0,76844.0,13080.0,30718.0,46199.0,83350.0,11041.0,11267.0,77.0,256.0,6289.0,15906.0,166208.0,572792.0
17045,3687.0,13822.0,4.0,10.0,15.0,54.0,19.0,80.0,84.0,116.0,107.0,38.0,0.0,0.0,0.0,1.0,3752.0,13912.0
17047,1435.0,5018.0,0.0,0.0,6.0,9.0,10.0,27.0,38.0,28.0,56.0,51.0,0.0,0.0,0.0,0.0,1456.0,5034.0
17049,7759.0,25361.0,3.0,27.0,81.0,106.0,33.0,84.0,253.0,385.0,117.0,111.0,0.0,7.0,32.0,161.0,7963.0,25607.0
17051,4561.0,15806.0,0.0,15.0,29.0,116.0,7.0,925.0,156.0,221.0,164.0,190.0,0.0,0.0,9.0,48.0,4689.0,15944.0
