County,MedianHouseholdIncome,TotalPopulation,Male,Female,Age0_4,Age5_9,Age10_14,Age15_19,Age20_24,Age25_34,Age35_44,Age45_54,Age55_59,Age60_64,Age65_74,Age75_84,Age85,MedianAge,WhiteAlone,BlackAlone,AmericanIndianAlaskaNativeAlone,AsianAlone,NativeHawaiianPacificIslanderAlone,OtherRaceAlone,WhiteBlack,WhiteAmericanIndianAlaskaNative,WhiteAsian,BlackAmericanIndianAlaskaNative,White,Black,AmericanIndianAlaskaNative,Asian,NativeHawaiianPacificIslander,OtherRace,Hispanic,SimpsonDiversityIndex,Population25Plus,EdK8,Ed9_12,EdHS,EdCollNoDegree,EdAssocDegree,EdBachelorDegree,EdGraduateDegree,MedianHousingCosts,Married,Widowed,Divorced,Separated,NeverMarried,Uninsured,ForeignBorn,NonCitizen,Disability,MfgEmp1970,MfgEmp1980,MfgEmp1990,MfgEmp2001,MfgEmp2015,TotalEmp1970,TotalEmp1980,TotalEmp1990,TotalEmp2001,TotalEmp2015,WoodardAmericanNation,LandAreaSqMiles,Employment,LaborForce,Unemployment,TotalSSI,AgedSSI,BlindDisabledSSI,OASDI,SSIPayments,NCHS_UrbanRural2013,NCHS_UrbanRural2006,NCHS_UrbanRural1990,TotalReligiousAdherents,EvangelicalAdherents,CatholicAdherents,MormonAdherents,State,FoundryCounty,MexicanBorderCounty
01001,51281,55221,26745,28476,3242,3890,4314,4034,3422,6724,7716,8173,3530,2698,4560,2311,607,37.7,42741,10315,230,534,24,511,263,224,163,15,43492,10593,489,777,151,585,1440,0.36264083637178013,36319,1394,3262,12182,8203,2841,4897,3540,881,23989,2539,5472,832,10944,5508,861,474,9400,1607,2763,2343,2078,1536,6853,11255,11400,16215,17182,Deep South,594.4463647073634,24762.0,26177.0,1415.0,1497,71,1426,529,825000,Medium metro,Medium metro,Medium metro,36938,27503,1766,820,01,FALSE,FALSE
01003,50254,195121,95314,99807,10494,12787,12868,11793,10178,22740,24627,27202,13043,14013,21054,10422,3900,42.2,168646,18735,1166,1307,0,1870,847,1346,362,36,171423,19682,2573,2244,24,2627,8776,0.2444623502436465,137001,4385,9975,39431,31080,12420,26388,13322,879,85527,11764,20348,3656,37676,24987,6864,4088,26550,3291,4019,5571,5725,4606,19749,27777,40545,70659,103690,Deep South,1589.8080795997969,85594.0,90591.0,4997.0,3510,196,3314,1295,1870000,Small metro,Micropolitan (nonmetropolitan),Medium metro,96918,57986,14009,1022,01,FALSE,FALSE
01005,32964,26932,14497,12435,1476,1752,1570,1493,1833,3870,3360,3783,1848,1622,2616,1291,418,38.8,12756,12595,52,244,0,928,91,99,44,48,13055,12809,264,293,0,933,1241,0.5515757646293886,18808,1732,3289,6490,3593,1350,1412,942,556,9186,1793,3077,708,7371,3732,683,454,5526,2044,2465,3679,4809,2253,9448,9724,12099,15239,12074,Deep South,884.8761403845301,7839.0,8572.0,733.0,1507,110,1397,606,787000,Noncore (nonmetropolitan),Micropolitan (nonmetropolitan),"With a city of 10,000 or more (nonmetropolitan)",15101,8793,575,265,01,FALSE,FALSE
01007,38678,22604,12073,10531,1133,1458,1420,1603,1361,3086,3445,3131,1351,1361,1986,997,272,38.9,17327,4846,93,21,0,7,227,58,0,11,17612,5098,162,35,0,7,502,0.3596823690761123,15629,1086,1938,6574,3413,954,946,718,617,9111,1506,2287,502,5187,2007,220,167,3008,1696,1564,1703,599,394,3965,4262,5531,5736,6383,Deep South,622.5826112775859,8161.0,8747.0,586.0,1002,34,968,423,509000,Large fringe metro,Large fringe metro,"Without a city of 10,00 or more (nonmetropolitan)",11430,10159,NA,NA,01,FALSE,FALSE
01009,45813,57710,28512,29198,3545,3773,3921,3923,3140,6768,7445,8246,3740,3697,5804,2869,839,40.7,54881,884,326,83,0,555,331,480,110,0,55836,1231,810,231,26,577,4980,0.09479720039381079,39408,2745,5727,13179,8827,3850,3396,1684,641,27418,3718,5298,790,9248,6659,2393,1802,9291,1563,1840,2532,2549,1329,7587,9467,11751,14971,14519,Greater Appalachia,644.8067735579081,23871.0,25262.0,1391.0,1333,65,1268,517,687000,Large fringe metro,Large fringe metro,Medium metro,37352,29223,4744,291,01,FALSE,FALSE
01011,31938,10678,5660,5018,675,660,575,456,874,1321,1686,1421,593,859,944,437,177,39.3,2845,7550,124,22,0,0,0,117,0,20,2962,7570,261,22,0,0,473,0.43446853941878394,7438,882,1732,2478,1083,232,484,547,543,2534,728,1017,614,3867,1828,573,387,1885,861,1052,1023,NA,NA,4281,4084,4088,4204,4101,Deep South,622.8056150042746,4665.0,5058.0,393.0,600,35,565,193,336000,Noncore (nonmetropolitan),Noncore (nonmetropolitan),"Without a city of 10,00 or more (nonmetropolitan)",6300,2152,49,NA,01,FALSE,FALSE
01013,32229,20354,9502,10852,1243,1389,1314,1140,1272,2456,2353,2673,1422,1468,1954,1215,455,40.5,11023,8961,13,81,0,59,76,100,12,11,11211,9066,124,111,0,59,240,0.5086797265000761,13996,1064,2038,5274,2431,1157,1173,859,531,7121,1674,1985,443,5185,2459,144,45,4099,2973,3140,2555,1427,1355,8632,8896,8445,9202,9726,Deep South,776.8283670318849,8632.0,9275.0,643.0,1130,84,1046,453,592000,Noncore (nonmetropolitan),Noncore (nonmetropolitan),"Without a city of 10,00 or more (nonmetropolitan)",12278,8653,77,102,01,FALSE,FALSE
01015,41703,116648,56274,60374,6816,7538,7168,7780,8646,14763,14167,15887,8110,7706,10400,5777,1890,39.1,87615,23895,223,1000,0,1162,1181,896,136,44,90106,25386,1309,1377,121,1362,4075,0.38758505363205253,78700,4576,10445,25062,19265,5534,8437,5381,628,45851,7420,12937,2759,26160,13685,2958,1993,23041,12332,11138,11509,9487,6151,46650,57453,61400,59636,58328,Deep South,605.8890442767596,43743.0,46809.0,3066.0,4758,176,4582,1718,2556000,Small metro,Small metro,Small metro,84615,67564,3192,1149,01,FALSE,FALSE
01017,34177,34079,16258,17821,2040,1956,2058,2031,2180,3876,4171,4854,2790,2001,3499,1840,783,43.0,19652,13738,57,260,0,12,225,108,0,0,19985,13963,165,278,9,30,152,0.498516452623865,23814,1487,3532,9140,5051,1845,1800,959,627,12303,2718,4120,785,8071,4674,361,279,6366,9272,8378,7345,5293,1831,16255,16112,16643,15646,12413,Deep South,596.5313572927922,14835.0,15706.0,871.0,1529,117,1412,593,802000,Micropolitan (nonmetropolitan),Micropolitan (nonmetropolitan),"Without a city of 10,00 or more (nonmetropolitan)",22251,12903,249,237,01,FALSE,FALSE
01019,36296,26008,12975,13033,1285,1509,1554,1502,1424,2524,3059,3837,2004,2154,3234,1625,297,45.4,24167,1281,144,88,0,17,120,170,0,8,24457,1414,323,92,7,22,391,0.13317605881967054,18734,1451,2389,6828,4136,1352,1480,1098,588,13451,1516,2404,715,3552,2541,261,62,5741,742,1691,1494,1120,1070,4496,6058,6788,7369,8095,Greater Appalachia,553.7199290515189,10887.0,11501.0,614.0,901,45,856,329,469000,Noncore (nonmetropolitan),Noncore (nonmetropolitan),"Without a city of 10,00 or more (nonmetropolitan)",12455,10865,NA,NA,01,FALSE,FALSE
01021,41627,43819,21619,22200,2820,2821,3158,2742,2806,5404,6041,5843,2884,2758,3886,1958,698,38.8,36828,4528,158,126,0,1805,147,126,76,3,37188,4689,287,202,0,1827,3350,0.27886336734885164,29472,2391,3973,11562,5229,2166,2673,1478,616,19051,2591,4132,700,8580,6964,2333,1779,7342,1115,1425,1814,1365,2142,6686,8076,9858,12393,14555,Deep South,692.8537204341725,18624.0,19720.0,1096.0,1411,63,1348,525,754000,Large fringe metro,Large fringe metro,"Without a city of 10,00 or more (nonmetropolitan)",30488,26608,709,247,01,FALSE,FALSE
01023,33536,13395,6382,7013,662,697,916,824,762,1324,1542,1985,1026,944,1571,810,332,44.9,7487,5801,2,0,0,2,33,29,2,16,7574,5873,70,2,0,2,48,0.49751778332790464,9534,777,1473,3512,1937,709,701,425,440,5371,1112,1223,411,2991,1784,21,9,3296,2794,2874,3106,1830,NA,5564,6523,6916,5877,5255,Deep South,913.500355604668,4015.0,4405.0,390.0,833,77,756,337,441000,Noncore (nonmetropolitan),Noncore (nonmetropolitan),"Without a city of 10,00 or more (nonmetropolitan)",9721,6080,60,157,01,FALSE,FALSE
01025,32011,25070,11834,13236,1354,1386,1855,1747,1600,2683,3065,3641,1746,1602,2497,1397,497,41.1,13427,11346,7,90,0,24,30,4,0,36,13471,11412,47,90,96,34,85,0.5071760040156674,17128,813,2526,7515,2854,1203,1440,777,511,9316,1556,2088,962,6572,3759,121,68,3830,3565,3208,3276,2264,1783,9061,10291,11241,12607,12104,Deep South,1238.4648898581563,7148.0,8017.0,869.0,1462,92,1370,591,750000,Noncore (nonmetropolitan),Noncore (nonmetropolitan),"Without a city of 10,00 or more (nonmetropolitan)",20470,13634,11,95,01,FALSE,FALSE
01027,35327,13537,6671,6866,681,741,975,973,632,1285,1730,2054,896,1013,1439,855,263,43.8,11065,1963,105,0,0,192,139,51,0,0,11265,2102,156,12,0,214,430,0.30494932523104534,9535,1009,1368,3460,2004,780,552,362,487,5826,1014,1404,356,2540,1908,290,280,2386,1434,2102,2846,2635,1835,4153,5188,6191,6815,5793,Deep South,603.9612500965503,5434.0,5779.0,345.0,518,26,492,193,270000,Noncore (nonmetropolitan),Noncore (nonmetropolitan),"Without a city of 10,00 or more (nonmetropolitan)",10305,8899,186,NA,01,FALSE,FALSE
01029,38056,15002,7334,7668,883,948,1071,876,804,1637,1981,2171,1042,934,1575,776,304,41.3,14098,442,33,53,0,85,116,67,1,42,14347,643,185,54,0,107,345,0.12285425491763169,10420,680,1910,3988,2105,480,721,536,557,6861,1004,1512,363,2372,2030,231,154,2994,1239,1345,1192,1140,373,3383,3802,4004,4739,4151,Deep South,560.1044796035486,5692.0,6076.0,384.0,530,34,496,185,292000,Noncore (nonmetropolitan),Noncore (nonmetropolitan),"Without a city of 10,00 or more (nonmetropolitan)",11463,10435,NA,NA,01,FALSE,FALSE
01031,46729,50884,25174,25710,3207,3187,3582,3348,3096,6494,6882,6960,3342,2938,4416,2651,781,38.8,39067,8829,475,627,0,398,364,561,362,64,40435,9344,1143,1059,21,426,3276,0.3724624621745617,34464,1901,3390,10151,7542,3257,5250,2973,668,20863,3027,5195,982,10800,5674,2115,1259,8588,3033,4034,4570,2985,3584,11946,14831,17578,19033,21883,Deep South,678.9859312735864,19614.0,20865.0,1251.0,1461,80,1381,584,784000,Micropolitan (nonmetropolitan),Micropolitan (nonmetropolitan),"With a city of 10,000 or more (nonmetropolitan)",33021,25889,1550,805,01,FALSE,FALSE
01033,40576,54444,26303,28141,3059,3190,3398,3534,3255,6356,6595,7592,3878,3754,5569,3031,1233,42.2,43311,8478,312,178,0,687,560,288,157,15,44589,9291,707,392,39,965,1321,0.3375800646946876,38008,1727,4409,13131,8844,2834,4299,2764,628,22891,3584,6272,986,11065,6010,1013,717,10819,9428,9713,6444,4234,6655,25050,29745,28438,27814,31687,Greater Appalachia,592.6199080581117,22352.0,23951.0,1599.0,2098,95,2003,823,1091000,Small metro,Small metro,Small metro,37805,29759,1415,NA,01,FALSE,FALSE
01035,24900,12865,6176,6689,750,795,796,796,823,1279,1393,1795,1027,894,1467,759,291,43.7,6710,5752,37,6,0,2,9,113,0,208,6837,5997,363,6,23,2,210,0.5265691874791805,8905,658,1293,3962,1632,628,400,332,397,4946,1189,863,347,3178,2666,131,89,3166,1258,1291,1383,786,707,5072,5657,5639,5722,5333,Deep South,850.1568218873892,4332.0,4738.0,406.0,746,49,697,282,413000,Noncore (nonmetropolitan),Noncore (nonmetropolitan),"Without a city of 10,00 or more (nonmetropolitan)",7550,4297,NA,NA,01,FALSE,FALSE
01037,31212,11027,5579,5448,534,535,576,693,667,1022,1450,1743,1035,803,1192,571,206,45.1,7427,3384,7,0,0,0,198,11,0,0,7636,3582,18,0,0,0,237,0.43650817991957647,8022,722,1358,3017,1725,521,408,271,555,4194,1004,1398,310,2477,1671,197,179,2378,743,1225,1373,999,591,2439,2969,3141,2904,2351,Deep South,650.9263588006089,4209.0,4498.0,289.0,472,22,450,181,265000,Micropolitan (nonmetropolitan),Micropolitan (nonmetropolitan),"Without a city of 10,00 or more (nonmetropolitan)",6148,4180,NA,NA,01,FALSE,FALSE
01039,36444,37886,18339,19547,2219,2171,2536,2216,2274,4172,4414,5191,2547,2727,4037,2467,915,42.6,31954,4933,171,117,0,170,153,259,37,0,32418,5086,430,208,23,239,580,0.2697105730499877,26470,1974,3369,8890,5901,2544,2550,1242,550,16223,3034,4180,743,6749,4957,394,134,8025,5266,4986,4866,2962,2268,15750,17016,17833,17715,17888,Deep South,1030.4562605951642,14859.0,15944.0,1085.0,1470,80,1390,597,718000,Noncore (nonmetropolitan),Noncore (nonmetropolitan),"Without a city of 10,00 or more (nonmetropolitan)",23386,20052,291,269,01,FALSE,FALSE
01041,36022,13938,6863,7075,881,818,972,995,724,1441,1822,1991,1071,846,1379,645,353,41.3,9966,3277,108,253,0,154,139,28,0,13,10133,3429,149,253,0,154,237,0.4253118149073237,9548,892,1213,3629,1745,705,955,409,493,5374,913,1442,259,3279,1687,328,180,2511,1085,1441,1564,355,1317,4798,5209,5604,4787,6232,Deep South,608.8397775170234,6490.0,6886.0,396.0,666,47,619,283,343000,Noncore (nonmetropolitan),Noncore (nonmetropolitan),"Without a city of 10,00 or more (nonmetropolitan)",8784,7442,NA,221,01,FALSE,FALSE
01043,38971,80965,40081,40884,4830,5016,5381,4935,5030,9647,10010,11370,5393,5320,8319,4328,1386,40.5,77478,964,331,451,0,597,411,589,12,15,78561,1392,937,488,38,674,3493,0.08360992300655079,55773,3560,6565,19331,12247,5947,5092,3031,654,37865,5062,8546,1380,12885,12002,1984,1483,12641,4933,5859,6051,6283,5706,19607,23482,30325,37651,40674,Greater Appalachia,734.8977918700521,36631.0,38642.0,2011.0,2616,182,2434,1031,1336000,Micropolitan (nonmetropolitan),Micropolitan (nonmetropolitan),"With a city of 10,000 or more (nonmetropolitan)",62799,53863,4614,619,01,FALSE,FALSE
01045,45028,49866,24708,25158,3391,2824,3768,3261,3377,7254,5991,6420,3487,2664,4253,2358,818,36.8,37232,9798,258,588,0,593,366,399,234,108,38373,10399,801,982,98,684,2980,0.3994622727055632,33245,1613,3245,10704,8678,3568,3599,1838,624,20181,2792,5504,957,10449,6340,1596,726,9458,6279,4494,5216,5684,4091,35161,26592,29144,27054,25423,Deep South,561.1261951058614,19235.0,20456.0,1221.0,1921,74,1847,751,1006000,Micropolitan (nonmetropolitan),Micropolitan (nonmetropolitan),Small metro,24732,17979,278,863,01,FALSE,FALSE
01047,27306,42154,19450,22704,2885,3231,2784,2965,2836,4909,4608,5736,2916,2856,3788,1991,649,38.7,12085,29164,77,144,0,68,170,59,22,149,12404,29630,315,228,136,105,130,0.4371182115432318,27453,1712,4303,9510,5860,2220,2240,1608,582,11107,3126,4057,1363,13601,5842,325,153,8155,4249,5874,5532,5063,3099,23917,23519,21495,21931,17945,Deep South,978.6945399046858,14333.0,15787.0,1454.0,4318,259,4059,1468,2474000,Micropolitan (nonmetropolitan),Micropolitan (nonmetropolitan),"With a city of 10,000 or more (nonmetropolitan)",26546,16764,536,329,01,FALSE,FALSE
01049,38192,71068,35474,35594,4469,5014,5123,4859,4376,8171,9539,9751,4519,4643,6286,3376,942,39.3,61415,1295,877,219,730,4936,194,1048,28,10,63001,1579,2008,254,737,5172,9957,0.24367477400157445,47227,5701,7324,16633,8074,4215,2969,2311,540,30207,4235,6888,1242,13833,11872,5390,4243,10778,3229,6926,10722,12762,6815,14841,20277,27377,34380,31704,Greater Appalachia,777.0940373637561,28214.0,30047.0,1833.0,2180,155,2025,897,1102000,Noncore (nonmetropolitan),Micropolitan (nonmetropolitan),"With a city of 10,000 or more (nonmetropolitan)",39370,32536,2657,251,01,FALSE,FALSE
01051,53555,80763,39362,41401,4756,5422,5222,5233,5678,10724,11341,11631,5544,4449,6647,3015,1101,37.9,60989,17137,222,417,0,548,455,456,332,0,62333,17703,744,842,56,633,2229,0.38001432067566154,54452,2055,5233,19298,11309,4893,7314,4350,845,33335,4183,7909,1765,18171,7094,1635,1056,12921,1058,1565,2069,2966,2631,8106,11592,14440,22000,30796,Deep South,618.4879882288369,35241.0,37147.0,1906.0,2335,88,2247,798,1308000,Medium metro,Medium metro,Medium metro,37247,28235,677,518,01,FALSE,FALSE
01053,32330,37935,19524,18411,2317,2186,2534,2465,2426,4560,4866,5615,2556,2287,3538,1784,801,40.3,23303,12678,1207,49,0,146,149,295,19,1,23827,12850,1530,92,3,199,466,0.5039978341459086,26007,1738,3502,10942,4854,1710,2178,1083,485,13595,2750,3986,896,9640,6594,215,102,7132,3636,3564,4020,3332,2182,13014,14807,15843,18090,17818,Deep South,945.080442698704,14051.0,15048.0,997.0,1508,88,1420,622,803000,Noncore (nonmetropolitan),Noncore (nonmetropolitan),"Without a city of 10,00 or more (nonmetropolitan)",23014,17917,530,NA,01,FALSE,FALSE
01055,39220,103766,50207,53559,5956,6072,6798,6714,6635,11896,13604,14260,7378,6937,10132,5209,2175,40.8,84312,16025,343,679,74,724,473,670,189,47,85753,16627,1113,932,145,843,3740,0.3130902173212201,71591,4540,8014,22869,18570,6113,7210,4275,624,42555,6965,11297,1869,22169,13480,2754,1851,20903,11462,12696,10287,6969,5674,35044,41418,43565,48333,50186,Greater Appalachia,535.2841471010024,41874.0,44605.0,2731.0,4763,190,4573,1751,2489000,Small metro,Small metro,Small metro,84006,64316,7624,814,01,FALSE,FALSE
01057,34680,16896,8477,8419,920,930,1160,1046,960,1878,1917,2439,1261,1174,1886,979,346,43.2,14454,2093,0,66,0,0,102,87,0,1,14646,2274,106,81,75,0,126,0.25581269042251875,11880,985,1676,4614,2162,766,998,679,458,7443,1208,1916,292,3027,1583,76,45,4332,2186,2911,2798,1782,862,5584,7896,7559,7167,5838,Greater Appalachia,627.6836872103023,6154.0,6613.0,459.0,787,58,729,336,419000,Noncore (nonmetropolitan),Noncore (nonmetropolitan),"Without a city of 10,00 or more (nonmetropolitan)",11039,9490,90,123,01,FALSE,FALSE
01059,35372,31634,15311,16323,2157,2081,2148,2062,2111,3910,4008,4372,2004,1730,3000,1535,516,38.8,27924,1554,373,29,0,1327,22,67,32,2,28266,1721,442,159,45,1488,4958,0.22039382173684152,21075,2342,3013,7895,4011,1409,1562,843,533,12700,2399,3686,404,6085,4967,2790,2061,6003,2080,3063,3341,4314,4253,8141,10418,12201,15068,14688,Deep South,633.8168806235971,13133.0,13983.0,850.0,1179,56,1123,466,605000,Noncore (nonmetropolitan),Noncore (nonmetropolitan),"Without a city of 10,00 or more (nonmetropolitan)",20416,16733,1487,475,01,FALSE,FALSE
01061,36024,26815,13174,13641,1551,1663,1698,1631,1510,2945,3396,3689,2118,1640,2886,1706,382,42.2,23195,2387,87,329,0,303,153,297,29,0,23680,2542,417,364,0,332,973,0.24033848667942603,18762,1579,2352,6960,4159,1395,1747,570,468,11455,2212,2650,569,4994,4068,698,577,5742,1991,2172,2621,789,804,8310,8816,9579,9328,9008,Deep South,574.4083402645524,10704.0,11374.0,670.0,1237,74,1163,492,662000,Small metro,Small metro,"Without a city of 10,00 or more (nonmetropolitan)",16488,12807,50,203,01,FALSE,FALSE
01063,20541,8697,4095,4602,528,441,656,638,511,954,845,1174,777,657,817,499,200,42.4,1547,7015,7,14,0,0,0,0,0,0,1654,7072,57,14,0,64,61,0.32809168310773107,5923,462,967,2304,1185,357,460,188,453,2185,764,1018,332,2772,1261,19,0,2413,246,254,415,322,433,2987,3718,3647,3102,3142,Deep South,647.1047902875221,2672.0,2972.0,300.0,795,67,728,306,428000,Noncore (nonmetropolitan),Small metro,"Without a city of 10,00 or more (nonmetropolitan)",2425,1134,37,NA,01,FALSE,FALSE
01065,32714,15256,7183,8073,933,889,1079,1140,944,1607,1688,2233,967,1186,1463,805,322,40.2,6097,8886,43,42,0,127,0,10,0,0,6143,8892,53,48,9,163,170,0.5014148812274044,10271,646,1340,4406,1848,606,1018,407,532,5103,1149,1260,482,4374,1851,146,36,3060,842,625,1163,1205,558,4874,4350,4986,5347,4967,Deep South,643.9429506724969,6085.0,6583.0,498.0,1113,78,1035,441,573000,Small metro,Small metro,"Without a city of 10,00 or more (nonmetropolitan)",9531,4362,25,159,01,FALSE,FALSE
01067,41997,17252,8259,8993,936,972,1083,958,1090,1622,2263,2303,1314,1291,2018,955,447,43.0,12140,4891,0,0,0,67,29,105,0,0,12286,4930,107,8,0,77,429,0.42163072077873254,12213,869,1716,4338,2347,925,1151,867,605,7573,1169,1783,371,3366,2090,245,211,3347,1373,1733,2319,1551,397,5613,5721,6603,6681,6012,Deep South,561.7503072380617,6502.0,6961.0,459.0,629,37,592,268,320000,Small metro,Small metro,"Without a city of 10,00 or more (nonmetropolitan)",8195,6025,NA,NA,01,FALSE,FALSE
01069,41571,103534,49563,53971,6567,6760,7255,6385,6293,13337,13262,14171,7011,6279,9298,5162,1754,39.0,72170,27359,383,792,0,853,665,568,310,128,73834,28301,1151,1211,76,1004,3338,0.4387287823947783,70274,3471,7311,23248,15782,5993,9343,5126,694,38904,6055,11779,2240,23807,13115,2468,1228,18173,5442,8165,9361,6217,3454,27670,40513,50352,58324,63292,Deep South,579.8663518130759,42912.0,45569.0,2657.0,4071,202,3869,1553,2215000,Small metro,Small metro,Small metro,81059,60486,2551,1119,01,FALSE,FALSE
01071,37745,52860,26076,26784,2735,3219,3480,3273,2963,5828,6788,7460,4071,3600,5766,2830,847,42.2,48087,1635,582,210,64,672,360,1002,58,26,49576,2109,1641,292,155,734,1450,0.17012529317908098,37190,2999,5609,14819,6147,2988,2876,1752,521,24015,3908,5255,912,9337,7496,1199,655,8934,4343,6591,6992,6906,5639,15434,24545,22054,24335,24095,Greater Appalachia,1077.8674215404506,22595.0,24124.0,1529.0,1714,103,1611,669,886000,Micropolitan (nonmetropolitan),Micropolitan (nonmetropolitan),"With a city of 10,000 or more (nonmetropolitan)",28922,24116,1515,323,01,FALSE,FALSE
01073,45610,659026,311581,347445,43235,42326,42091,41702,44703,94662,83564,88528,46683,39720,50057,28947,12808,37.4,347760,279086,1515,10348,30,12603,2759,1751,1224,670,354223,283247,4437,11818,335,13036,24991,0.5370240587331416,444969,14336,37102,117727,104531,34251,82971,54051,873,233273,36665,69079,13284,179073,77179,26381,17960,95686,66956,56353,43593,35345,25008,302620,362881,412557,465868,455242,Deep South,1111.2885456595686,298271.0,317150.0,18879.0,24551,1165,23386,7859,13629000,Large central metro,Large central metro,Medium metro,552254,308984,55083,4753,01,FALSE,FALSE
01075,35450,14133,6832,7301,729,1005,805,762,815,1461,1726,1950,1087,1021,1506,973,293,43.7,12350,1565,40,3,0,89,86,0,0,0,12436,1651,40,3,0,89,196,0.22153794954980732,10017,880,1387,3715,2216,667,686,466,428,7142,1043,1275,232,1890,1865,117,77,3376,1686,2881,3320,2048,1084,4664,6583,7861,7155,5491,Greater Appalachia,604.8462672877756,5465.0,5795.0,330.0,638,39,599,261,323000,Noncore (nonmetropolitan),Noncore (nonmetropolitan),"Without a city of 10,00 or more (nonmetropolitan)",11042,8902,NA,NA,01,FALSE,FALSE
01077,43125,92737,44419,48318,4982,5290,5394,6279,7922,10489,10795,12488,6644,5944,9276,5180,2054,41.1,80613,9239,405,672,9,204,821,352,169,44,82113,10136,877,854,102,336,2229,0.23195846102183293,62870,3138,6733,21416,14170,3703,8049,5661,631,40385,6243,9326,1079,20038,10395,1723,907,14567,3062,4585,7436,5986,3173,20524,29046,36323,42517,43535,Greater Appalachia,667.6996219202787,40922.0,43561.0,2639.0,2680,111,2569,1025,1418000,Small metro,Small metro,Small metro,54063,40963,1948,679,01,FALSE,FALSE
01079,40003,33586,16421,17165,1769,2482,1967,1979,2097,3827,4261,5189,2719,1990,3293,1605,408,41.7,25978,3848,1826,37,0,20,280,1194,21,51,27706,4197,3073,158,64,276,697,0.36841794602486055,23292,1748,3171,9464,4689,1630,1803,787,544,14888,2272,3503,712,5994,3815,221,136,6872,1017,2335,2603,1752,246,7292,8899,11381,11267,9945,Greater Appalachia,690.6774366959631,13236.0,14191.0,955.0,1467,99,1368,569,763000,Small metro,Small metro,Small metro,17919,15711,87,NA,01,FALSE,FALSE
01081,44570,150982,74277,76705,8935,9561,8886,13166,22487,21822,18477,17601,7454,7584,9266,4315,1428,30.3,105518,35095,231,4947,0,2603,766,809,340,68,107543,36414,1328,5666,93,2754,5615,0.4532412133274546,87947,3223,6825,22389,18989,6596,17110,12815,834,53890,5315,12607,2348,49564,15718,8260,6305,17506,7088,8614,8976,6127,7027,25031,32917,43140,54468,78351,Deep South,607.5519546151955,71579.0,75401.0,3822.0,3394,145,3249,1140,1861000,Small metro,Small metro,"With a city of 10,000 or more (nonmetropolitan)",56996,30090,2872,830,01,FALSE,FALSE
01083,49570,88805,44626,44179,5377,5567,6154,5748,4955,12061,12374,13645,6117,4951,7194,3453,1209,39.0,71980,11426,470,1106,18,1814,766,544,312,20,73903,12294,1075,1473,121,2019,5137,0.3195937561512888,61004,3930,6384,19553,12825,4134,9303,4875,708,39152,4518,8390,1362,18285,10648,4107,2152,11832,1762,4475,7062,6529,3597,14060,18271,27052,28976,35604,Greater Appalachia,559.9394282665171,38913.0,41109.0,2196.0,2141,134,2007,791,1122000,Medium metro,Medium metro,Medium metro,43018,33582,2462,591,01,FALSE,FALSE
01085,25876,10742,5125,5617,731,445,911,705,745,1235,1152,1578,854,613,1063,525,185,39.5,2739,7955,0,0,0,0,0,19,0,0,2787,7984,48,0,0,0,36,0.389034907684197,7205,512,1351,2540,1304,479,735,284,591,3012,788,1004,329,3523,1446,25,9,2159,700,706,995,893,1012,3999,3607,4126,4921,3970,Deep South,715.9114614455872,3526.0,3934.0,408.0,806,62,744,329,435000,Medium metro,Medium metro,"Without a city of 10,00 or more (nonmetropolitan)",6217,2439,NA,NA,01,FALSE,FALSE
01087,30738,20018,9166,10852,978,1001,1023,2238,2396,1994,1956,2469,1287,1449,1853,933,441,37.5,3370,16271,62,43,0,119,77,27,11,28,3490,16381,117,59,0,124,313,0.3104669050172806,12382,770,1529,3825,3095,769,1352,1042,574,5054,1293,1787,715,8168,2448,262,79,3528,424,252,246,137,NA,8275,8262,9173,8359,7618,Deep South,608.9081847809422,7585.0,8214.0,629.0,1125,90,1035,416,596000,Noncore (nonmetropolitan),Micropolitan (nonmetropolitan),"With a city of 10,000 or more (nonmetropolitan)",9583,2695,100,233,01,FALSE,FALSE
01089,57993,346438,169422,177016,20508,21254,22762,24076,24562,47209,43228,53986,23139,19716,25977,14777,5244,37.8,238799,83437,2039,8622,144,2929,2034,2628,2148,591,247199,87866,6004,11863,931,4097,16214,0.46133362679799084,233276,6400,15279,49752,50606,19403,57690,34146,855,140393,15787,34112,5074,86548,40638,18549,9526,43509,12371,23396,34291,30250,20756,93073,108333,164409,197049,245396,Greater Appalachia,801.6087313972379,165947.0,175098.0,9151.0,6955,432,6523,2356,3789000,Medium metro,Medium metro,Medium metro,168830,105503,14157,4137,01,FALSE,FALSE
01091,32042,20306,9452,10854,1194,1101,1592,1376,1260,2096,2373,2772,1406,1406,2065,1287,378,42.2,9482,10443,24,29,0,246,51,15,0,16,9548,10510,55,29,0,246,459,0.5147869174006229,13783,758,1361,5782,2859,918,1333,772,565,7290,1642,1921,542,5057,2414,224,200,4735,2029,2055,2677,2522,1465,8605,8821,9485,10576,9648,Deep South,976.8818273339881,7328.0,7921.0,593.0,1521,101,1420,582,851000,Noncore (nonmetropolitan),Noncore (nonmetropolitan),"Without a city of 10,00 or more (nonmetropolitan)",16244,10671,386,218,01,FALSE,FALSE
