County,MedianHouseholdIncome,TotalPopulation,Male,Female,Age0_4,Age5_9,Age10_14,Age15_19,Age20_24,Age25_34,Age35_44,Age45_54,Age55_59,Age60_64,Age65_74,Age75_84,Age85,MedianAge,WhiteAlone,BlackAlone,AmericanIndianAlaskaNativeAlone,AsianAlone,NativeHawaiianPacificIslanderAlone,OtherRaceAlone,WhiteBlack,WhiteAmericanIndianAlaskaNative,WhiteAsian,BlackAmericanIndianAlaskaNative,White,Black,AmericanIndianAlaskaNative,Asian,NativeHawaiianPacificIslander,OtherRace,Hispanic,SimpsonDiversityIndex,Population25Plus,EdK8,Ed9_12,EdHS,EdCollNoDegree,EdAssocDegree,EdBachelorDegree,EdGraduateDegree,MedianHousingCosts,Married,Widowed,Divorced,Separated,NeverMarried,Uninsured,ForeignBorn,NonCitizen,Disability,MfgEmp1970,MfgEmp1980,MfgEmp1990,MfgEmp2001,MfgEmp2015,TotalEmp1970,TotalEmp1980,TotalEmp1990,TotalEmp2001,TotalEmp2015,WoodardAmericanNation,LandAreaSqMiles,Employment,LaborForce,Unemployment,TotalSSI,AgedSSI,BlindDisabledSSI,OASDI,SSIPayments,NCHS_UrbanRural2013,NCHS_UrbanRural2006,NCHS_UrbanRural1990,TotalReligiousAdherents,EvangelicalAdherents,CatholicAdherents,MormonAdherents,State,FoundryCounty,MexicanBorderCounty
48139,62465,157058,77570,79488,10409,12610,12391,12081,10206,19372,21181,22288,9835,8844,11043,4949,1849,35.7,127684,14518,1657,957,0,7815,1070,1657,456,165,131694,16095,3709,1643,82,8580,38824,0.3242056741224616,99361,6820,8461,29503,26167,7376,14796,6238,1035,70069,5839,11922,2676,31142,28244,13373,9473,18219,4033,6937,7796,10478,10926,18119,23425,33846,50626,74916,Greater Appalachia,935.6590554222383,81332.0,84338.0,3006.0,2932,212,2720,787,1609000,Large fringe metro,Large fringe metro,Large fringe metro,77746,47380,17381,1147,48,FALSE,FALSE
48141,41637,831095,406117,424978,67527,64061,67014,66342,70698,117207,105726,99799,45437,36332,49706,30308,10938,31.6,688335,29361,5185,9132,399,79816,3300,2876,3608,281,703972,34251,9150,14253,2341,86211,675674,0.302057888305324,495453,74302,46041,121206,112750,35527,72967,32660,772,297272,34155,68942,22770,208723,203810,209210,120837,106925,23896,36281,41796,35936,18954,149223,213600,267889,322730,421906,El Norte,1013.1878519586475,335613.0,352515.0,16902.0,29860,8604,21256,13775,13919000,Medium metro,Medium metro,Medium metro,462176,87056,345950,12549,48,FALSE,TRUE
48143,41416,40039,19692,20347,2525,2552,2039,4125,6085,4653,4003,4583,2120,1995,2934,1713,712,30.3,36382,585,233,271,0,1761,209,467,33,14,37134,824,714,329,25,1820,7975,0.17073390878929817,22713,1741,1806,6146,5609,1374,4201,1836,707,15342,1613,3194,428,12346,8545,3467,2174,4245,362,979,1456,2010,1911,7330,10996,14915,20234,24084,Greater Appalachia,1083.0905601958154,19536.0,20276.0,740.0,557,44,513,194,257000,Micropolitan (nonmetropolitan),Micropolitan (nonmetropolitan),"With a city of 10,000 or more (nonmetropolitan)",21321,16480,1100,528,48,FALSE,FALSE
48145,36079,17410,8192,9218,1064,982,1069,1102,1250,2167,2207,2473,1107,1124,1563,909,393,39.8,12293,4313,20,42,9,409,90,155,15,39,12578,4442,214,57,13,430,3850,0.43346730398264566,11943,1146,1690,4503,2648,545,1047,364,487,6004,1287,1930,343,4717,3206,1043,706,2810,272,569,417,331,154,6251,6758,6403,7151,6509,Deep South,765.4844384950832,6227.0,6516.0,289.0,735,70,665,273,379000,Medium metro,Noncore (nonmetropolitan),"Without a city of 10,00 or more (nonmetropolitan)",8440,4251,2179,NA,48,FALSE,FALSE
48147,44071,33748,17810,15938,1827,2034,2057,2146,2154,3976,4043,4888,2406,1983,3649,1756,829,41.3,29600,2296,100,186,0,616,182,571,41,7,30525,2524,695,237,28,726,3474,0.22155200092066418,23530,1337,2793,8277,5724,1634,2356,1409,690,14472,2087,4035,640,6596,5433,1558,1200,5101,1645,1132,1414,1352,797,8781,9293,10283,12946,13800,Greater Appalachia,890.8322492009061,15174.0,15755.0,581.0,853,68,785,300,437000,Noncore (nonmetropolitan),Micropolitan (nonmetropolitan),"Without a city of 10,00 or more (nonmetropolitan)",21084,16946,943,341,48,FALSE,FALSE
48149,47808,24849,12267,12582,1304,1653,1377,1452,1206,2261,2428,3541,2070,1812,3133,1732,880,47.6,22373,1797,3,28,0,480,35,49,0,4,22479,1886,82,28,8,552,4877,0.18759678052484063,17857,1739,1888,6591,3642,1136,2055,806,579,11427,1764,2216,205,4903,3873,1788,1192,3239,375,874,858,1164,1081,8116,11423,13273,15310,17322,Deep South,950.0081247850394,11821.0,12278.0,457.0,448,61,387,162,202000,Noncore (nonmetropolitan),Noncore (nonmetropolitan),"Without a city of 10,00 or more (nonmetropolitan)",18806,4838,9555,NA,48,FALSE,FALSE
48151,41406,3858,1826,2032,259,188,239,237,265,433,404,370,317,222,497,326,101,41.9,3452,136,5,18,0,176,11,31,2,0,3512,154,43,23,8,188,1197,0.19661039754273468,2670,248,204,891,670,222,313,122,472,1726,273,355,102,717,780,91,71,585,248,288,123,NA,NA,3090,2735,2415,2158,1992,Greater Appalachia,898.9410771685232,1663.0,1735.0,72.0,96,15,81,42,46000,Noncore (nonmetropolitan),Noncore (nonmetropolitan),"Without a city of 10,00 or more (nonmetropolitan)",3653,2702,449,NA,48,FALSE,FALSE
48153,41026,6178,3020,3158,439,491,515,399,371,700,664,731,403,341,613,353,158,37.3,5658,181,5,5,0,147,62,69,12,0,5840,243,74,17,0,186,3446,0.15437952414856992,3963,588,449,1153,873,243,512,145,552,2698,317,412,189,1117,1369,531,375,872,75,219,189,96,70,4882,4530,3766,3410,2879,Greater Appalachia,992.1425001104789,2511.0,2637.0,126.0,175,28,147,84,78000,Noncore (nonmetropolitan),Noncore (nonmetropolitan),"Without a city of 10,00 or more (nonmetropolitan)",5028,2499,1170,NA,48,FALSE,FALSE
48155,36477,1197,591,606,68,62,84,74,5,86,139,208,15,104,176,125,51,49.1,1085,35,0,11,0,66,0,0,0,0,1085,35,0,11,0,66,139,0.17440007705144234,904,48,135,254,229,33,149,56,450,453,124,179,20,207,137,33,16,323,NA,115,111,NA,NA,1279,1154,1047,864,768,Greater Appalachia,704.3965290347686,489.0,511.0,22.0,35,NA,NA,17,18000,Noncore (nonmetropolitan),Noncore (nonmetropolitan),"Without a city of 10,00 or more (nonmetropolitan)",1392,1172,32,NA,48,FALSE,FALSE
48157,89152,658331,323468,334863,45664,53913,54130,49785,38082,82034,101292,96623,43737,34073,38284,15546,5168,35.5,345668,137227,1501,121050,43,35653,3240,1621,4815,200,358951,142921,4132,128796,1238,40440,158162,0.6339457793143971,416757,22531,23848,72934,86990,28262,116719,65473,1441,296214,19680,38856,9588,140285,97080,175191,80726,51082,3916,14931,8043,12223,15906,17977,46906,73471,140883,284333,Deep South,861.8699324282771,336982.0,354672.0,17690.0,10385,3130,7255,2725,5451000,Large fringe metro,Large fringe metro,Large fringe metro,236412,76590,81096,5537,48,FALSE,FALSE
48159,41537,10599,5383,5216,628,587,975,653,497,961,1269,1450,740,765,1185,747,142,43.5,9459,536,54,4,0,252,60,48,0,0,9706,631,119,4,29,409,1415,0.20190480802971855,7259,467,609,2434,1948,490,795,516,624,4852,589,1085,101,1783,1901,643,420,2342,243,200,226,172,NA,1878,2242,2971,4467,4917,Greater Appalachia,284.3913857879928,4206.0,4419.0,213.0,173,19,154,67,86000,Noncore (nonmetropolitan),Noncore (nonmetropolitan),"Without a city of 10,00 or more (nonmetropolitan)",4381,2568,611,NA,48,FALSE,FALSE
48161,44301,19586,10230,9356,1148,1316,1272,1246,964,2170,2567,2715,1346,1299,2029,1113,401,41.4,15629,3174,182,54,0,259,94,91,10,30,15826,3312,303,111,38,284,2829,0.33763587627311187,13640,697,1784,4619,3693,1174,1185,488,610,8353,1426,2060,380,3646,3622,1355,1100,3145,140,137,322,211,186,5180,6393,6885,8721,9615,Greater Appalachia,877.7306245622467,6149.0,6567.0,418.0,421,42,379,159,218000,Noncore (nonmetropolitan),Noncore (nonmetropolitan),"Without a city of 10,00 or more (nonmetropolitan)",8986,5862,662,NA,48,FALSE,FALSE
48163,36404,18168,10723,7445,1200,1296,1070,1679,1962,2868,2091,2180,781,816,1287,633,305,31.5,13312,760,11,81,0,3864,43,47,11,0,13452,803,58,92,0,3903,14184,0.4127195297191564,10961,1975,1798,3701,2062,543,772,110,587,6001,642,1402,394,6162,3584,940,397,2558,37,46,121,99,221,3724,5044,5669,5731,9843,El Norte,1133.5007677306237,7993.0,8384.0,391.0,720,147,573,343,335000,Noncore (nonmetropolitan),Noncore (nonmetropolitan),"Without a city of 10,00 or more (nonmetropolitan)",10121,1469,7850,NA,48,FALSE,FALSE
48165,57635,18916,9556,9360,1893,1581,2094,1660,1003,2711,2268,2227,988,719,930,580,262,28.9,17295,349,80,95,0,819,123,39,2,0,17514,472,139,117,79,854,7412,0.16304660600487175,10685,2763,1444,2982,1590,640,905,361,614,8089,841,1108,240,3057,6377,4567,3007,2338,254,158,130,170,209,5151,6492,6044,7318,10530,Greater Appalachia,1502.364148345993,8950.0,9258.0,308.0,307,73,234,168,124000,Noncore (nonmetropolitan),Noncore (nonmetropolitan),"Without a city of 10,00 or more (nonmetropolitan)",10944,8097,2170,121,48,FALSE,FALSE
48167,62313,308163,152405,155758,20190,21027,22103,20985,19967,40242,40141,45160,21452,18757,22795,11091,4253,37.5,240126,41017,1107,10200,18,7458,2592,1964,928,80,247134,44300,3583,12082,271,9368,72332,0.36919376155008987,203891,10099,15336,49929,50817,18024,38853,20833,1039,124625,13711,30116,5631,71004,49058,29991,17608,39860,11550,11482,9075,8186,7081,65843,83037,96351,117110,152065,Deep South,378.94517208257275,151084.0,159310.0,8226.0,6772,715,6057,2095,3633000,Large fringe metro,Large fringe metro,Large fringe metro,157705,61765,57907,4710,48,FALSE,FALSE
48169,48508,6410,4247,2163,273,315,273,340,332,1028,1390,1130,421,248,295,316,49,39.4,5445,318,48,4,10,393,29,4,0,9,5493,356,61,115,34,543,3590,0.2976540115582831,4877,1290,677,1357,927,169,262,195,524,2591,228,716,300,1715,941,490,395,522,437,391,42,47,40,2591,2752,2664,2578,3097,Greater Appalachia,893.4136931006835,2006.0,2081.0,75.0,107,14,93,33,54000,Noncore (nonmetropolitan),Noncore (nonmetropolitan),"Without a city of 10,00 or more (nonmetropolitan)",2794,1837,408,NA,48,FALSE,FALSE
48171,54859,25398,12385,13013,1239,1236,1606,1383,1206,2077,2329,3252,1745,2236,3648,2406,1035,50.6,24070,86,88,49,0,474,241,309,11,0,24701,327,397,60,24,520,5426,0.09864126038762655,18728,1334,1152,4979,4087,928,4249,1999,828,12748,2153,2174,128,4114,4317,2561,1539,4015,380,571,740,677,1152,5456,7328,9518,13541,19790,Greater Appalachia,1058.2118521356458,12437.0,12799.0,362.0,293,32,261,99,138000,Micropolitan (nonmetropolitan),Noncore (nonmetropolitan),"Without a city of 10,00 or more (nonmetropolitan)",14872,3929,6448,258,48,FALSE,FALSE
48173,67303,1180,655,525,42,113,105,114,20,98,195,121,144,54,80,75,19,38.8,1066,0,0,0,0,114,0,0,0,0,1066,0,0,0,0,114,402,0.17455328928468838,786,92,71,203,180,47,173,20,663,667,26,26,0,201,218,204,140,56,NA,NA,11,NA,NA,640,740,787,823,1063,Greater Appalachia,900.2176366981687,733.0,762.0,29.0,NA,NA,NA,NA,NA,Micropolitan (nonmetropolitan),Noncore (nonmetropolitan),"Without a city of 10,00 or more (nonmetropolitan)",638,101,500,NA,48,FALSE,FALSE
48175,51226,7410,3653,3757,328,438,531,507,408,595,850,1057,632,561,861,521,121,45.8,5350,416,0,5,0,1550,28,34,0,0,5429,444,34,5,10,1567,2632,0.4271573917082214,5198,271,327,2055,1325,497,472,251,525,3521,599,513,67,1418,847,147,100,1334,NA,10,NA,NA,57,1854,2544,2690,3150,3550,El Norte,852.0110883168471,3424.0,3607.0,183.0,178,28,150,77,89000,Small metro,Small metro,"Without a city of 10,00 or more (nonmetropolitan)",4466,1312,2271,NA,48,FALSE,FALSE
48177,42983,20172,10122,10050,1404,1607,1512,1468,1263,2258,2317,2635,1500,956,1900,849,503,38.1,11381,1352,59,19,0,6804,154,84,13,0,11919,1511,172,43,36,7074,9901,0.5486689516059062,12918,2111,1491,4351,2753,429,1299,484,588,7997,1315,1706,454,4163,4953,2688,2344,4022,678,1299,1029,801,1133,7659,9596,9422,10112,11795,Greater Appalachia,1066.6863146007122,9068.0,9451.0,383.0,526,72,454,216,242000,Noncore (nonmetropolitan),Noncore (nonmetropolitan),"Without a city of 10,00 or more (nonmetropolitan)",11292,4916,3144,510,48,FALSE,FALSE
48179,43288,22983,12253,10730,1648,1640,1586,1451,1292,3172,3035,2964,1466,1164,1826,1204,535,37.0,19728,1093,294,101,24,1076,225,184,17,38,20316,1383,563,166,72,1216,6068,0.25952190380911844,15366,1152,1847,5067,3889,1318,1505,588,595,9435,1340,2336,507,4491,4397,1997,1403,3326,2509,2156,1358,1161,1421,12763,13933,13463,11175,12703,Greater Appalachia,925.9740090200477,7715.0,8249.0,534.0,349,32,317,141,169000,Micropolitan (nonmetropolitan),Micropolitan (nonmetropolitan),"With a city of 10,000 or more (nonmetropolitan)",20285,15159,2358,414,48,FALSE,FALSE
48181,47952,122780,59917,62863,7614,7917,8695,8404,7878,14318,14259,17002,8422,7959,11700,6111,2501,40.2,106650,7325,1583,1335,41,2378,1004,1374,226,44,109741,8550,3160,1745,178,2958,15071,0.23946282173922562,82272,3795,6802,26300,21646,6998,10704,6027,781,51544,6800,13600,2267,24343,22099,7367,5152,19769,10851,13443,11334,8798,5912,38706,44931,49556,59965,67554,Greater Appalachia,932.8213674886994,59185.0,61374.0,2189.0,3031,162,2869,999,1659000,Small metro,Small metro,Small metro,71633,50271,5952,1174,48,FALSE,FALSE
48183,47639,123178,60328,62850,9348,8698,8669,8355,9202,16776,14925,15602,7893,6632,9041,5552,2485,35.4,91980,24814,523,1738,0,1731,809,498,136,189,93904,25857,1266,1958,271,2200,21824,0.3966090501747599,78906,4760,7777,22242,21366,6618,11053,5090,773,45241,6945,12733,3569,27878,24142,10770,8002,17864,7002,9729,9435,11373,8674,36885,59448,66649,85256,103608,Deep South,273.37214368416755,56574.0,60008.0,3434.0,4611,229,4382,1365,2482000,Small metro,Small metro,Small metro,99479,64326,15271,1621,48,FALSE,FALSE
48185,46195,26961,14823,12138,1332,1573,2221,1589,1570,3268,3477,3914,1832,1898,2570,1201,516,40.7,20136,4304,331,22,0,1414,32,256,241,49,20840,4393,668,265,0,1580,6105,0.40686819086565196,18676,1807,2240,6696,4700,1087,1432,714,587,10088,1550,3101,699,6376,4856,2426,1635,3400,245,803,1083,1836,2222,4475,7284,8263,10506,13315,Deep South,787.4704213033572,10343.0,11045.0,702.0,738,67,671,252,405000,Noncore (nonmetropolitan),Noncore (nonmetropolitan),"Without a city of 10,00 or more (nonmetropolitan)",13008,4622,7123,154,48,FALSE,FALSE
48187,62420,143460,70832,72628,9344,10706,11088,11298,8563,17674,19882,20634,8949,7114,10767,5630,1811,36.6,112850,10305,558,2366,0,13051,921,697,780,236,116477,12227,1720,3696,303,13972,52644,0.36750055032789897,92461,4786,6872,27426,21274,7992,15763,8348,1001,61328,6515,12018,2022,30439,21195,10129,5456,17703,1215,3430,4250,5540,7494,10841,17613,23358,35158,53683,Greater Appalachia,711.274743243559,71296.0,73896.0,2600.0,1966,221,1745,637,967000,Large fringe metro,Large fringe metro,Large fringe metro,44694,21414,15094,809,48,FALSE,FALSE
48189,43375,35504,18337,17167,2829,2605,2958,2846,2938,4787,4182,4318,2118,1497,2356,1546,524,32.5,29843,1742,245,151,0,1575,310,1082,50,163,31518,2271,1536,256,16,1864,20563,0.28424259502753335,21328,3130,2766,6878,4445,975,1943,1191,593,13664,1572,3172,840,7890,7206,3635,2482,3685,728,2104,2169,2662,746,15158,18265,17112,19127,16846,Greater Appalachia,1004.6823688878205,11696.0,12343.0,647.0,932,145,787,384,430000,Micropolitan (nonmetropolitan),Micropolitan (nonmetropolitan),"With a city of 10,000 or more (nonmetropolitan)",33500,21750,9094,514,48,FALSE,FALSE
48191,30950,3203,1605,1598,102,212,292,320,182,196,313,426,208,223,404,231,94,44.7,2616,239,1,10,0,200,89,13,17,0,2753,328,14,27,0,218,1092,0.30662250349600206,2095,334,222,585,580,108,187,79,367,1275,205,413,21,680,810,384,280,635,146,32,18,87,NA,3165,2433,1831,1939,1678,Greater Appalachia,883.4919417505898,1030.0,1108.0,78.0,84,13,71,40,38000,Noncore (nonmetropolitan),Noncore (nonmetropolitan),"Without a city of 10,00 or more (nonmetropolitan)",2190,1631,140,NA,48,FALSE,FALSE
48193,42432,8266,4040,4226,410,380,580,522,395,694,867,1047,606,614,1092,705,354,48.6,8015,84,32,20,0,47,0,66,0,0,8081,84,98,20,2,47,924,0.059064515132791096,5979,471,684,1985,1190,377,920,352,584,3869,634,910,166,1317,1269,344,212,1949,209,276,223,244,224,3600,3822,4031,4963,4953,Greater Appalachia,835.9143939409039,3309.0,3472.0,163.0,174,18,156,66,93000,Noncore (nonmetropolitan),Noncore (nonmetropolitan),"Without a city of 10,00 or more (nonmetropolitan)",5009,4022,190,NA,48,FALSE,FALSE
48195,44219,5559,2787,2772,406,524,447,403,314,616,682,736,371,234,458,288,80,36.4,5245,7,21,20,0,177,0,13,5,0,5334,7,34,25,0,248,2515,0.10611361087481652,3465,509,347,1025,746,166,523,149,580,2543,259,330,100,949,967,1023,831,683,49,21,39,57,67,3498,3259,3571,3461,3793,Midlands,919.8098787851609,2841.0,2932.0,91.0,46,12,34,21,19000,Noncore (nonmetropolitan),Noncore (nonmetropolitan),"Without a city of 10,00 or more (nonmetropolitan)",4713,2173,1200,NA,48,FALSE,FALSE
48197,37174,3992,1935,2057,138,253,323,260,157,515,458,538,400,241,393,223,93,42.3,3401,355,0,9,0,150,26,24,0,0,3478,390,33,9,0,177,813,0.26476293778892424,2861,229,361,948,688,129,399,107,447,1682,288,502,131,679,736,246,223,879,359,374,210,NA,NA,3305,2933,2477,2335,2106,Greater Appalachia,695.1141520491185,1510.0,1572.0,62.0,124,17,107,47,69000,Noncore (nonmetropolitan),Noncore (nonmetropolitan),"Without a city of 10,00 or more (nonmetropolitan)",3873,2931,90,NA,48,FALSE,FALSE
48199,52614,55375,27325,28050,3607,4031,3935,3600,3177,6876,7019,7722,3845,3373,4889,2447,854,38.9,50446,3216,188,351,10,606,102,273,99,0,50990,3340,471,478,22,668,2872,0.16615847274843454,37025,1459,3608,14146,9391,2703,4016,1702,630,25580,3548,4731,745,9242,9849,790,454,8390,1399,1595,898,1161,1003,6920,10502,11196,16332,20837,Deep South,890.5862839788215,23953.0,25379.0,1426.0,1254,64,1190,433,663000,Medium metro,Medium metro,Medium metro,29882,21993,3214,849,48,FALSE,FALSE
48201,54457,4356362,2166727,2189635,342526,340792,319629,301742,317275,704437,624024,561971,250489,204046,237369,110276,41786,32.8,2749811,821686,19522,286331,913,380495,20768,15552,20038,2833,2827654,855022,41948,317259,7813,407095,1810720,0.5471531799915574,2734398,305685,252482,637839,570815,162181,517569,287827,1016,1582812,147550,331988,100602,1190462,1020251,1103954,734786,402965,136915,208613,162357,193517,203510,861786,1539080,1803273,2324036,3095420,Deep South,1704.857858849349,2154938.0,2270058.0,115120.0,106644,20384,86260,29958,58255000,Large central metro,Large central metro,Large central metro,2389775,1077287,741896,44472,48,FALSE,FALSE
48203,45974,66417,32594,33823,4461,5675,3933,4295,4492,8050,7928,9010,4423,4287,5715,2823,1325,37.5,48436,14389,235,349,0,1842,310,412,160,8,49567,14765,723,526,0,2070,8050,0.4144248629612587,43561,2325,4718,14815,9790,3573,6077,2263,645,27901,3403,6177,1099,13768,12261,4125,3225,8330,7028,8688,7867,4350,6160,18970,23748,25121,26704,35458,Deep South,899.9349728519734,28639.0,30345.0,1706.0,1937,99,1838,606,1095000,Micropolitan (nonmetropolitan),Micropolitan (nonmetropolitan),Small metro,38852,28169,3641,323,48,FALSE,FALSE
48205,63004,6121,3771,2350,326,346,388,308,224,1032,1092,915,405,225,468,269,123,39.3,5121,516,3,8,0,281,67,31,0,5,5308,588,39,8,34,336,1564,0.2814706861442079,4529,311,605,1553,880,215,725,240,731,2794,278,577,147,1265,681,497,392,488,22,NA,13,NA,NA,1195,1128,1493,2004,3303,Midlands,1461.9509376805352,2989.0,3051.0,62.0,10,0,10,NA,5000,Noncore (nonmetropolitan),Noncore (nonmetropolitan),"Without a city of 10,00 or more (nonmetropolitan)",1814,1559,NA,NA,48,FALSE,FALSE
48207,39850,5853,3342,2511,252,323,299,296,290,898,653,759,320,484,584,494,201,43.4,5166,191,20,57,0,254,34,34,21,0,5268,286,54,81,5,327,1474,0.22901602681044286,4393,608,630,1431,874,204,451,195,424,2624,498,453,199,1210,843,148,103,1364,19,115,37,53,60,4388,3617,3464,3447,3118,Greater Appalachia,903.1330307800237,2434.0,2553.0,119.0,171,29,142,83,90000,Noncore (nonmetropolitan),Noncore (nonmetropolitan),"Without a city of 10,00 or more (nonmetropolitan)",6056,4921,577,NA,48,FALSE,FALSE
48209,58583,177562,88420,89142,11027,12556,11675,15563,23127,24244,22845,20929,9921,8657,10834,4779,1405,30.9,150565,6265,704,2508,69,12395,1200,1205,651,55,154941,7858,2282,3754,715,13480,65150,0.27552247320833534,103614,5095,6349,22223,25468,7028,26030,11421,1150,65175,5692,14230,2277,55072,27194,13709,9526,16958,560,1501,2290,3808,4933,11120,16257,25662,52890,94872,Greater Appalachia,677.9871911663472,95956.0,99239.0,3283.0,2168,246,1922,699,1117000,Large fringe metro,Large fringe metro,Medium metro,76673,23425,36801,2256,48,FALSE,FALSE
48211,62813,4115,2021,2094,299,409,424,251,185,500,549,460,258,194,322,138,126,34.4,3581,43,19,13,0,357,4,30,0,0,3683,49,49,15,0,423,1358,0.22761375713126564,2547,198,251,657,709,111,507,114,677,2028,131,194,39,591,975,515,405,388,44,134,24,31,62,1681,3107,2179,2260,3857,Midlands,906.2860224779731,1931.0,1998.0,67.0,26,NA,NA,NA,13000,Noncore (nonmetropolitan),Noncore (nonmetropolitan),"Without a city of 10,00 or more (nonmetropolitan)",2984,2045,321,NA,48,FALSE,FALSE
48213,41607,79016,38598,40418,4442,4850,5104,5036,4605,8110,8816,10651,5995,5317,9438,4983,1669,43.4,70570,5376,491,468,0,915,299,476,66,0,71585,5714,1137,573,82,1154,9218,0.19866234024304674,54979,3948,5987,18832,13159,3987,6331,2735,699,35347,5299,8594,1292,14023,16529,4338,3233,13677,1604,2168,1860,2299,2311,9109,13866,18532,26230,30687,Deep South,873.7643067358529,33197.0,34801.0,1604.0,2570,144,2426,815,1406000,Micropolitan (nonmetropolitan),Micropolitan (nonmetropolitan),Large fringe metro,40050,26143,8560,559,48,FALSE,FALSE
48215,34782,819217,399234,419983,79075,77064,77187,70889,63510,109051,107379,86154,35740,30224,46412,26943,9589,28.8,748844,5080,2459,8535,13,47553,822,842,612,0,754977,6212,3366,9615,257,51714,745749,0.16073329159956184,451492,107346,63828,104889,78675,21180,53684,21890,615,298804,31052,42184,24607,189829,281661,233438,172024,109136,3512,9432,13788,12246,8552,55167,99240,134822,220960,361922,El Norte,1570.8992742417356,312546.0,335128.0,22582.0,42644,11139,31505,19941,20028000,Medium metro,Medium metro,Medium metro,377462,75327,269071,10092,48,FALSE,TRUE
48217,41382,34923,17174,17749,2123,2382,2361,2355,1979,3729,3800,4603,2459,2277,3986,2190,679,42.4,31243,2523,195,148,0,466,77,150,31,0,31572,2611,345,189,8,548,6794,0.19299461165378307,23723,2012,2870,7858,5583,1888,2340,1172,635,15039,2188,3451,1010,6369,7171,2493,1941,6142,1337,1346,1068,1325,981,9413,9477,10135,14950,15796,Greater Appalachia,958.867359287168,15007.0,15670.0,663.0,964,79,885,332,502000,Noncore (nonmetropolitan),Noncore (nonmetropolitan),"Without a city of 10,00 or more (nonmetropolitan)",18821,14202,915,328,48,FALSE,FALSE
48219,50665,23322,11489,11833,1689,1860,1717,1923,1949,3034,2480,2880,1414,1239,1785,1010,342,32.8,19730,821,252,84,0,1800,137,62,17,83,20228,1076,418,119,6,2118,10709,0.2773998470977631,14184,1434,1721,3712,3858,1228,1594,637,647,9642,1282,1589,469,5092,5102,1554,1252,3448,187,207,167,186,297,8335,9927,11610,11953,14239,Greater Appalachia,908.3917823402281,10551.0,11015.0,464.0,518,56,462,190,265000,Micropolitan (nonmetropolitan),Micropolitan (nonmetropolitan),"With a city of 10,000 or more (nonmetropolitan)",17442,12366,3882,NA,48,FALSE,FALSE
48221,56100,53171,26267,26904,2820,2789,3492,2941,2842,5417,5205,7198,4398,3656,7062,4092,1259,46.9,49800,435,433,333,0,1657,64,275,94,0,50303,509,708,427,0,1737,6040,0.12061887532880888,38287,1755,2673,10874,10956,2260,6564,3205,852,25693,3614,6126,837,7844,8771,2781,2123,7846,84,230,193,499,1001,2323,5458,9692,16932,28749,Greater Appalachia,420.65285278462784,23823.0,24926.0,1103.0,785,43,742,248,405000,Large fringe metro,Micropolitan (nonmetropolitan),Large fringe metro,29107,18218,3450,778,48,FALSE,FALSE
48223,44396,35645,17589,18056,2425,2333,2750,2312,2115,4129,4226,4815,2476,2022,3343,2088,611,39.2,30282,2436,139,253,0,1879,290,223,0,0,30889,2767,387,288,51,1930,5695,0.2675753552198781,23710,1866,2328,8844,5405,1431,2491,1345,644,16151,2195,3067,422,6303,7799,3060,2116,6070,2249,2201,1194,1454,1570,10079,12170,14402,16970,19807,Greater Appalachia,767.1919864902233,16501.0,17174.0,673.0,954,71,883,349,485000,Micropolitan (nonmetropolitan),Micropolitan (nonmetropolitan),"With a city of 10,000 or more (nonmetropolitan)",22274,14942,3860,319,48,FALSE,FALSE
48225,32698,22949,12227,10722,1181,1146,1381,1186,1349,2457,2932,3440,1791,1421,2522,1510,633,44.5,15459,5865,22,34,0,1107,219,161,11,41,15874,6128,230,48,0,1134,2431,0.46941034104047674,16706,1031,1894,6229,3954,1169,1829,600,562,8447,2078,2674,558,5464,3493,693,417,3685,770,1314,1180,871,660,7162,9990,10003,11806,11326,Deep South,1231.0049756810251,9634.0,10083.0,449.0,887,72,815,319,472000,Noncore (nonmetropolitan),Noncore (nonmetropolitan),"Without a city of 10,00 or more (nonmetropolitan)",12561,7982,1411,143,48,FALSE,FALSE
48227,49575,36105,20496,15609,2177,2378,2243,2224,2858,5175,4974,5370,2172,1984,2424,1582,544,36.9,30188,2109,436,337,0,1927,300,164,13,30,31059,2483,671,435,147,2378,14394,0.292864270615649,24225,2156,3164,7577,6317,1902,2251,858,631,13159,2227,4191,1084,8675,5553,1089,546,5449,1460,1907,1107,1241,1215,17881,16807,15648,16310,16997,Greater Appalachia,900.7914485994011,12287.0,13022.0,735.0,846,72,774,305,442000,Micropolitan (nonmetropolitan),Micropolitan (nonmetropolitan),"With a city of 10,000 or more (nonmetropolitan)",19901,12589,4500,383,48,FALSE,FALSE
48229,26384,3330,1645,1685,221,308,173,260,130,464,360,425,273,179,341,154,42,39.6,3020,42,0,26,0,180,0,37,0,5,3077,61,56,26,0,186,2612,0.1802264940216377,2238,627,463,549,360,55,143,41,379,1319,221,171,100,817,746,883,669,749,NA,NA,42,11,NA,1219,1232,1175,1375,1690,El Norte,4570.525049820624,1146.0,1221.0,75.0,183,74,109,115,84000,Medium metro,Noncore (nonmetropolitan),"Without a city of 10,00 or more (nonmetropolitan)",1768,262,1460,NA,48,FALSE,TRUE
