name,idealogy_icon,city,state,statewide,headquarters,lat,long,splc_group,splc_ideology
Loyal White Knights of the Ku Klux Klan,kkk,Baton Rouge,Louisiana,0,0,30.45,-91.14,,"<a href=""https://edit.splcenter.org/fighting-hate/extremist-files/ideology/ku-klux-klan"">Ku Klux Klan</a>"
European-American Evangelistic Crusades,other,Sheridan,California,0,1,38.97,-121.37,,"<a href=""https://edit.splcenter.org/fighting-hate/extremist-files/ideology/general-hate"">General Hate</a>"
National Socialist Movement,neo-nazi,,Kentucky,1,0,37.83,-84.27,"<a href=""https://edit.splcenter.org/fighting-hate/extremist-files/group/national-socialist-movement"">National Socialist Movement</a>","<a href=""https://edit.splcenter.org/fighting-hate/extremist-files/ideology/neo-nazi"">Neo-Nazi</a>"
Citizens for National Security,anti-muslim,Boca Raton,Florida,0,1,26.360597,-80.174669,,"<a href=""https://edit.splcenter.org/fighting-hate/extremist-files/ideology/anti-muslim"">Anti-Muslim</a>"
Nation of Islam,black-separatist,Augusta,Georgia,0,0,33.46,-82,"<a href=""https://edit.splcenter.org/fighting-hate/extremist-files/group/nation-islam"">Nation of Islam</a>","<a href=""https://edit.splcenter.org/fighting-hate/extremist-files/ideology/black-separatist"">Black Separatist</a>"
Crew 38,racist-skinhead,Chicago,Illinois,0,0,41.85,-87.65,,"<a href=""https://edit.splcenter.org/fighting-hate/extremist-files/ideology/racist-skinhead"">Racist Skinhead</a>"
Crew 38,racist-skinhead,,New Hampshire,1,0,43.19,-71.57,,"<a href=""https://edit.splcenter.org/fighting-hate/extremist-files/ideology/racist-skinhead"">Racist Skinhead</a>"
Crew 38,racist-skinhead,Wichita,Kansas,0,0,37.68,-97.33,,"<a href=""https://edit.splcenter.org/fighting-hate/extremist-files/ideology/racist-skinhead"">Racist Skinhead</a>"
Golden Dawn,neo-nazi,Astoria,New York,0,0,40.763372,-73.910997,,"<a href=""https://edit.splcenter.org/fighting-hate/extremist-files/ideology/neo-nazi"">Neo-Nazi</a>"
Samanta Roy Institute of Science and Technology,other,Shawano,Wisconsin,0,1,44.78,-88.6,,"<a href=""https://edit.splcenter.org/fighting-hate/extremist-files/ideology/general-hate"">General Hate</a>"
War On The Horizon,black-separatist,Washington,District of Columbia,0,1,38.837233,-77.016143,,"<a href=""https://edit.splcenter.org/fighting-hate/extremist-files/ideology/black-separatist"">Black Separatist</a>"
European American Action Coalition,white-nationalist,Pittston,Pennsylvania,0,1,41.325913,-75.78936,,"<a href=""https://edit.splcenter.org/fighting-hate/extremist-files/ideology/white-nationalist"">White Nationalist</a>"
New Yorkers for Immigration Control and Enforcement (NYICE),anti-immigrant,New York,New York,0,1,40.741366,-73.998448,,"<a href=""https://edit.splcenter.org/fighting-hate/extremist-files/ideology/anti-immigrant"">Anti-Immigrant</a>"
American Family Association,anti-lgbt,Franklin,Pennsylvania,0,0,41.397835,-79.831443,"<a href=""https://edit.splcenter.org/fighting-hate/extremist-files/group/american-family-association"">American Family Association</a>","<a href=""https://edit.splcenter.org/fighting-hate/extremist-files/ideology/anti-lgbt"">Anti-LGBT</a>"
Faith and Heritage,white-nationalist,Killeen,Texas,0,1,31.11,-97.72,,"<a href=""https://edit.splcenter.org/fighting-hate/extremist-files/ideology/white-nationalist"">White Nationalist</a>"
Islamthreat.com,anti-muslim,WalnutCreek,California,0,0,37.6,-122.11,,"<a href=""https://edit.splcenter.org/fighting-hate/extremist-files/ideology/anti-muslim"">Anti-Muslim</a>"
Pilgrims Covenant Church,anti-lgbt,Monroe,Wisconsin,0,1,42.601119,-89.638453,,"<a href=""https://edit.splcenter.org/fighting-hate/extremist-files/ideology/anti-lgbt"">Anti-LGBT</a>"
Family Watch International,anti-lgbt,Gilbert,Arizona,0,1,33.345996,-111.755609,,"<a href=""https://edit.splcenter.org/fighting-hate/extremist-files/ideology/anti-lgbt"">Anti-LGBT</a>"
TC Family (Traverse City Family),anti-lgbt,Traverse City,Michigan,0,1,44.763056,-85.620631,,"<a href=""https://edit.splcenter.org/fighting-hate/extremist-files/ideology/anti-lgbt"">Anti-LGBT</a>"
Providence Road Baptist Church,anti-lgbt,Maiden,North Carolina,0,1,35.575688,-81.211747,,"<a href=""https://edit.splcenter.org/fighting-hate/extremist-files/ideology/anti-lgbt"">Anti-LGBT</a>"
"Pray in Jesus Name Project, The",anti-lgbt,Colorado Springs,Colorado,0,1,38.83,-104.819999,,"<a href=""https://edit.splcenter.org/fighting-hate/extremist-files/ideology/anti-lgbt"">Anti-LGBT</a>"
Gallows Tree Wotansvolk Alliance,neo-nazi,,Rhode Island,1,0,41.58,-71.47,,"<a href=""https://edit.splcenter.org/fighting-hate/extremist-files/ideology/neo-nazi"">Neo-Nazi</a>"
Gallows Tree Wotansvolk Alliance,neo-nazi,,Indiana,1,0,40.26,-86.13,,"<a href=""https://edit.splcenter.org/fighting-hate/extremist-files/ideology/neo-nazi"">Neo-Nazi</a>"
United Klans of America,kkk,Ashland,Alabama,0,1,33.27,-85.83,,"<a href=""https://edit.splcenter.org/fighting-hate/extremist-files/ideology/ku-klux-klan"">Ku Klux Klan</a>"
American College of Pediatricians,anti-lgbt,Gainesville,Florida,0,1,29.71,-82.4,,"<a href=""https://edit.splcenter.org/fighting-hate/extremist-files/ideology/anti-lgbt"">Anti-LGBT</a>"
D. James Kennedy Ministries (formerly Truth in Action),anti-lgbt,Fort Lauderdale,Florida,0,1,26.119336,-80.12908,,"<a href=""https://edit.splcenter.org/fighting-hate/extremist-files/ideology/anti-lgbt"">Anti-LGBT</a>"
American Freedom Defense Initiative,anti-muslim,New York,New York,0,1,40.776905,-73.980064,,"<a href=""https://edit.splcenter.org/fighting-hate/extremist-files/ideology/anti-muslim"">Anti-Muslim</a>"
Our Place Fellowship,christian-identity,Colville,Washington,0,1,48.544997,-117.900954,,"<a href=""https://edit.splcenter.org/fighting-hate/extremist-files/ideology/christian-identity"">Christian Identity</a>"
Label 56,racist-music,Nottingham,Maryland,0,1,39.38775,-76.488118,,"<a href=""https://edit.splcenter.org/fighting-hate/extremist-files/ideology/hate-music"">Hate Music</a>"
Confederate White Knights of the Ku Klux Klan,kkk,Rosedale,Maryland,0,1,39.32,-76.51,,"<a href=""https://edit.splcenter.org/fighting-hate/extremist-files/ideology/ku-klux-klan"">Ku Klux Klan</a>"
Ku Klos Knights of the Ku Klux Klan,kkk,Lexington,Tennessee,0,0,35.65,-88.39,,"<a href=""https://edit.splcenter.org/fighting-hate/extremist-files/ideology/ku-klux-klan"">Ku Klux Klan</a>"
Ku Klos Knights of the Ku Klux Klan,kkk,Memphis,Tennessee,0,0,35.14,-90.04,,"<a href=""https://edit.splcenter.org/fighting-hate/extremist-files/ideology/ku-klux-klan"">Ku Klux Klan</a>"
Ku Klos Knights of the Ku Klux Klan,kkk,Gatesville,Texas,0,0,31.43,-97.74,,"<a href=""https://edit.splcenter.org/fighting-hate/extremist-files/ideology/ku-klux-klan"">Ku Klux Klan</a>"
Ku Klos Knights of the Ku Klux Klan,kkk,Oil City,Pennsylvania,0,0,41.43,-79.7,,"<a href=""https://edit.splcenter.org/fighting-hate/extremist-files/ideology/ku-klux-klan"">Ku Klux Klan</a>"
Nation of Islam,black-separatist,Lexington,Kentucky,0,0,38.046818,-84.494687,"<a href=""https://edit.splcenter.org/fighting-hate/extremist-files/group/nation-islam"">Nation of Islam</a>","<a href=""https://edit.splcenter.org/fighting-hate/extremist-files/ideology/black-separatist"">Black Separatist</a>"
American Freedom Party,white-nationalist,Granbury,Texas,0,0,32.432289,-97.782932,"<a href=""https://edit.splcenter.org/fighting-hate/extremist-files/group/american-freedom-party"">American Freedom Party</a>","<a href=""https://edit.splcenter.org/fighting-hate/extremist-files/ideology/white-nationalist"">White Nationalist</a>"
Ku Klos Knights of the Ku Klux Klan,kkk,Cape Coral,Florida,0,0,26.56,-81.94,,"<a href=""https://edit.splcenter.org/fighting-hate/extremist-files/ideology/ku-klux-klan"">Ku Klux Klan</a>"
Traditionalist Youth Network,white-nationalist,Paoli,Indiana,0,1,38.54,-86.45,,"<a href=""https://edit.splcenter.org/fighting-hate/extremist-files/ideology/white-nationalist"">White Nationalist</a>"
East Coast Knights Of The True Invisible Empire,kkk,Venus,Texas,0,1,32.43,-97.1,,"<a href=""https://edit.splcenter.org/fighting-hate/extremist-files/ideology/ku-klux-klan"">Ku Klux Klan</a>"
"Brother Nathanael Foundation, The",other,Frisco,Colorado,0,1,39.57443,-106.09752,,"<a href=""https://edit.splcenter.org/fighting-hate/extremist-files/ideology/general-hate"">General Hate</a>"
Committee for Open Debate on the Holocaust,holocaust-denial,San Diego,California,0,1,32.55,-117.04,,"<a href=""https://edit.splcenter.org/fighting-hate/extremist-files/ideology/holocaust-denial"">Holocaust Denial</a>"
Counter Jihadist Coalition of Southern California,anti-muslim,Santa Monica,California,0,1,34.01,-118.49,,"<a href=""https://edit.splcenter.org/fighting-hate/extremist-files/ideology/anti-muslim"">Anti-Muslim</a>"
