,date,state,religion,sexual_orientation,disability,gender,gender_identity,race_corrected,est_pop,race_religion_ethnicity_enh_penalty,sexual_orientation_enh_penalty,gender_enh_penalty,gender_identity_enh_penalty,disability_enh_penalty,other_enh_penalty,all_count,race_corrected_per_capita,religion_per_capita,sexual_orientation_per_capita,disability_per_capita,gender_per_capita,gender_identity_per_capita,all_count_per_capita
20,2015,Massachusetts,81,81,4,15.0,45.0,198.0,6794422,YES,YES,NO,YES,YES,NO,424.0,2.9141551702264003e-05,1.1921543878198912e-05,1.1921543878198912e-05,5.887182162073536e-07,2.207693310777576e-06,6.623079932332728e-06,6.240413091797948e-05
21,2015,Michigan,48,51,11,1.0,0.0,198.0,9922576,YES,NO,YES,NO,NO,NO,309.0,1.9954495687410205e-05,4.837453499978231e-06,5.139794343726871e-06,1.1085830937450115e-06,1.0078028124954649e-07,0.0,3.1141106906109865e-05
22,2015,Minnesota,20,31,0,0.0,0.0,58.0,5489594,YES,YES,YES,YES,YES,YES,109.0,1.0565444366195387e-05,3.6432566779984094e-06,5.647047850897535e-06,0.0,0.0,0.0,1.985574889509133e-05
23,2015,Missouri,19,8,1,0.0,2.0,70.0,6083672,YES,YES,YES,YES,YES,NO,100.0,1.150620875024163e-05,3.123113803637014e-06,1.3149952857419005e-06,1.6437441071773757e-07,0.0,3.2874882143547514e-07,1.643744107177376e-05
24,2015,Montana,14,2,1,0.0,0.0,28.0,1032949,YES,NO,NO,NO,NO,NO,45.0,2.7106856195223577e-05,1.3553428097611788e-05,1.9362040139445415e-06,9.681020069722708e-07,0.0,0.0,4.356459031375218e-05
25,2015,Nebraska,1,7,0,0.0,1.0,10.0,1896190,YES,YES,YES,NO,YES,YES,19.0,5.273733117461858e-06,5.273733117461858e-07,3.6916131822233004e-06,0.0,0.0,5.273733117461858e-07,1.002009292317753e-05
26,2015,Nevada,5,17,0,0.0,0.0,36.0,2890845,YES,YES,YES,YES,YES,YES,58.0,1.2453106271695646e-05,1.729598093291062e-06,5.8806335171896104e-06,0.0,0.0,0.0,2.006333788217632e-05
27,2015,New Hampshire,3,2,0,0.0,0.0,8.0,1330608,YES,YES,YES,NO,YES,YES,13.0,6.012289118959153e-06,2.254608419609682e-06,1.5030722797397882e-06,0.0,0.0,0.0,9.769969818308623e-06
28,2015,New Jersey,125,33,3,0.0,0.0,169.0,8958013,YES,YES,YES,YES,YES,NO,330.0,1.8865790884652656e-05,1.3953987340719421e-05,3.6838526579499272e-06,3.348956961772661e-07,0.0,0.0,3.683852657949927e-05
29,2015,New Mexico,2,3,0,0.0,0.0,8.0,2085109,YES,YES,YES,YES,YES,YES,13.0,3.83672987839005e-06,9.591824695975126e-07,1.438773704396269e-06,0.0,0.0,0.0,6.2346860523838326e-06
30,2015,New York,256,104,1,0.0,3.0,136.0,19795791,YES,YES,YES,NO,YES,YES,500.0,6.870147295452857e-06,1.2932041967911259e-05,5.253642049463949e-06,5.0515788937153354e-08,0.0,1.5154736681146008e-07,2.525789446857668e-05
31,2015,North Carolina,17,37,2,0.0,0.0,106.0,10042802,YES,NO,YES,NO,NO,NO,162.0,1.0554823245544422e-05,1.6927546714552373e-06,3.6842307555202223e-06,1.991476084064985e-07,0.0,0.0,1.613095628092638e-05
32,2015,North Dakota,3,4,0,0.0,0.0,29.0,756927,YES,NO,YES,NO,NO,NO,36.0,3.831280955759274e-05,3.963394092164766e-06,5.284525456219688e-06,0.0,0.0,0.0,4.75607291059772e-05
33,2015,Ohio,39,58,10,0.0,0.0,309.0,11613423,YES,NO,NO,NO,NO,NO,416.0,2.660714244198287e-05,3.358183026658032e-06,4.99422091144015e-06,8.610725709379569e-07,0.0,0.0,3.5820618951019004e-05
34,2015,Oklahoma,3,7,0,0.0,0.0,27.0,3911338,YES,NO,NO,NO,YES,NO,37.0,6.903008637964809e-06,7.670009597738676e-07,1.7896689061390246e-06,0.0,0.0,0.0,9.459678503877701e-06
35,2015,Oregon,9,11,5,0.0,0.0,41.0,4028977,YES,YES,YES,YES,YES,NO,66.0,1.0176280480131805e-05,2.233817666370396e-06,2.730221592230484e-06,1.24100981465022e-06,0.0,0.0,1.6381329553382906e-05
36,2015,Pennsylvania,12,11,0,0.0,1.0,40.0,12802503,YES,NO,NO,NO,NO,NO,64.0,3.124389035487826e-06,9.373167106463478e-07,8.592069847591522e-07,0.0,0.0,7.810972588719565e-08,4.9990224567805214e-06
37,2015,Rhode Island,7,5,0,0.0,0.0,6.0,1056298,YES,YES,YES,NO,YES,NO,18.0,5.680215242289581e-06,6.626917782671178e-06,4.7335127019079845e-06,0.0,0.0,0.0,1.7040645726868744e-05
38,2015,South Carolina,2,7,2,0.0,0.0,44.0,4896146,NO,NO,NO,NO,NO,NO,55.0,8.98666012002093e-06,4.084845509100423e-07,1.4296959281851482e-06,4.084845509100423e-07,0.0,0.0,1.1233325150026164e-05
39,2015,South Dakota,2,5,0,0.0,0.0,9.0,858469,YES,NO,NO,NO,NO,NO,16.0,1.0483779845282707e-05,2.3297288545072683e-06,5.824322136268171e-06,0.0,0.0,0.0,1.8637830836058146e-05
40,2015,Tennessee,28,26,5,1.0,4.0,157.0,6600299,YES,YES,YES,NO,YES,YES,221.0,2.3786801173704404e-05,4.242232056456836e-06,3.939215480995634e-06,7.575414386530065e-07,1.515082877306013e-07,6.060331509224052e-07,3.348333158846289e-05
41,2015,Texas,36,41,1,1.0,5.0,107.0,27469114,YES,YES,YES,NO,YES,YES,191.0,3.895283990593945e-06,1.3105628379568412e-06,1.4925854543397359e-06,3.6404523276578926e-08,3.6404523276578926e-08,1.8202261638289462e-07,6.9532639458265745e-06
42,2015,Utah,11,7,0,0.0,0.0,29.0,2995919,NO,NO,NO,NO,NO,NO,47.0,9.679834468154847e-06,3.6716613499897692e-06,2.3365117681753078e-06,0.0,0.0,0.0,1.5688007586319925e-05
43,2015,Vermont,0,2,0,0.0,1.0,5.0,626042,YES,YES,YES,YES,YES,YES,8.0,7.98668459943582e-06,0.0,3.194673839774328e-06,0.0,0.0,1.597336919887164e-06,1.2778695359097312e-05
44,2015,Virginia,24,24,2,0.0,0.0,108.0,8382993,YES,NO,NO,NO,NO,NO,158.0,1.2883226790240669e-05,2.862939286720149e-06,2.862939286720149e-06,2.3857827389334574e-07,0.0,0.0,1.8847683637574313e-05
45,2015,Washington,43,57,3,3.0,9.0,160.0,7170351,YES,YES,YES,YES,YES,NO,275.0,2.2314109867145973e-05,5.996917026795481e-06,7.949401640170754e-06,4.18389560008987e-07,4.18389560008987e-07,1.255168680026961e-06,3.8352376334157144e-05
46,2015,West Virginia,3,6,4,0.0,0.0,28.0,1844128,YES,NO,YES,NO,NO,YES,41.0,1.5183327838414687e-05,1.6267851255444308e-06,3.2535702510888616e-06,2.169046834059241e-06,0.0,0.0,2.223273004910722e-05
47,2015,Wisconsin,8,7,0,1.0,0.0,27.0,5771337,YES,YES,NO,NO,YES,NO,43.0,4.678292049138701e-06,1.3861606071522075e-06,1.2128905312581817e-06,0.0,1.7327007589402593e-07,0.0,7.450613263443116e-06
48,2015,Wyoming,0,0,0,0.0,0.0,2.0,586107,NO,NO,NO,NO,NO,NO,2.0,3.412346209821756e-06,0.0,0.0,0.0,0.0,0.0,3.412346209821756e-06
49,2014,Alabama,1,0,0,0.0,0.0,8.0,4846411,YES,NO,NO,NO,YES,NO,9.0,1.650706058565813e-06,2.0633825732072663e-07,0.0,0.0,0.0,0.0,1.8570443158865395e-06
50,2014,Alaska,0,1,0,0.0,0.0,5.0,737046,YES,NO,YES,NO,YES,NO,6.0,6.783837101076459e-06,0.0,1.356767420215292e-06,0.0,0.0,0.0,8.14060452129175e-06
51,2014,Arizona,38,55,4,0.0,0.0,168.0,6728783,YES,YES,YES,NO,YES,NO,265.0,2.496736779890212e-05,5.647380811656432e-06,8.173840648450099e-06,5.944611380690981e-07,0.0,0.0,3.9383050397077745e-05
52,2014,Arkansas,1,1,0,0.0,0.0,6.0,2966835,NO,NO,NO,NO,NO,NO,8.0,2.0223571583859566e-06,3.3705952639765947e-07,3.3705952639765947e-07,0.0,0.0,0.0,2.6964762111812758e-06
53,2014,California,128,187,4,2.0,22.0,416.0,38792291,YES,YES,YES,YES,YES,YES,759.0,1.0723780144874661e-05,3.299624659961434e-06,4.820545401662407e-06,1.0311327062379481e-07,5.1556635311897406e-08,5.671229884308715e-07,1.9565743100865065e-05
54,2014,Colorado,11,26,5,0.0,0.0,54.0,5355588,YES,YES,NO,YES,YES,YES,96.0,1.0082926468578241e-05,2.053929465821493e-06,4.854742373759893e-06,9.336043026461333e-07,0.0,0.0,1.792520261080576e-05
55,2014,Connecticut,31,23,1,0.0,0.0,68.0,3594762,YES,YES,YES,YES,YES,NO,123.0,1.8916412268739905e-05,8.623658534278486e-06,6.398198267367909e-06,2.7818253336382214e-07,0.0,0.0,3.421645160375012e-05
56,2014,Delaware,2,3,0,0.0,0.0,8.0,935968,YES,YES,YES,YES,YES,NO,13.0,8.547300762419228e-06,2.136825190604807e-06,3.2052377859072104e-06,0.0,0.0,0.0,1.3889363738931245e-05
57,2014,DC,8,29,1,0.0,15.0,17.0,659836,YES,YES,YES,YES,YES,YES,70.0,2.5763977715674803e-05,1.2124224807376378e-05,4.3950314926739374e-05,1.5155281009220473e-06,0.0,2.273292151383071e-05,0.00010608696706454331
58,2014,Florida,12,12,1,0.0,0.0,40.0,19905569,YES,YES,NO,NO,YES,YES,65.0,2.0094878975828324e-06,6.028463692748496e-07,6.028463692748496e-07,5.023719743957081e-08,0.0,0.0,3.2654178335721025e-06
59,2014,Georgia,3,12,2,0.0,0.0,24.0,10097132,NO,NO,NO,NO,NO,NO,41.0,2.3769125727978995e-06,2.9711407159973743e-07,1.1884562863989497e-06,1.9807604773315828e-07,0.0,0.0,4.060558978529745e-06
60,2014,Idaho,2,3,0,0.0,0.0,20.0,1634806,YES,NO,NO,NO,NO,NO,25.0,1.223386750476815e-05,1.223386750476815e-06,1.8350801257152226e-06,0.0,0.0,0.0,1.529233438096019e-05
61,2014,Illinois,14,26,0,0.0,0.0,69.0,12882189,YES,YES,YES,YES,YES,NO,109.0,5.356232547123785e-06,1.0867718211555505e-06,2.0182905250031654e-06,0.0,0.0,0.0,8.4612948932825e-06
62,2014,Indiana,9,6,0,2.0,0.0,33.0,6597880,NO,NO,NO,NO,NO,NO,50.0,5.001606576657956e-06,1.3640745209067154e-06,9.093830139378103e-07,0.0,3.0312767131260345e-07,0.0,7.578191782815086e-06
63,2014,Iowa,0,0,1,0.0,0.0,10.0,3109481,YES,YES,YES,NO,YES,YES,11.0,3.215970768112106e-06,0.0,0.0,3.215970768112106e-07,0.0,0.0,3.5375678449233168e-06
64,2014,Kansas,8,10,1,0.0,0.0,54.0,2902507,YES,YES,NO,NO,NO,NO,73.0,1.8604606293800497e-05,2.7562379694519255e-06,3.445297461814907e-06,3.445297461814907e-07,0.0,0.0,2.515067147124882e-05
65,2014,Kentucky,8,10,1,0.0,0.0,54.0,4412617,YES,YES,NO,NO,NO,NO,73.0,1.2237635851921886e-05,1.8129830891736128e-06,2.2662288614670163e-06,2.266228861467016e-07,0.0,0.0,1.6543470688709218e-05
66,2014,Louisiana,0,5,1,0.0,0.0,3.0,4648990,YES,YES,YES,NO,YES,YES,9.0,6.453014525735697e-07,0.0,1.0755024209559495e-06,2.1510048419118992e-07,0.0,0.0,1.9359043577207094e-06
67,2014,Maine,8,8,0,0.0,0.0,12.0,1330256,YES,YES,YES,NO,YES,YES,28.0,9.020820052681588e-06,6.0138800351210595e-06,6.0138800351210595e-06,0.0,0.0,0.0,2.1048580122923707e-05
68,2014,Maryland,2,2,0,0.0,0.0,12.0,5975346,YES,YES,YES,YES,YES,NO,16.0,2.0082519070862174e-06,3.3470865118103623e-07,3.3470865118103623e-07,0.0,0.0,0.0,2.67766920944829e-06
69,2014,Massachusetts,57,80,10,18.0,49.0,161.0,6755124,YES,YES,NO,YES,YES,NO,375.0,2.3833759380286727e-05,8.438039035256792e-06,1.1842861803869181e-05,1.4803577254836477e-06,2.664643905870566e-06,7.253752854869873e-06,5.551341470563679e-05
70,2014,Michigan,32,42,9,2.0,0.0,226.0,9916306,YES,NO,YES,NO,NO,NO,311.0,2.2790744860031548e-05,3.2270081217743786e-06,4.235448159828872e-06,9.075960342490439e-07,2.0168800761089866e-07,0.0,3.136248518349474e-05
71,2014,Minnesota,15,16,2,0.0,0.0,65.0,5457125,YES,YES,YES,YES,YES,YES,98.0,1.1911033740293654e-05,2.74870009391392e-06,2.9319467668415144e-06,3.664933458551893e-07,0.0,0.0,1.7958173946904278e-05
72,2014,Mississippi,0,1,0,0.0,0.0,0.0,2993443,YES,NO,YES,NO,NO,NO,1.0,0.0,0.0,3.3406348475651615e-07,0.0,0.0,0.0,3.3406348475651615e-07
73,2014,Missouri,10,13,1,0.0,2.0,50.0,6063827,YES,YES,YES,YES,YES,NO,76.0,8.245617825178719e-06,1.649123565035744e-06,2.143860634546467e-06,1.6491235650357438e-07,0.0,3.2982471300714877e-07,1.2533339094271654e-05
74,2014,Montana,3,3,2,0.0,1.0,21.0,1023252,YES,NO,NO,NO,NO,NO,30.0,2.052280376681404e-05,2.931829109544863e-06,2.931829109544863e-06,1.9545527396965754e-06,0.0,9.772763698482877e-07,2.9318291095448628e-05
75,2014,Nebraska,1,10,0,0.0,0.0,36.0,1882980,YES,YES,YES,NO,YES,YES,47.0,1.911863110601281e-05,5.310730862781336e-07,5.3107308627813356e-06,0.0,0.0,0.0,2.4960435055072278e-05
76,2014,Nevada,1,9,0,0.0,0.0,14.0,2838281,YES,YES,YES,YES,YES,YES,24.0,4.9325630548913235e-06,3.5232593249223736e-07,3.1709333924301365e-06,0.0,0.0,0.0,8.455822379813697e-06
77,2014,New Hampshire,1,4,0,0.0,0.0,9.0,1327996,YES,YES,YES,NO,YES,YES,14.0,6.777128846773635e-06,7.530143163081817e-07,3.0120572652327268e-06,0.0,0.0,0.0,1.0542200428314543e-05
78,2014,New Jersey,115,32,0,0.0,0.0,189.0,8938844,YES,YES,YES,YES,YES,NO,336.0,2.1143673611487123e-05,1.2865198229211742e-05,3.579881246389354e-06,0.0,0.0,0.0,3.758875308708822e-05
79,2014,New Mexico,4,1,0,0.0,0.0,8.0,2085567,YES,YES,YES,YES,YES,YES,13.0,3.835887315056289e-06,1.9179436575281447e-06,4.794859143820362e-07,0.0,0.0,0.0,6.23331688696647e-06
80,2014,New York,287,110,1,0.0,4.0,143.0,19748858,YES,YES,YES,NO,YES,YES,545.0,7.2409250195631564e-06,1.4532485878423957e-05,5.569942322740889e-06,5.063583929764445e-08,0.0,2.025433571905778e-07,2.7596532417216226e-05
81,2014,North Carolina,19,23,2,0.0,0.0,96.0,9940387,YES,NO,YES,NO,NO,NO,140.0,9.657571682068313e-06,1.911394395409354e-06,2.3137932154955336e-06,2.0119941004308987e-07,0.0,0.0,1.4083958703016292e-05
82,2014,North Dakota,3,4,0,0.0,0.0,33.0,740040,YES,NO,YES,NO,NO,NO,40.0,4.459218420625912e-05,4.053834927841738e-06,5.405113237122318e-06,0.0,0.0,0.0,5.4051132371223176e-05
83,2014,Ohio,26,69,8,0.0,0.0,300.0,11596998,YES,NO,NO,NO,NO,NO,403.0,2.5868763623137644e-05,2.2419595140052624e-06,5.949815633321658e-06,6.898336966170038e-07,0.0,0.0,3.475037246708157e-05
84,2014,Oklahoma,4,10,1,0.0,0.0,18.0,3879610,YES,NO,NO,NO,YES,NO,33.0,4.639641613461147e-06,1.0310314696580327e-06,2.5775786741450815e-06,2.5775786741450816e-07,0.0,0.0,8.50600962467877e-06
85,2014,Oregon,3,6,0,0.0,0.0,17.0,3971202,YES,YES,YES,YES,YES,NO,26.0,4.2808197618756234e-06,7.55438781507463e-07,1.510877563014926e-06,0.0,0.0,0.0,6.547136106398012e-06
86,2014,Pennsylvania,8,1,0,0.0,0.0,41.0,12793767,YES,NO,NO,NO,NO,NO,50.0,3.2046855316342715e-06,6.253044939774188e-07,7.816306174717735e-08,0.0,0.0,0.0,3.908153087358867e-06
87,2014,Rhode Island,1,1,0,0.0,0.0,2.0,1054907,YES,YES,YES,NO,YES,NO,4.0,1.8959017240382328e-06,9.479508620191164e-07,9.479508620191164e-07,0.0,0.0,0.0,3.7918034480764655e-06
88,2014,South Carolina,7,10,5,0.0,0.0,27.0,4829160,NO,NO,NO,NO,NO,NO,49.0,5.591034465621351e-06,1.4495274540499797e-06,2.0707535057856853e-06,1.0353767528928426e-06,0.0,0.0,1.0146692178349858e-05
89,2014,South Dakota,2,3,1,0.0,1.0,11.0,853304,YES,NO,NO,NO,NO,NO,18.0,1.2891068130466984e-05,2.3438305691758154e-06,3.5157458537637233e-06,1.1719152845879077e-06,0.0,1.1719152845879077e-06,2.1094475122582338e-05
90,2014,Tennessee,14,20,5,0.0,0.0,155.0,6547779,YES,YES,YES,NO,YES,YES,194.0,2.3672148983647738e-05,2.1381295856197956e-06,3.054470836599708e-06,7.63617709149927e-07,0.0,0.0,2.962836711501717e-05
91,2014,Texas,19,40,0,1.0,2.0,83.0,26979078,YES,YES,YES,NO,YES,YES,145.0,3.0764579871854776e-06,7.042494187533021e-07,1.4826303552701096e-06,0.0,3.706575888175274e-08,7.413151776350548e-08,5.374535037854148e-06
92,2014,Utah,17,3,0,0.0,0.0,30.0,2944498,NO,NO,NO,NO,NO,NO,50.0,1.0188493930034932e-05,5.773479893686462e-06,1.0188493930034934e-06,0.0,0.0,0.0,1.6980823216724887e-05
93,2014,Vermont,3,1,4,0.0,0.0,7.0,626767,YES,YES,YES,YES,YES,YES,15.0,1.1168424629886385e-05,4.786467698522736e-06,1.5954892328409122e-06,6.381956931363649e-06,0.0,0.0,2.3932338492613683e-05
94,2014,Virginia,16,22,1,0.0,0.0,79.0,8328098,YES,NO,NO,NO,NO,NO,118.0,9.48595945917063e-06,1.9212069790725326e-06,2.6416595962247323e-06,1.200754361920333e-07,0.0,0.0,1.4168901470659927e-05
95,2014,Washington,50,43,3,8.0,1.0,203.0,7063166,YES,YES,YES,YES,YES,NO,308.0,2.874065256288752e-05,7.078978463765399e-06,6.087921478838243e-06,4.2473870782592393e-07,1.132636554202464e-06,1.41579569275308e-07,4.360650733679486e-05
96,2014,West Virginia,2,4,2,0.0,0.0,18.0,1848751,YES,NO,YES,NO,NO,YES,26.0,9.736303050005112e-06,1.081811450000568e-06,2.163622900001136e-06,1.081811450000568e-06,0.0,0.0,1.4063548850007383e-05
97,2014,Wisconsin,2,4,2,0.0,0.0,18.0,5759432,YES,YES,NO,NO,YES,NO,26.0,3.125308190113192e-06,3.472564655681324e-07,6.945129311362648e-07,3.472564655681324e-07,0.0,0.0,4.5143340523857214e-06
98,2013,Alabama,0,1,0,0.0,0.0,5.0,4830533,YES,NO,NO,NO,YES,NO,6.0,1.0350824639848233e-06,0.0,2.0701649279696463e-07,0.0,0.0,0.0,1.2420989567817879e-06
99,2013,Alaska,0,0,0,0.0,0.0,8.0,737442,YES,NO,YES,NO,YES,NO,8.0,1.0848310782407294e-05,0.0,0.0,0.0,0.0,0.0,1.0848310782407294e-05
100,2013,Arizona,30,27,1,0.0,0.0,97.0,6630799,YES,YES,YES,NO,YES,NO,155.0,1.4628704625189211e-05,4.524341636656457e-06,4.071907472990812e-06,1.508113878885486e-07,0.0,0.0,2.337576512272503e-05
101,2013,Arkansas,0,8,0,0.0,0.0,19.0,2957957,NO,NO,NO,NO,NO,NO,27.0,6.423352334060299e-06,0.0,2.7045694038148626e-06,0.0,0.0,0.0,9.127921737875161e-06
102,2013,California,129,217,1,0.0,7.0,489.0,38414128,YES,YES,YES,YES,YES,YES,843.0,1.2729691534322998e-05,3.3581394845146557e-06,5.64896331891225e-06,2.6032089027245393e-08,0.0,1.8222462319071774e-07,2.1945051049967866e-05
103,2013,Colorado,18,40,1,0.0,0.0,69.0,5271132,YES,YES,NO,YES,YES,YES,128.0,1.3090167349252494e-05,3.41482626502239e-06,7.588502811160866e-06,1.8971257027902165e-07,0.0,0.0,2.4283208995714772e-05
104,2013,Connecticut,20,26,3,0.0,0.0,96.0,3597168,YES,YES,YES,YES,YES,NO,145.0,2.6687660959955164e-05,5.559929366657326e-06,7.227908176654523e-06,8.339894049985989e-07,0.0,0.0,4.030948790826561e-05
105,2013,Delaware,0,3,0,0.0,0.0,9.0,925353,YES,YES,YES,YES,YES,NO,12.0,9.726018070941576e-06,0.0,3.242006023647192e-06,0.0,0.0,0.0,1.2968024094588768e-05
106,2013,DC,6,32,0,0.0,12.0,22.0,649540,YES,YES,YES,YES,YES,YES,72.0,3.3870123471995567e-05,9.237306401453336e-06,4.926563414108446e-05,0.0,0.0,1.847461280290667e-05,0.00011084767681744003
107,2013,Florida,8,20,0,0.0,0.0,48.0,19594467,YES,YES,NO,NO,YES,YES,76.0,2.4496711239963814e-06,4.0827852066606354e-07,1.020696301665159e-06,0.0,0.0,0.0,3.8786459463276036e-06
108,2013,Georgia,5,17,1,0.0,0.0,34.0,9991562,NO,NO,NO,NO,NO,NO,57.0,3.4028713428390874e-06,5.004222562998658e-07,1.7014356714195437e-06,1.0008445125997317e-07,0.0,0.0,5.70481372181847e-06
109,2013,Idaho,6,4,0,0.0,0.0,22.0,1612785,YES,NO,NO,NO,NO,NO,32.0,1.3640999885291592e-05,3.720272695988616e-06,2.480181797325744e-06,0.0,0.0,0.0,1.984145437860595e-05
110,2013,Illinois,7,29,0,0.0,0.0,69.0,12889580,YES,YES,YES,YES,YES,NO,105.0,5.353161235664778e-06,5.430743282558469e-07,2.2498793599170805e-06,0.0,0.0,0.0,8.146114923837705e-06
111,2013,Indiana,3,13,1,0.0,0.0,58.0,6570518,NO,NO,NO,NO,NO,NO,75.0,8.827310114666758e-06,4.565850059310392e-07,1.97853502570117e-06,1.521950019770131e-07,0.0,0.0,1.1414625148275981e-05
112,2013,Iowa,1,3,0,0.0,0.0,6.0,3092224,YES,YES,YES,NO,YES,YES,10.0,1.940351022435632e-06,3.2339183707260537e-07,9.70175511217816e-07,0.0,0.0,0.0,3.2339183707260534e-06
113,2013,Kansas,6,13,2,0.0,0.0,43.0,2894630,YES,YES,NO,NO,NO,NO,64.0,1.4855093742550861e-05,2.072803778030353e-06,4.491074852399097e-06,6.909345926767842e-07,0.0,0.0,2.2109906965657096e-05
114,2013,Kentucky,5,31,7,0.0,0.0,128.0,4398500,YES,YES,NO,NO,NO,NO,171.0,2.9100829828350575e-05,1.1367511651699443e-06,7.047857224053655e-06,1.591451631237922e-06,0.0,0.0,3.887688984881209e-05
115,2013,Louisiana,6,8,0,0.0,0.0,8.0,4627491,YES,YES,YES,NO,YES,YES,22.0,1.7287986081442405e-06,1.2965989561081805e-06,1.7287986081442405e-06,0.0,0.0,0.0,4.7541961723966615e-06
116,2013,Maine,3,10,0,0.0,0.0,12.0,1328778,YES,YES,YES,NO,YES,YES,25.0,9.030853912391687e-06,2.2577134780979216e-06,7.5257115936597385e-06,0.0,0.0,0.0,1.8814278984149347e-05
117,2013,Maryland,15,7,0,0.0,0.0,29.0,5936040,YES,YES,YES,YES,YES,NO,51.0,4.885411823370463e-06,2.5269371500192045e-06,1.1792373366756288e-06,0.0,0.0,0.0,8.591586310065297e-06
118,2013,Massachusetts,64,91,3,1.0,3.0,188.0,6708810,YES,YES,NO,YES,YES,NO,350.0,2.8022853531401248e-05,9.539694819200425e-06,1.3564253571050604e-05,4.471731946500199e-07,1.4905773155000664e-07,4.471731946500199e-07,5.2170206042502325e-05
119,2013,Michigan,44,49,4,3.0,0.0,229.0,9900506,YES,NO,YES,NO,NO,NO,329.0,2.313013092462143e-05,4.444217295560449e-06,4.9492419882377726e-06,4.04019754141859e-07,3.030148156063943e-07,0.0,3.32306247781679e-05
120,2013,Minnesota,19,30,1,0.0,0.0,94.0,5420541,YES,YES,YES,YES,YES,YES,144.0,1.734144248701375e-05,3.5051851835453326e-06,5.534502921387367e-06,1.8448343071291224e-07,0.0,0.0,2.656561402265936e-05
121,2013,Mississippi,0,0,0,0.0,0.0,4.0,2990976,YES,NO,YES,NO,NO,NO,4.0,1.337356100483588e-06,0.0,0.0,0.0,0.0,0.0,1.337356100483588e-06
122,2013,Missouri,11,27,1,4.0,2.0,57.0,6043708,YES,YES,YES,YES,YES,NO,102.0,9.43129615130314e-06,1.8200746958655183e-06,4.467456071669909e-06,1.654613359877744e-07,6.618453439510976e-07,3.309226719755488e-07,1.6877056270752988e-05
123,2013,Montana,2,3,0,0.0,0.0,26.0,1014402,YES,NO,NO,NO,NO,NO,31.0,2.5630864292459992e-05,1.9716049455738453e-06,2.957407418360768e-06,0.0,0.0,0.0,3.05598766563946e-05
124,2013,Nebraska,5,8,0,0.0,0.0,23.0,1869300,YES,YES,YES,NO,YES,YES,36.0,1.2304071042636281e-05,2.6747980527470178e-06,4.279676884395228e-06,0.0,0.0,0.0,1.9258545979778526e-05
125,2013,Nevada,10,25,0,0.0,0.0,38.0,2790366,YES,YES,YES,YES,YES,YES,73.0,1.361828519986267e-05,3.5837592631217555e-06,8.959398157804388e-06,0.0,0.0,0.0,2.6161442620788815e-05
126,2013,New Hampshire,5,4,0,0.0,0.0,12.0,1322660,YES,YES,YES,NO,YES,YES,21.0,9.072626374124869e-06,3.7802609892186957e-06,3.0242087913749565e-06,0.0,0.0,0.0,1.5877096154718523e-05
127,2013,New Jersey,121,64,4,0.0,0.0,225.0,8907384,YES,YES,YES,YES,YES,NO,414.0,2.5259941639430838e-05,1.3584235281649472e-05,7.185050066326994e-06,4.490656291454371e-07,0.0,0.0,4.647829261655274e-05
128,2013,New Mexico,1,4,0,0.0,0.0,7.0,2086890,YES,YES,YES,YES,YES,YES,12.0,3.354273584137161e-06,4.79181940591023e-07,1.916727762364092e-06,0.0,0.0,0.0,5.750183287092276e-06
129,2013,New York,294,122,2,6.0,5.0,186.0,19691032,YES,YES,YES,NO,YES,YES,615.0,9.445924418791254e-06,1.49306547264765e-05,6.1957138660888876e-06,1.0156907977194898e-07,3.047072393158469e-07,2.5392269942987243e-07,3.123249202987431e-05
130,2013,North Carolina,17,23,0,0.0,0.0,78.0,9845432,YES,NO,YES,NO,NO,NO,118.0,7.92245581504194e-06,1.7266890878937562e-06,2.3361087659739057e-06,0.0,0.0,0.0,1.1985253668909603e-05
131,2013,North Dakota,5,4,5,0.0,0.0,37.0,723626,YES,NO,YES,NO,NO,NO,51.0,5.113138554999406e-05,6.909646695945143e-06,5.5277173567561144e-06,6.909646695945143e-06,0.0,0.0,7.047839629864045e-05
132,2013,Ohio,17,61,24,0.0,0.0,268.0,11572232,YES,NO,NO,NO,NO,NO,370.0,2.3158885857110364e-05,1.4690338043689411e-06,5.271238945088554e-06,2.0739300767561522e-06,0.0,0.0,3.197308868332401e-05
133,2013,Oklahoma,8,7,1,0.0,0.0,25.0,3853405,YES,NO,NO,NO,YES,NO,41.0,6.487768609839869e-06,2.076085955148758e-06,1.8165752107551633e-06,2.5951074439359474e-07,0.0,0.0,1.0639940520137385e-05
134,2013,Oregon,10,14,1,0.0,0.0,41.0,3928030,YES,YES,YES,YES,YES,NO,66.0,1.0437802155278855e-05,2.5458054037265498e-06,3.5641275652171698e-06,2.54580540372655e-07,0.0,0.0,1.680231566459523e-05
135,2013,Pennsylvania,11,8,0,0.0,0.0,45.0,12783536,YES,NO,NO,NO,NO,NO,64.0,3.5201527965345427e-06,8.604817947084437e-07,6.258049416061409e-07,0.0,0.0,0.0,5.0064395328491275e-06
136,2013,Rhode Island,2,0,0,0.0,0.0,5.0,1052856,YES,YES,YES,NO,YES,NO,7.0,4.748987515861618e-06,1.8995950063446474e-06,0.0,0.0,0.0,0.0,6.648582522206265e-06
