,date,state,religion,sexual_orientation,disability,gender,gender_identity,race_corrected,est_pop,race_religion_ethnicity_enh_penalty,sexual_orientation_enh_penalty,gender_enh_penalty,gender_identity_enh_penalty,disability_enh_penalty,other_enh_penalty,civil_action_statute_present,data_collection_statute_present,police_training_statute_present,institutional_vandalism_statute_present,cross_burning_statute_present,all_count,race_corrected_per_capita,religion_per_capita,sexual_orientation_per_capita,disability_per_capita,gender_per_capita,gender_identity_per_capita,all_count_per_capita,Number of Participating Agencies,Population Covered,Agencies Submitting Incident Reports,Total Number of Incidents Reported,percent_of_population_covered
527,2005,Ohio,18.0,23.0,4.0,,,131.0,11463320.0,YES,NO,NO,NO,NO,NO,1.0,0.0,0.0,1.0,0.0,176.0,1.1427753914223806e-05,1.5702257286719728e-06,2.0063995421919654e-06,3.4893905081599395e-07,,,1.5353318235903734e-05,443,8702176.0,60,176,0.7591322583684308
528,2005,Oklahoma,4.0,2.0,0.0,,,35.0,3548597.0,YES,NO,NO,NO,YES,NO,1.0,1.0,0.0,1.0,1.0,41.0,9.863052919224131e-06,1.1272060479113295e-06,5.636030239556648e-07,0.0,,,1.1553861991091127e-05,297,3547884.0,33,41,0.9997990755219598
529,2005,Oregon,12.0,26.0,0.0,,,99.0,3613202.0,YES,YES,YES,YES,YES,NO,1.0,1.0,1.0,1.0,0.0,137.0,2.739951987184774e-05,3.3211539238603317e-06,7.195833501697386e-06,0.0,,,3.791650729740546e-05,168,3636515.0,26,137,1.0064521717855797
530,2005,Pennsylvania,36.0,13.0,1.0,,,68.0,12449990.0,YES,NO,NO,NO,NO,NO,1.0,1.0,0.0,1.0,0.0,118.0,5.461851776587772e-06,2.8915685876052915e-06,1.0441775455241328e-06,8.032134965570253e-08,,,9.477919259372901e-06,916,11564862.0,36,118,0.9289053244219473
531,2005,Rhode Island,7.0,3.0,0.0,,,5.0,1067916.0,YES,YES,YES,NO,YES,NO,1.0,1.0,1.0,1.0,0.0,15.0,4.682016188539174e-06,6.5548226639548425e-06,2.8092097131235043e-06,0.0,,,1.404604856561752e-05,48,1076189.0,10,15,1.007746863985557
532,2005,South Carolina,19.0,12.0,7.0,,,60.0,4270150.0,NO,NO,NO,NO,NO,NO,0.0,0.0,0.0,1.0,1.0,98.0,1.4051028652389262e-05,4.449492406589932e-06,2.810205730477852e-06,1.6392866761120803e-06,,,2.2950013465569133e-05,446,4254373.0,50,98,0.9963052820158542
533,2005,South Dakota,0.0,2.0,0.0,,,7.0,775493.0,YES,NO,NO,NO,NO,NO,1.0,0.0,0.0,1.0,1.0,9.0,9.026516035605738e-06,0.0,2.5790045816016392e-06,0.0,,,1.1605520617207375e-05,95,533343.0,7,9,0.6877470202825815
534,2005,Tennessee,23.0,15.0,0.0,,,90.0,5991057.0,YES,YES,YES,NO,YES,YES,1.0,0.0,0.0,1.0,0.0,128.0,1.5022390873597094e-05,3.839055445474814e-06,2.5037318122661827e-06,0.0,,,2.1365178131338093e-05,455,5962959.0,68,128,0.995310009569263
535,2005,Texas,36.0,63.0,0.0,,,165.0,22778123.0,YES,YES,YES,NO,YES,YES,1.0,1.0,1.0,1.0,0.0,264.0,7.243792651396255e-06,1.5804638512137282e-06,2.765811739624024e-06,0.0,,,1.1590068242234006e-05,997,22839807.0,79,264,1.0027080370055075
536,2005,Utah,8.0,6.0,0.0,,,30.0,2457719.0,NO,NO,NO,NO,NO,NO,0.0,1.0,0.0,0.0,0.0,44.0,1.220644019922538e-05,3.2550507197934344e-06,2.441288039845076e-06,0.0,,,1.790277895886389e-05,112,2433318.0,14,44,0.9900716884232901
537,2005,Vermont,3.0,9.0,1.0,,,19.0,621215.0,YES,YES,YES,YES,YES,YES,1.0,0.0,0.0,0.0,1.0,32.0,3.058522411725409e-05,4.829245913250646e-06,1.4487737739751938e-05,1.6097486377502153e-06,,,5.151195640800689e-05,75,602314.0,17,32,0.9695741409978832
538,2005,Virginia,37.0,44.0,1.0,,,214.0,7577105.0,YES,NO,NO,NO,NO,NO,1.0,1.0,0.0,1.0,1.0,296.0,2.8242976704163397e-05,4.883131486233858e-06,5.8069671728186425e-06,1.3197652665496915e-07,,,3.9065051889870865e-05,395,7517151.0,68,295,0.992087479320928
539,2005,Washington,17.0,26.0,0.0,,,128.0,6257305.0,YES,YES,YES,YES,YES,NO,1.0,1.0,1.0,1.0,1.0,171.0,2.0456090920931617e-05,2.7168245754362303e-06,4.155143468314233e-06,0.0,,,2.732805896468208e-05,252,6281630.0,55,171,1.0038874563410287
540,2005,West Virginia,7.0,5.0,0.0,,,35.0,1820492.0,YES,NO,YES,NO,NO,YES,1.0,0.0,0.0,0.0,0.0,47.0,1.9225571988231752e-05,3.845114397646352e-06,2.7465102840331075e-06,0.0,,,2.581719666991121e-05,349,1679815.0,17,47,0.9227258345546149
541,2005,Wisconsin,4.0,5.0,0.0,,,37.0,5546166.0,YES,YES,NO,NO,YES,NO,1.0,0.0,0.0,1.0,0.0,46.0,6.6712752557352234e-06,7.2121894656597e-07,9.015236832074627e-07,0.0,,,8.294017885508655e-06,359,5289551.0,20,46,0.9537311000067434
542,2005,Wyoming,1.0,1.0,0.0,,,1.0,514157.0,NO,NO,NO,NO,NO,NO,0.0,0.0,0.0,0.0,0.0,3.0,1.9449312175074933e-06,1.9449312175074933e-06,1.9449312175074933e-06,0.0,,,5.834793652522479e-06,51,380216.0,3,3,0.7394939677958289
543,2004,Alabama,0.0,0.0,0.0,,,3.0,4530729.0,YES,NO,NO,NO,YES,NO,0.0,0.0,0.0,1.0,1.0,3.0,6.621450985040156e-07,0.0,0.0,0.0,,,6.621450985040156e-07,51,527267.0,3,3,0.11637575321763893
544,2004,Alaska,0.0,0.0,0.0,,,9.0,659286.0,YES,NO,YES,NO,YES,NO,0.0,0.0,0.0,0.0,0.0,9.0,1.3651131678816173e-05,0.0,0.0,0.0,,,1.3651131678816173e-05,1,273714.0,1,9,0.41516731737061
545,2004,Arizona,44.0,33.0,1.0,,,146.0,5652404.0,YES,YES,YES,NO,YES,NO,0.0,1.0,1.0,1.0,1.0,224.0,2.582971776256616e-05,7.78429850378706e-06,5.838223877840296e-06,1.7691587508606955e-07,,,3.9629156019279584e-05,82,5554597.0,19,224,0.9826963890054567
546,2004,Arkansas,7.0,5.0,1.0,,,80.0,2749686.0,NO,NO,NO,NO,NO,NO,1.0,0.0,0.0,1.0,0.0,93.0,2.9094231123117328e-05,2.545745223272766e-06,1.818389445194833e-06,3.6367788903896654e-07,,,3.38220436806239e-05,192,1632735.0,50,93,0.5937896181600372
547,2004,California,205.0,264.0,4.0,,,920.0,35574576.0,YES,YES,YES,YES,YES,YES,1.0,1.0,1.0,1.0,1.0,1393.0,2.586116556947861e-05,5.762542327981646e-06,7.42103011993734e-06,1.124398503020809e-07,,,3.915717786769967e-05,725,35893799.0,245,1393,1.0089733465832453
548,2004,Colorado,14.0,3.0,0.0,,,42.0,4575013.0,YES,YES,NO,YES,YES,YES,1.0,0.0,0.0,1.0,0.0,59.0,9.180301782749032e-06,3.0601005942496778e-06,6.55735841624931e-07,0.0,,,1.2896138218623641e-05,205,4443685.0,26,59,0.971294507797027
549,2004,Connecticut,24.0,21.0,0.0,,,71.0,3496094.0,YES,YES,YES,YES,YES,NO,1.0,1.0,1.0,1.0,1.0,116.0,2.030837843604892e-05,6.864803978382732e-06,6.00670348108489e-06,0.0,,,3.317988589551654e-05,100,3503604.0,49,116,1.0021481115782356
550,2004,Delaware,2.0,9.0,0.0,,,22.0,830803.0,YES,YES,YES,YES,YES,NO,0.0,0.0,0.0,1.0,1.0,33.0,2.648040510205187e-05,2.407309554731988e-06,1.0832892996293946e-05,0.0,,,3.9720607653077804e-05,53,830364.0,11,33,0.9994715955527363
551,2004,DC,2.0,29.0,0.0,,,18.0,567754.0,YES,YES,YES,YES,YES,YES,1.0,1.0,0.0,1.0,1.0,49.0,3.1703871747270823e-05,3.5226524163634245e-06,5.107846003726966e-05,0.0,,,8.63049842009039e-05,2,553523.0,2,49,0.974934566731366
552,2004,Florida,35.0,45.0,0.0,,,194.0,17415318.0,YES,YES,NO,NO,YES,YES,1.0,1.0,0.0,1.0,1.0,274.0,1.1139618581756587e-05,2.0097250018633027e-06,2.5839321452528173e-06,0.0,,,1.5733275728872707e-05,490,17351455.0,95,274,0.9963329409201716
553,2004,Georgia,3.0,12.0,0.0,,,14.0,8769252.0,NO,NO,NO,NO,NO,NO,0.0,0.0,0.0,1.0,1.0,29.0,1.5964873628902443e-06,3.4210443490505234e-07,1.3684177396202094e-06,0.0,,,3.3070095374155065e-06,77,1576482.0,7,29,0.17977382791599558
554,2004,Idaho,14.0,4.0,0.0,,,19.0,1391802.0,YES,NO,NO,NO,NO,NO,1.0,1.0,0.0,1.0,1.0,37.0,1.3651367076638776e-05,1.0058902056470675e-05,2.873972016134479e-06,0.0,,,2.658424114924393e-05,119,1392114.0,12,37,1.0002241698172585
555,2004,Illinois,22.0,35.0,0.0,,,130.0,12589773.0,YES,YES,YES,YES,YES,NO,1.0,1.0,1.0,1.0,1.0,187.0,1.0325841458777694e-05,1.747450093023917e-06,2.780034238901686e-06,0.0,,,1.4853325790703295e-05,63,5088478.0,48,187,0.4041755161113707
556,2004,Indiana,6.0,14.0,1.0,,,42.0,6233007.0,NO,NO,NO,NO,NO,NO,0.0,1.0,0.0,1.0,0.0,63.0,6.738320685344972e-06,9.626172407635671e-07,2.2461068951149903e-06,1.6043620679392787e-07,,,1.0107481028017455e-05,137,3017102.0,13,63,0.4840524003903734
557,2004,Iowa,2.0,4.0,0.0,,,17.0,2953635.0,YES,YES,YES,NO,YES,YES,1.0,1.0,1.0,0.0,0.0,23.0,5.755619770215345e-06,6.771317376723935e-07,1.354263475344787e-06,0.0,,,7.787014983232525e-06,219,2905626.0,17,23,0.9837457912030431
558,2004,Kansas,2.0,13.0,0.0,,,34.0,2734373.0,YES,YES,NO,NO,NO,NO,0.0,0.0,0.0,1.0,0.0,49.0,1.2434294809084205e-05,7.31429106416718e-07,4.7542891917086665e-06,0.0,,,1.7920013107209587e-05,357,2109590.0,21,49,0.7715077643028219
559,2004,Kentucky,9.0,11.0,0.0,,,51.0,4146101.0,YES,YES,NO,NO,NO,NO,0.0,1.0,1.0,1.0,0.0,71.0,1.2300713369018265e-05,2.1707141239444e-06,2.653095040376489e-06,0.0,,,1.7124522533339152e-05,326,3709354.0,32,71,0.8946607909455172
560,2004,Louisiana,7.0,3.0,0.0,,,12.0,4552238.0,YES,YES,YES,NO,YES,YES,1.0,1.0,1.0,1.0,1.0,22.0,2.636066040483824e-06,1.5377051902822304e-06,6.590165101209559e-07,0.0,,,4.83278774088701e-06,148,3499083.0,12,22,0.7686511557611883
561,2004,Maine,7.0,35.0,0.0,,,26.0,1313688.0,YES,YES,YES,NO,YES,YES,1.0,1.0,0.0,1.0,0.0,68.0,1.97916095754852e-05,5.328510270322938e-06,2.664255135161469e-05,0.0,,,5.176267119742282e-05,147,1317253.0,29,68,1.0027137341591001
562,2004,Maryland,57.0,19.0,0.0,,,169.0,5546935.0,YES,YES,YES,YES,YES,NO,0.0,1.0,0.0,1.0,0.0,245.0,3.046727607228136e-05,1.0275945184142231e-05,3.425315061380745e-06,0.0,,,4.416853631780434e-05,150,5558058.0,32,245,1.0020052515488282
563,2004,Massachusetts,75.0,66.0,0.0,,,205.0,6412281.0,YES,YES,NO,YES,YES,NO,1.0,1.0,1.0,1.0,0.0,346.0,3.196990275379385e-05,1.1696305885534336e-05,1.0292749179270217e-05,0.0,,,5.39589578185984e-05,301,5837059.0,90,346,0.9102937004788155
564,2004,Michigan,53.0,73.0,13.0,,,417.0,10055315.0,YES,NO,YES,NO,NO,NO,1.0,1.0,0.0,1.0,0.0,556.0,4.1470605346525694e-05,5.270844324618374e-06,7.259842182964929e-06,1.2928486079252615e-06,,,5.5294140462034266e-05,601,8995290.0,172,556,0.8945806272603096
565,2004,Minnesota,31.0,34.0,1.0,,,173.0,5087713.0,YES,YES,YES,YES,YES,YES,1.0,1.0,1.0,1.0,0.0,239.0,3.400349036983808e-05,6.093110991127056e-06,6.6827668934941885e-06,1.9655196745571144e-07,,,4.6975920221915036e-05,318,5083400.0,63,239,0.9991522713643635
566,2004,Mississippi,0.0,0.0,0.0,,,2.0,2889010.0,YES,NO,YES,NO,NO,NO,0.0,0.0,0.0,1.0,0.0,2.0,6.922786698557638e-07,0.0,0.0,0.0,,,6.922786698557638e-07,68,1012911.0,2,2,0.35060833988113577
567,2004,Missouri,4.0,11.0,0.0,,,56.0,5747741.0,YES,YES,YES,YES,YES,NO,1.0,0.0,0.0,1.0,1.0,71.0,9.74295814651356e-06,6.959255818938257e-07,1.9137953502080208e-06,0.0,,,1.2352679078615407e-05,259,3534443.0,29,71,0.6149273253613898
568,2004,Montana,8.0,7.0,7.0,,,34.0,930009.0,YES,NO,NO,NO,NO,NO,0.0,0.0,0.0,1.0,0.0,56.0,3.6558785990243103e-05,8.602067291821907e-06,7.526808880344168e-06,7.526808880344168e-06,,,6.021447104275334e-05,105,926865.0,25,56,0.996619387554314
569,2004,Nebraska,7.0,9.0,0.0,,,46.0,1749370.0,YES,YES,YES,NO,YES,YES,1.0,1.0,0.0,1.0,0.0,62.0,2.6295180550712546e-05,4.0014405185866924e-06,5.144709238182889e-06,0.0,,,3.5441330307482126e-05,207,1493580.0,15,62,0.8537816471072444
570,2004,Nevada,15.0,10.0,0.0,,,56.0,2346222.0,YES,YES,YES,YES,YES,YES,1.0,1.0,0.0,1.0,0.0,81.0,2.386815910855836e-05,6.393256904078131e-06,4.262171269385421e-06,0.0,,,3.4523587282021904e-05,35,2334771.0,4,81,0.9951193876794268
571,2004,New Hampshire,7.0,15.0,0.0,,,26.0,1290121.0,YES,YES,YES,NO,YES,YES,0.0,0.0,0.0,0.0,0.0,48.0,2.0153148425612792e-05,5.425847653049598e-06,1.1626816399391995e-05,0.0,,,3.7205812478054386e-05,140,935961.0,29,48,0.7254831135994221
572,2004,New Jersey,318.0,55.0,1.0,,,395.0,8634561.0,YES,YES,YES,YES,YES,NO,1.0,1.0,1.0,1.0,0.0,769.0,4.574639058082976e-05,3.682873975874396e-05,6.369750587204143e-06,1.1581364704007535e-07,,,8.906069457381794e-05,513,8698879.0,249,769,1.0074489021503235
573,2004,New Mexico,3.0,4.0,0.0,,,14.0,1903808.0,YES,YES,YES,YES,YES,YES,0.0,1.0,1.0,1.0,0.0,21.0,7.353682724308333e-06,1.5757891552089287e-06,2.101052206945238e-06,0.0,,,1.10305240864625e-05,49,1172271.0,3,21,0.6157506429219753
574,2004,New York,173.0,36.0,0.0,,,177.0,19171567.0,YES,YES,YES,NO,YES,YES,1.0,1.0,0.0,1.0,0.0,386.0,9.23242215933627e-06,9.023779850650704e-06,1.8777807781700889e-06,0.0,,,2.0133982788157068e-05,520,19199225.0,42,386,1.0014426572434063
575,2004,North Carolina,5.0,10.0,0.0,,,51.0,8553152.0,YES,NO,YES,NO,NO,NO,1.0,0.0,0.0,1.0,1.0,66.0,5.962714096510853e-06,5.84579813383417e-07,1.169159626766834e-06,0.0,,,7.716453536661105e-06,418,8027181.0,35,66,0.9385055941949821
576,2004,North Dakota,2.0,0.0,0.0,,,6.0,644705.0,YES,NO,YES,NO,NO,NO,0.0,0.0,0.0,0.0,0.0,8.0,9.306582080176204e-06,3.1021940267254014e-06,0.0,0.0,,,1.2408776106901606e-05,69,560073.0,5,8,0.8687275575650879
577,2004,Ohio,34.0,57.0,1.0,,,261.0,11452251.0,YES,NO,NO,NO,NO,NO,1.0,0.0,0.0,1.0,0.0,353.0,2.279027939572753e-05,2.9688486569146975e-06,4.977187454239344e-06,8.731907814454991e-08,,,3.082363458502612e-05,410,8991851.0,74,353,0.7851601401331494
578,2004,Oklahoma,3.0,4.0,0.0,,,44.0,3525233.0,YES,NO,NO,NO,YES,NO,1.0,1.0,0.0,1.0,1.0,51.0,1.248144448891747e-05,8.510075787898276e-07,1.13467677171977e-06,0.0,,,1.4467128839427066e-05,297,3523553.0,29,51,0.9995234357558777
579,2004,Oregon,18.0,32.0,0.0,,,105.0,3569463.0,YES,YES,YES,YES,YES,NO,1.0,1.0,1.0,1.0,0.0,155.0,2.9416189494049945e-05,5.042775341837133e-06,8.964933941043792e-06,0.0,,,4.342389877693087e-05,170,3592045.0,23,155,1.0063264418205204
580,2004,Pennsylvania,13.0,18.0,0.0,,,74.0,12410722.0,YES,NO,NO,NO,NO,NO,1.0,1.0,0.0,1.0,0.0,105.0,5.962586221816909e-06,1.0474813632921598e-06,1.4503588107122213e-06,0.0,,,8.46042639582129e-06,857,11406091.0,34,105,0.9190513654241872
581,2004,Rhode Island,6.0,7.0,0.0,,,16.0,1074579.0,YES,YES,YES,NO,YES,NO,1.0,1.0,1.0,1.0,0.0,29.0,1.4889552094355094e-05,5.583582035383159e-06,6.514179041280353e-06,0.0,,,2.6987313171018602e-05,48,1080632.0,8,29,1.0056329036766958
582,2004,South Carolina,11.0,18.0,16.0,,,60.0,4210921.0,NO,NO,NO,NO,NO,NO,0.0,0.0,0.0,1.0,1.0,105.0,1.4248664365824009e-05,2.6122551337344014e-06,4.274599309747203e-06,3.799643830886402e-06,,,2.4935162640192012e-05,468,4196056.0,51,105,0.9964698934033671
583,2004,South Dakota,1.0,2.0,0.0,,,4.0,770396.0,YES,NO,NO,NO,NO,NO,1.0,0.0,0.0,1.0,1.0,7.0,5.192134953971724e-06,1.298033738492931e-06,2.596067476985862e-06,0.0,,,9.086236169450516e-06,155,765756.0,6,7,0.9939771234533928
584,2004,Tennessee,12.0,16.0,7.0,,,101.0,5910809.0,YES,YES,YES,NO,YES,YES,1.0,0.0,0.0,1.0,0.0,136.0,1.7087339482632585e-05,2.0301789484315937e-06,2.7069052645754584e-06,1.184271053251763e-06,,,2.30086947488914e-05,453,5900962.0,68,136,0.9983340689912329
585,2004,Texas,36.0,61.0,2.0,,,210.0,22394023.0,YES,YES,YES,NO,YES,YES,1.0,1.0,1.0,1.0,0.0,309.0,9.377502202261735e-06,1.6075718061020119e-06,2.7239411158950763e-06,8.930954478344512e-08,,,1.379832466904227e-05,987,22466217.0,84,309,1.003223806638048
586,2004,Utah,9.0,5.0,0.0,,,45.0,2401580.0,NO,NO,NO,NO,NO,NO,0.0,1.0,0.0,0.0,0.0,59.0,1.873766437095579e-05,3.7475328741911577e-06,2.0819627078839764e-06,0.0,,,2.456715995303092e-05,55,1840775.0,16,59,0.7664849807210253
587,2004,Vermont,5.0,5.0,0.0,,,18.0,619920.0,YES,YES,YES,YES,YES,YES,1.0,0.0,0.0,0.0,1.0,28.0,2.9036004645760743e-05,8.06555684604465e-06,8.06555684604465e-06,0.0,,,4.516711833785005e-05,74,602735.0,12,28,0.9722786811201445
588,2004,Virginia,44.0,38.0,2.0,,,223.0,7475575.0,YES,NO,NO,NO,NO,NO,1.0,1.0,0.0,1.0,1.0,307.0,2.9830481267327264e-05,5.885834868889684e-06,5.083221023132e-06,2.675379485858948e-07,,,4.106707510793485e-05,395,7399760.0,68,307,0.9898583052139802
589,2004,Washington,16.0,31.0,0.0,,,128.0,6178645.0,YES,YES,YES,YES,YES,NO,1.0,1.0,1.0,1.0,1.0,175.0,2.0716516323562853e-05,2.5895645404453566e-06,5.017281297112879e-06,0.0,,,2.832336216112109e-05,253,6203788.0,51,175,1.0040693388275261
590,2004,West Virginia,2.0,5.0,0.0,,,24.0,1816438.0,YES,NO,YES,NO,NO,YES,1.0,0.0,0.0,0.0,0.0,31.0,1.3212672273977972e-05,1.1010560228314978e-06,2.752640057078744e-06,0.0,,,1.706636835388821e-05,431,1815354.0,12,31,0.9994032276356253
591,2004,Wisconsin,0.0,10.0,0.0,,,27.0,5514026.0,YES,YES,NO,NO,YES,NO,1.0,0.0,0.0,1.0,0.0,37.0,4.896603679416818e-06,0.0,1.8135569183025253e-06,0.0,,,6.7101605977193426e-06,369,5509026.0,19,37,0.9990932215408488
592,2004,Wyoming,1.0,0.0,0.0,,,3.0,509106.0,NO,NO,NO,NO,NO,NO,0.0,0.0,0.0,0.0,0.0,4.0,5.8926824669125874e-06,1.9642274889708628e-06,0.0,0.0,,,7.856909955883451e-06,42,349046.0,4,4,0.6856057481153237
593,2005,Alabama,,,,,,,,,,,,,,,,,,,,,,,,,,,32,455247.0,0,0,
594,2005,Mississippi,,,,,,,,,,,,,,,,,,,,,,,,,,,67,866704.0,0,0,
595,2006,Mississippi,,,,,,,,,,,,,,,,,,,,,,,,,,,62,830449.0,0,0,
596,2007,Mississippi,,,,,,,,,,,,,,,,,,,,,,,,,,,58,704703.0,0,0,
597,2014,Wyoming,,,,,,,,,,,,,,,,,,,,,,,,,,,63,579446.0,0,0,
598,2015,Mississippi,,,,,,,,,,,,,,,,,,,,,,,,,,,43,763830.0,0,0,
